image, length, angle, x, y
9_10_12.tif,3.1622777,71.56505,6.190476,2.7272725
9_10_12.tif,3.1622777,18.434952,5.8008657,3.6652234
9_10_12.tif,3.1622777,18.434952,9.220778,5.0360746
9_10_12.tif,3.1622777,18.434952,0.46176043,7.8499274
9_10_12.tif,3.1622777,18.434952,0.3174603,21.37085
9_10_12.tif,3.6055512,-56.309933,6.4357862,0.89466083
9_10_12.tif,3.6055512,56.309937,6.0750356,2.5829725
9_10_12.tif,3.6055512,-56.309933,3.347763,3.0158727
9_10_12.tif,3.6055512,56.309937,6.363636,4.0115438
9_10_12.tif,3.6055512,-56.309933,6.305916,4.1558437
9_10_12.tif,3.6055512,-33.690067,5.7864356,6.479076
9_10_12.tif,4.1231055,14.036247,6.320346,1.4862914
9_10_12.tif,4.1231055,14.036247,1.9191918,12.5541115
9_10_12.tif,4.2426405,-45,6.479076,0.18759018
9_10_12.tif,4.2426405,-45,6.219336,1.3564212
9_10_12.tif,4.2426405,45,6.2626257,3.7806635
9_10_12.tif,4.2426405,45,6.161616,4.227994
9_10_12.tif,4.472136,-63.434948,6.493506,0.8658008
9_10_12.tif,4.472136,26.565048,6.565656,1.8037517
9_10_12.tif,4.472136,26.565048,3.102453,2.020202
9_10_12.tif,4.472136,63.43495,6.0461755,3.362193
9_10_12.tif,4.472136,63.43495,6.204906,4.4877343
9_10_12.tif,4.472136,-26.565052,6.176046,5.122655
9_10_12.tif,5,-53.130104,6.363636,3.9393938
9_10_12.tif,5.0990195,11.309929,8.6291485,0.7647907
9_10_12.tif,5.0990195,11.309929,6.1038957,2.9437227
9_10_12.tif,5.0990195,78.69006,6.147186,4.3145742
9_10_12.tif,5.0990195,78.69006,6.190476,5.2092347
9_10_12.tif,5.0990195,11.309929,0.47619045,5.454545
9_10_12.tif,5.0990195,78.69006,5.6998553,6.320346
9_10_12.tif,5.3851647,-21.801407,6.219336,4.8484845
9_10_12.tif,5.3851647,-68.19859,6.2337656,5.079365
9_10_12.tif,5.656854,45,6.291486,4.8484845
9_10_12.tif,5.8309517,30.963753,6.2337656,1.2554111
9_10_12.tif,5.8309517,-59.036243,6.002886,2.9148626
9_10_12.tif,5.8309517,59.03624,6.147186,3.275613
9_10_12.tif,5.8309517,-30.963757,6.2481956,4.213564
9_10_12.tif,6.0827627,9.462318,6.2770557,3.8672435
9_10_12.tif,6.0827627,9.462318,10.90909,7.489177
9_10_12.tif,6.0827627,9.462318,3.6075034,9.018759
9_10_12.tif,6.3245554,18.434952,6.1183257,3.275613
9_10_12.tif,6.3245554,-18.434952,6.522366,5.497835
9_10_12.tif,6.4031243,38.659805,6.2481956,2.4242423
9_10_12.tif,6.4031243,51.340195,6.176046,2.7849927
9_10_12.tif,6.708204,26.565048,4.935065,1.7171715
9_10_12.tif,7.071068,81.8699,6.0173154,2.6839826
9_10_12.tif,7.28011,74.05461,6.147186,3.0447328
9_10_12.tif,7.28011,15.945396,6.1038957,3.1313128
9_10_12.tif,7.28011,15.945396,4.7330446,16.724386
9_10_12.tif,7.28011,-15.945396,10.49062,18.181816
9_10_12.tif,7.615773,23.198593,6.349206,1.4862914
9_10_12.tif,7.615773,-23.198593,6.1038957,2.7994225
9_10_12.tif,7.81025,39.805573,5.815295,6.1038957
9_10_12.tif,8.062258,-60.25512,6.1038957,1.8181818
9_10_12.tif,8.062258,7.1250153,6.219336,4.9639244
9_10_12.tif,8.5440035,20.556046,6.204906,3.6219335
9_10_12.tif,8.5440035,-20.556046,6.1183257,3.6507933
9_10_12.tif,8.5440035,-69.443954,6.0750356,4.949495
9_10_12.tif,9.433981,-57.994617,6.2626257,2.294372
9_10_12.tif,9.486833,18.434952,6.147186,3.4054832
9_10_12.tif,9.486833,-18.434952,5.815295,6.320346
9_10_12.tif,10.770329,-68.19859,5.9163055,3.1168828
9_10_12.tif,10.816654,56.309937,6.5945163,0.8513708
9_10_12.tif,11.18034,-79.69515,6.305916,3.8239536
9_10_12.tif,11.7046995,-19.983109,6.147186,2.4242423
9_10_12.tif,13.152946,8.746162,5.7864356,6.1183257
9_10_12.tif,13.341664,-12.994614,6.204906,1.8470417
9_10_12.tif,13.416408,-26.565052,6.2337656,1.6305915
9_10_12.tif,13.601471,-17.10273,6.2626257,3.9826837
9_10_12.tif,13.928389,21.037514,6.522366,0.6493506
9_10_12.tif,15.132746,7.5946426,6.204906,2.0634918
9_10_12.tif,15.6205,39.805573,6.2481956,4.3145742
9_10_12.tif,16.970562,45,6.392496,1.6017315
9_10_12.tif,18.027756,3.1798325,6.2770557,4.545454
9_10_12.tif,18.027756,-33.690067,6.002886,5.2092347
9_10_12.tif,18.248287,9.462318,6.450216,0.34632033
9_10_12.tif,19.235384,-8.972626,5.8008657,5.8008657
9_10_12.tif,23.769728,-22.249023,5.8585854,5.454545
9_10_12.tif,30.083218,-15.422165,6.305916,1.024531
9_10_13.tif,1.4142135,45,6.493506,0.8658008
9_10_13.tif,1.4142135,45,6.305916,1.1544011
9_10_13.tif,1.4142135,45,6.421356,1.1544011
9_10_13.tif,1.4142135,45,6.204906,1.8614718
9_10_13.tif,1.4142135,45,5.9018755,1.9624819
9_10_13.tif,1.4142135,45,6.147186,2.6695526
9_10_13.tif,1.4142135,45,6.681096,2.7128425
9_10_13.tif,1.4142135,45,6.363636,2.7705626
9_10_13.tif,1.4142135,45,3.3044732,3.0447328
9_10_13.tif,1.4142135,45,6.6089463,3.9826837
9_10_13.tif,1.4142135,45,6.450216,4.083694
9_10_13.tif,1.4142135,45,6.9985566,4.213564
9_10_13.tif,1.4142135,45,5.9451656,4.5021644
9_10_13.tif,1.4142135,45,6.565656,4.7907643
9_10_13.tif,1.4142135,45,5.988456,4.9783545
9_10_13.tif,1.4142135,45,5.7575755,6.493506
9_10_13.tif,1.4142135,45,5.6998553,8.744588
9_10_13.tif,2.236068,63.43495,6.219336,1.3852813
9_10_13.tif,2.236068,63.43495,6.681096,1.9191918
9_10_13.tif,2.236068,26.565048,6.0606055,3.174603
9_10_13.tif,2.236068,26.565048,5.339105,3.290043
9_10_13.tif,2.236068,63.43495,6.6378064,4.098124
9_10_13.tif,2.236068,26.565048,6.0461755,4.357864
9_10_13.tif,2.236068,26.565048,0.40404037,5.310245
9_10_13.tif,2.236068,26.565048,5.7720056,6.536796
9_10_13.tif,2.236068,63.43495,5.7431455,6.666666
9_10_13.tif,2.236068,63.43495,5.9595957,7.604617
9_10_13.tif,2.236068,63.43495,5.8585854,8.528138
9_10_13.tif,2.236068,63.43495,5.815295,8.658008
9_10_13.tif,2.236068,63.43495,10.27417,10.56277
9_10_13.tif,2.828427,-45,6.7965364,0.92352086
9_10_13.tif,2.828427,-45,6.479076,1.8181818
9_10_13.tif,2.828427,-45,3.333333,2.9725828
9_10_13.tif,2.828427,45,5.8730154,4.4733043
9_10_13.tif,2.828427,-45,5.8585854,8.455988
9_10_13.tif,3.1622777,18.434952,6.1327558,2.5829725
9_10_13.tif,3.1622777,71.56505,6.724386,2.7417026
9_10_13.tif,3.1622777,71.56505,6.695526,3.9249637
9_10_13.tif,3.1622777,71.56505,6.219336,3.9971137
9_10_13.tif,3.1622777,71.56505,6.421356,4.1414137
9_10_13.tif,3.1622777,71.56505,7.0129867,4.170274
9_10_13.tif,3.6055512,-56.309933,6.507936,0.57720053
9_10_13.tif,3.6055512,33.69007,6.493506,0.92352086
9_10_13.tif,3.6055512,56.309937,5.8297253,1.9336218
9_10_13.tif,3.6055512,56.309937,5.8008657,2.207792
9_10_13.tif,3.6055512,33.69007,6.421356,2.4386723
9_10_13.tif,3.6055512,56.309937,5.7575755,3.1313128
9_10_13.tif,3.6055512,-56.309933,6.1038957,3.2178931
9_10_13.tif,3.6055512,33.69007,5.5266953,3.275613
9_10_13.tif,3.6055512,-56.309933,6.7821064,3.9105337
9_10_13.tif,3.6055512,-33.690067,6.2337656,4.256854
9_10_13.tif,3.6055512,33.69007,6.551226,4.8340545
9_10_13.tif,3.6055512,-56.309933,6.2481956,5.079365
9_10_13.tif,3.6055512,56.309937,5.8008657,6.479076
9_10_13.tif,3.6055512,-56.309933,5.815295,6.666666
9_10_13.tif,3.6055512,-33.690067,9.119768,17.417027
9_10_13.tif,4.1231055,14.036247,5.8008657,6.6089463
9_10_13.tif,4.1231055,75.96376,5.7287154,7.0995665
9_10_13.tif,4.1231055,14.036247,4.8196244,14.314573
9_10_13.tif,4.1231055,14.036247,0.7647907,18.845598
9_10_13.tif,4.2426405,45,5.9595957,1.9480518
9_10_13.tif,4.2426405,-45,3.347763,3.0158727
9_10_13.tif,4.2426405,-45,5.7720056,3.203463
9_10_13.tif,4.2426405,45,6.190476,4.170274
9_10_13.tif,4.2426405,-45,3.3766232,12.352092
9_10_13.tif,4.2426405,45,4.7330446,16.334776
9_10_13.tif,4.472136,26.565048,6.7965364,0.9812409
9_10_13.tif,4.472136,26.565048,3.362193,2.6695526
9_10_13.tif,4.472136,-26.565052,3.4776332,3.001443
9_10_13.tif,4.472136,26.565048,6.002886,4.5165944
9_10_13.tif,4.472136,-63.434948,6.1183257,4.5165944
9_10_13.tif,4.472136,-26.565052,5.988456,5.0360746
9_10_13.tif,4.472136,-26.565052,1.096681,5.5266953
9_10_13.tif,4.472136,-26.565052,6.176046,7.8354974
9_10_13.tif,4.472136,-63.434948,5.8008657,8.095238
9_10_13.tif,4.472136,-26.565052,0.70707065,8.513708
9_10_13.tif,5,-36.869896,6.652236,4.1414137
9_10_13.tif,5,-53.130104,5.815295,6.551226
9_10_13.tif,5,-53.130104,5.8441553,6.7676764
9_10_13.tif,5,53.130096,5.6854253,8.0230875
9_10_13.tif,5,-36.869896,5.7431455,8.686868
9_10_13.tif,5,36.869896,10.5772,11.471861
9_10_13.tif,5,-53.130104,3.7950935,20.51948
9_10_13.tif,5.0990195,11.309929,5.122655,0.47619045
9_10_13.tif,5.0990195,78.69006,6.2337656,1.9191918
9_10_13.tif,5.0990195,78.69006,5.2236648,3.261183
9_10_13.tif,5.0990195,11.309929,5.8008657,6.709956
9_10_13.tif,5.0990195,11.309929,9.999999,16.277056
9_10_13.tif,5.3851647,-68.19859,6.0317454,2.5541124
9_10_13.tif,5.3851647,-68.19859,6.320346,3.9971137
9_10_13.tif,5.3851647,21.801407,6.8398266,4.184704
9_10_13.tif,5.656854,45,3.4920633,3.073593
9_10_13.tif,5.656854,-45,6.002886,4.430014
9_10_13.tif,5.656854,45,6.147186,4.430014
9_10_13.tif,5.8309517,59.03624,6.681096,0.92352086
9_10_13.tif,5.8309517,-30.963757,6.2770557,1.5584414
9_10_13.tif,5.8309517,59.03624,5.9163055,2.5541124
9_10_13.tif,6.0827627,9.462318,6.7965364,2.6406925
9_10_13.tif,6.3245554,18.434952,6.507936,1.6883116
9_10_13.tif,6.3245554,-71.56505,6.8109665,2.7272725
9_10_13.tif,6.3245554,71.56505,6.8831162,4.1558437
9_10_13.tif,6.4031243,-51.34019,6.176046,2.5829725
9_10_13.tif,6.4031243,-51.34019,6.1327558,4.329004
9_10_13.tif,6.4031243,51.340195,5.7575755,8.759018
9_10_13.tif,7.071068,81.8699,6.2626257,4.4877343
9_10_13.tif,7.071068,8.130104,5.8008657,8.542568
9_10_13.tif,7.2111025,-56.309933,6.522366,1.6161615
9_10_13.tif,7.2111025,56.309937,6.2481956,4.329004
9_10_13.tif,7.28011,-74.0546,6.493506,4.112554
9_10_13.tif,7.615773,23.198593,5.468975,1.7171715
9_10_13.tif,7.615773,-23.198593,6.6233764,3.9826837
9_10_13.tif,7.615773,66.80141,6.709956,4.112554
9_10_13.tif,8.246211,14.036247,6.190476,4.9783545
9_10_13.tif,8.5440035,20.556046,3.4054832,2.9437227
9_10_13.tif,8.602325,-35.537678,5.7142854,2.222222
9_10_13.tif,8.602325,35.53768,6.0173154,2.5974023
9_10_13.tif,8.602325,-35.537678,6.161616,3.6652234
9_10_13.tif,8.944272,-63.434948,6.0317454,4.949495
9_10_13.tif,9.219544,-40.601295,5.8297253,4.545454
9_10_13.tif,9.848858,23.962486,6.291486,1.3852813
9_10_13.tif,9.899495,45,6.551226,0.8658008
9_10_13.tif,9.899495,-45,1.1544011,10.764791
9_10_13.tif,10.198039,78.69006,6.176046,2.7272725
9_10_13.tif,10.198039,-78.69006,5.339105,3.246753
9_10_13.tif,10.440307,73.30075,6.9408364,2.6984124
9_10_13.tif,10.630146,41.18593,6.536796,1.8037517
9_10_13.tif,10.770329,68.19859,6.2337656,2.3665223
9_10_13.tif,11.045361,5.1944275,6.2770557,3.8095236
9_10_13.tif,11.18034,79.69516,6.320346,1.6305915
9_10_13.tif,11.18034,-26.565052,6.219336,1.6738815
9_10_13.tif,11.18034,-26.565052,6.1327558,2.3953822
9_10_13.tif,12.083046,24.443954,6.2337656,4.5310245
9_10_13.tif,12.165525,-9.462318,6.2626257,4.054834
9_10_13.tif,12.206555,-34.99202,6.291486,1.2121211
9_10_13.tif,12.806249,-38.65981,5.5266953,3.088023
9_10_13.tif,13.341664,-77.00539,5.8441553,3.145743
9_10_13.tif,13.416408,-26.565052,6.2770557,3.5930734
9_10_13.tif,13.416408,26.565048,6.7821064,3.9538238
9_10_13.tif,14.56022,74.05461,6.320346,4.7330446
9_10_13.tif,14.866069,-47.72631,5.7864356,2.0057719
9_10_13.tif,15.297058,11.309929,6.421356,0.37518036
9_10_13.tif,15.524175,-14.931419,6.378066,0.9090909
9_10_13.tif,15.811388,-71.56505,5.9595957,1.8470417
9_10_13.tif,16.124516,-29.74488,6.176046,4.7330446
9_10_13.tif,16.763054,17.354027,6.493506,0.62049055
9_10_13.tif,17.720045,73.61046,6.4357862,2.7128425
9_10_13.tif,18.110771,6.3401947,5.8008657,6.8253965
9_10_13.tif,23.194826,7.4314117,5.7720056,8.124098
9_10_13.tif,27.166155,-6.3401947,6.0750356,2.7417026
9_10_13.tif,28.160255,73.495636,6.305916,3.7950935
9_10_13.tif,29.15476,22.166344,6.0750356,3.246753
9_10_13.tif,29.15476,-22.166344,5.7720056,7.6479073
9_10_13.tif,30.149628,5.710594,6.161616,1.9191918
9_10_13.tif,33.955853,13.626991,5.815295,7.1284266
9_10_13.tif,39.20459,37.746803,6.652236,1.9624819
9_10_13.tif,41.677334,59.74356,6.421356,2.3665223
9_10_13.tif,95.817535,-18.245857,5.7575755,5.137085
9_10_14.tif,1.4142135,45,6.363636,0.14430013
9_10_14.tif,1.4142135,45,6.507936,0.8658008
9_10_14.tif,1.4142135,45,6.291486,1.5007215
9_10_14.tif,1.4142135,45,6.219336,1.7893217
9_10_14.tif,1.4142135,45,7.1284266,2.3809521
9_10_14.tif,1.4142135,45,5.9307356,2.5974023
9_10_14.tif,1.4142135,45,7.1428566,2.6262624
9_10_14.tif,1.4142135,45,7.1572866,2.6551225
9_10_14.tif,1.4142135,45,5.598845,3.1168828
9_10_14.tif,1.4142135,45,5.7575755,3.1313128
9_10_14.tif,1.4142135,45,6.7388163,3.9105337
9_10_14.tif,1.4142135,45,6.2337656,3.9971137
9_10_14.tif,1.4142135,45,6.580086,4.054834
9_10_14.tif,1.4142135,45,6.1183257,4.300144
9_10_14.tif,1.4142135,45,6.0461755,4.357864
9_10_14.tif,1.4142135,45,5.8008657,5.2236648
9_10_14.tif,1.4142135,45,5.7287154,6.565656
9_10_14.tif,1.4142135,45,5.5844154,9.321789
9_10_14.tif,2.236068,26.565048,6.378066,0.07215007
9_10_14.tif,2.236068,63.43495,6.349206,0.88023084
9_10_14.tif,2.236068,26.565048,6.507936,0.92352086
9_10_14.tif,2.236068,63.43495,7.0129867,2.3520923
9_10_14.tif,2.236068,63.43495,6.479076,2.3809521
9_10_14.tif,2.236068,63.43495,5.8585854,2.5685425
9_10_14.tif,2.236068,63.43495,6.0461755,2.7272725
9_10_14.tif,2.236068,63.43495,6.7532463,2.7417026
9_10_14.tif,2.236068,63.43495,6.695526,2.7561326
9_10_14.tif,2.236068,26.565048,5.642135,3.160173
9_10_14.tif,2.236068,26.565048,4.7907643,3.6363635
9_10_14.tif,2.236068,26.565048,6.2770557,3.9393938
9_10_14.tif,2.236068,63.43495,6.392496,4.1269836
9_10_14.tif,2.236068,63.43495,6.291486,4.184704
9_10_14.tif,2.236068,63.43495,6.507936,4.8629146
9_10_14.tif,2.236068,26.565048,5.8297253,5.252525
9_10_14.tif,2.236068,63.43495,5.8441553,8.484848
9_10_14.tif,2.236068,26.565048,5.5699854,9.365079
9_10_14.tif,2.828427,45,6.406926,0.07215007
9_10_14.tif,2.828427,45,6.450216,0.25974023
9_10_14.tif,2.828427,45,5.8008657,1.3997113
9_10_14.tif,2.828427,-45,6.493506,1.8037517
9_10_14.tif,2.828427,-45,6.219336,2.164502
9_10_14.tif,2.828427,-45,7.1717167,2.4242423
9_10_14.tif,2.828427,-45,4.8340545,3.5786433
9_10_14.tif,2.828427,-45,6.6089463,4.7907643
9_10_14.tif,2.828427,-45,5.7142854,8.095238
9_10_14.tif,2.828427,45,5.5699854,8.917748
9_10_14.tif,2.828427,45,5.512265,9.321789
9_10_14.tif,3.1622777,18.434952,6.551226,0.79365075
9_10_14.tif,3.1622777,71.56505,6.421356,0.89466083
9_10_14.tif,3.1622777,18.434952,6.421356,4.040404
9_10_14.tif,3.1622777,18.434952,6.8542566,4.054834
9_10_14.tif,3.6055512,33.69007,7.402597,0.17316017
9_10_14.tif,3.6055512,-33.690067,6.4357862,0.18759018
9_10_14.tif,3.6055512,-56.309933,6.7676764,0.89466083
9_10_14.tif,3.6055512,-56.309933,6.406926,1.0389609
9_10_14.tif,3.6055512,33.69007,6.392496,1.2554111
9_10_14.tif,3.6055512,33.69007,6.1038957,2.4098122
9_10_14.tif,3.6055512,-56.309933,7.0851364,2.4386723
9_10_14.tif,3.6055512,-56.309933,6.176046,2.6695526
9_10_14.tif,3.6055512,56.309937,5.1948047,3.3044732
9_10_14.tif,3.6055512,-56.309933,5.7431455,4.8917747
9_10_14.tif,3.6055512,-56.309933,5.6854253,6.219336
9_10_14.tif,3.6055512,-56.309933,5.613275,9.379509
9_10_14.tif,3.6055512,-33.690067,2.3953822,11.139971
9_10_14.tif,3.6055512,33.69007,9.350649,14.242423
9_10_14.tif,4.1231055,75.96376,6.204906,1.3419913
9_10_14.tif,4.1231055,14.036247,6.2770557,1.5440115
9_10_14.tif,4.1231055,14.036247,5.137085,3.362193
9_10_14.tif,4.1231055,14.036247,6.522366,3.7662334
9_10_14.tif,4.1231055,14.036247,6.2626257,4.227994
9_10_14.tif,4.1231055,75.96376,5.483405,9.206348
9_10_14.tif,4.2426405,45,3.362193,2.9725828
9_10_14.tif,4.2426405,45,3.362193,3.1168828
9_10_14.tif,4.2426405,45,4.7474747,3.5497832
9_10_14.tif,4.2426405,-45,6.176046,4.300144
9_10_14.tif,4.472136,-63.434948,6.580086,0.7647907
9_10_14.tif,4.472136,-63.434948,6.0173154,1.3275613
9_10_14.tif,4.472136,-26.565052,7.590187,2.9581528
9_10_14.tif,4.472136,26.565048,5.7864356,3.073593
9_10_14.tif,4.472136,-63.434948,6.190476,3.9105337
9_10_14.tif,4.472136,26.565048,6.7965364,3.9538238
9_10_14.tif,4.472136,-26.565052,7.258297,4.242424
9_10_14.tif,4.472136,-26.565052,6.551226,4.8773446
9_10_14.tif,4.472136,-63.434948,5.8008657,6.2337656
9_10_14.tif,4.472136,-63.434948,5.8297253,6.9841266
9_10_14.tif,4.472136,63.43495,5.815295,8.658008
9_10_14.tif,4.472136,-63.434948,5.5844154,9.163058
9_10_14.tif,4.472136,26.565048,1.6017315,10.043289
9_10_14.tif,5,-36.869896,5.815295,0.8658008
9_10_14.tif,5,-36.869896,6.305916,1.2698412
9_10_14.tif,5,-53.130104,5.7720056,1.4718614
9_10_14.tif,5,36.869896,5.8297253,2.193362
9_10_14.tif,5,36.869896,7.070707,2.5252523
9_10_14.tif,5,53.130096,5.5844154,2.6406925
9_10_14.tif,5,53.130096,6.551226,2.7417026
9_10_14.tif,5,-36.869896,5.7575755,3.174603
9_10_14.tif,5,-36.869896,5.281385,3.290043
9_10_14.tif,5,-53.130104,6.0894656,4.357864
9_10_14.tif,5,-36.869896,5.7575755,7.229437
9_10_14.tif,5,-53.130104,4.574314,17.243866
9_10_14.tif,5,-36.869896,8.441558,27.287155
9_10_14.tif,5.0990195,78.69006,6.1327558,1.7316016
9_10_14.tif,5.0990195,78.69006,7.0418468,2.6551225
9_10_14.tif,5.0990195,11.309929,6.2770557,3.8239536
9_10_14.tif,5.3851647,21.801407,5.9740257,1.2409811
9_10_14.tif,5.3851647,21.801407,6.9696965,2.3520923
9_10_14.tif,5.3851647,-21.801407,6.176046,2.3809521
9_10_14.tif,5.3851647,21.801407,6.1183257,2.5974023
9_10_14.tif,5.3851647,21.801407,6.681096,2.6406925
9_10_14.tif,5.3851647,-68.19859,6.291486,2.7272725
9_10_14.tif,5.3851647,21.801407,5.238095,3.174603
9_10_14.tif,5.3851647,68.19859,6.161616,3.7373736
9_10_14.tif,5.3851647,-21.801407,6.724386,3.8095236
9_10_14.tif,5.3851647,21.801407,5.8297253,4.9062047
9_10_14.tif,5.3851647,21.801407,10.53391,9.8557
9_10_14.tif,5.3851647,-21.801407,7.561327,10.014429
9_10_14.tif,5.3851647,-68.19859,2.3953822,13.838383
9_10_14.tif,5.656854,45,6.2770557,0.0144300135
9_10_14.tif,5.656854,-45,5.656565,3.088023
