image, x, y, angle, count
60-22-col-wd-3-2.tif,0.0,0.0,-90.0,0.2731049060821533
60-22-col-wd-3-2.tif,0.0,0.0,-88.0,0.23442743718624115
60-22-col-wd-3-2.tif,0.0,0.0,-86.0,0.22014369070529938
60-22-col-wd-3-2.tif,0.0,0.0,-84.0,0.3155924677848816
60-22-col-wd-3-2.tif,0.0,0.0,-82.0,0.2579272389411926
60-22-col-wd-3-2.tif,0.0,0.0,-80.0,0.22069935500621796
60-22-col-wd-3-2.tif,0.0,0.0,-78.0,0.2913009524345398
60-22-col-wd-3-2.tif,0.0,0.0,-76.0,0.3141736686229706
60-22-col-wd-3-2.tif,0.0,0.0,-74.0,0.3086377680301666
60-22-col-wd-3-2.tif,0.0,0.0,-72.0,0.31016674637794495
60-22-col-wd-3-2.tif,0.0,0.0,-70.0,0.28850388526916504
60-22-col-wd-3-2.tif,0.0,0.0,-68.0,0.4164242446422577
60-22-col-wd-3-2.tif,0.0,0.0,-66.0,0.4831355810165405
60-22-col-wd-3-2.tif,0.0,0.0,-64.0,0.520175576210022
60-22-col-wd-3-2.tif,0.0,0.0,-62.0,0.6462694406509399
60-22-col-wd-3-2.tif,0.0,0.0,-60.0,0.6891564130783081
60-22-col-wd-3-2.tif,0.0,0.0,-58.0,0.7599870562553406
60-22-col-wd-3-2.tif,0.0,0.0,-56.0,0.8566474318504333
60-22-col-wd-3-2.tif,0.0,0.0,-54.0,0.8234161138534546
60-22-col-wd-3-2.tif,0.0,0.0,-52.0,0.8715259432792664
60-22-col-wd-3-2.tif,0.0,0.0,-50.0,0.9872694611549377
60-22-col-wd-3-2.tif,0.0,0.0,-48.0,1.0401326417922974
60-22-col-wd-3-2.tif,0.0,0.0,-46.0,1.6324632167816162
60-22-col-wd-3-2.tif,0.0,0.0,-44.0,1.1515367031097412
60-22-col-wd-3-2.tif,0.0,0.0,-42.0,1.2413791418075562
60-22-col-wd-3-2.tif,0.0,0.0,-40.0,1.348351001739502
60-22-col-wd-3-2.tif,0.0,0.0,-38.0,1.2784004211425781
60-22-col-wd-3-2.tif,0.0,0.0,-36.0,1.294958233833313
60-22-col-wd-3-2.tif,0.0,0.0,-34.0,1.4267150163650513
60-22-col-wd-3-2.tif,0.0,0.0,-32.0,1.4133310317993164
60-22-col-wd-3-2.tif,0.0,0.0,-30.0,1.5359679460525513
60-22-col-wd-3-2.tif,0.0,0.0,-28.0,1.7219511270523071
60-22-col-wd-3-2.tif,0.0,0.0,-26.0,1.984228491783142
60-22-col-wd-3-2.tif,0.0,0.0,-24.0,1.7982656955718994
