image,depth, angle, count
60-16-col-ww-3-1.tif,10,28,1.3202326298
60-16-col-ww-3-1.tif,10,30,0.3978199661
60-16-col-ww-3-1.tif,10,32,0.7174208164
60-16-col-ww-3-1.tif,10,34,0.9731329679
60-16-col-ww-3-1.tif,10,36,1.2950056791
60-16-col-ww-3-1.tif,10,38,1.0247346163
60-16-col-ww-3-1.tif,10,40,0.6274177432
60-16-col-ww-3-1.tif,10,42,1.2803845406
60-16-col-ww-3-1.tif,10,44,0.3926090002
60-16-col-ww-3-1.tif,10,46,0.1433264017
60-16-col-ww-3-1.tif,10,48,0.4254966378
60-16-col-ww-3-1.tif,10,50,0.5314797759
60-16-col-ww-3-1.tif,10,52,0.8244450688
60-16-col-ww-3-1.tif,10,54,0.706332922
60-16-col-ww-3-1.tif,10,56,0.0018627145
60-16-col-ww-3-1.tif,10,58,0.1099101231
60-16-col-ww-3-1.tif,10,60,1.2847754955
60-16-col-ww-3-1.tif,10,62,0.001704762
60-16-col-ww-3-1.tif,10,64,0.0586782992
60-16-col-ww-3-1.tif,10,66,0.6596542597
60-16-col-ww-3-1.tif,10,68,0.2133910209
60-16-col-ww-3-1.tif,10,70,0.5658588409
60-16-col-ww-3-1.tif,10,72,0.2388267368
60-16-col-ww-3-1.tif,10,74,0.0004556179
60-16-col-ww-3-1.tif,10,76,0.0991877615
60-16-col-ww-3-1.tif,10,78,0.1180035844
60-16-col-ww-3-1.tif,10,80,0.0323699228
60-16-col-ww-3-1.tif,10,82,0.2211655974
60-16-col-ww-3-1.tif,10,84,1.814060092
60-16-col-ww-3-1.tif,10,86,0.0030434497
60-16-col-ww-3-1.tif,10,88,0.0199217852
60-16-col-ww-3-1.tif,15,-90,15.7171077728
60-16-col-ww-3-1.tif,15,-88,0
60-16-col-ww-3-1.tif,15,-86,0
60-16-col-ww-3-1.tif,15,-84,0
60-16-col-ww-3-1.tif,15,-82,0
60-16-col-ww-3-1.tif,15,-80,0
60-16-col-ww-3-1.tif,15,-78,0
60-16-col-ww-3-1.tif,15,-76,0.2995630503
60-16-col-ww-3-1.tif,15,-74,0
60-16-col-ww-3-1.tif,15,-72,2.3122048378
60-16-col-ww-3-1.tif,15,-70,0
60-16-col-ww-3-1.tif,15,-68,0
60-16-col-ww-3-1.tif,15,-66,0
60-16-col-ww-3-1.tif,15,-64,7.2405281067
60-16-col-ww-3-1.tif,15,-62,0
60-16-col-ww-3-1.tif,15,-60,0
60-16-col-ww-3-1.tif,15,-58,0
60-16-col-ww-3-1.tif,15,-56,1.3580952883
60-16-col-ww-3-1.tif,15,-54,0
60-16-col-ww-3-1.tif,15,-52,0
60-16-col-ww-3-1.tif,15,-50,0
60-16-col-ww-3-1.tif,15,-48,0
60-16-col-ww-3-1.tif,15,-46,11.8621091843
60-16-col-ww-3-1.tif,15,-44,0
60-16-col-ww-3-1.tif,15,-42,0
60-16-col-ww-3-1.tif,15,-40,0
60-16-col-ww-3-1.tif,15,-38,0
60-16-col-ww-3-1.tif,15,-36,1.3580952883
60-16-col-ww-3-1.tif,15,-34,0
60-16-col-ww-3-1.tif,15,-32,0
60-16-col-ww-3-1.tif,15,-30,0
60-16-col-ww-3-1.tif,15,-28,7.2405281067
60-16-col-ww-3-1.tif,15,-26,0
60-16-col-ww-3-1.tif,15,-24,0
60-16-col-ww-3-1.tif,15,-22,0
60-16-col-ww-3-1.tif,15,-20,2.3122048378
60-16-col-ww-3-1.tif,15,-18,0
60-16-col-ww-3-1.tif,15,-16,0.2995630503
60-16-col-ww-3-1.tif,15,-14,0
60-16-col-ww-3-1.tif,15,-12,0
60-16-col-ww-3-1.tif,15,-10,0
60-16-col-ww-3-1.tif,15,-8,0
60-16-col-ww-3-1.tif,15,-6,0
60-16-col-ww-3-1.tif,15,-4,0
60-16-col-ww-3-1.tif,15,-2,0
60-16-col-ww-3-1.tif,15,1.27222193825778E-013,15.7171077728
60-16-col-ww-3-1.tif,15,2,0
60-16-col-ww-3-1.tif,15,4,0
60-16-col-ww-3-1.tif,15,6,0
60-16-col-ww-3-1.tif,15,8,0
60-16-col-ww-3-1.tif,15,10,0
60-16-col-ww-3-1.tif,15,12,0
60-16-col-ww-3-1.tif,15,14,0.2995630503
60-16-col-ww-3-1.tif,15,16,0
60-16-col-ww-3-1.tif,15,18,2.3122048378
60-16-col-ww-3-1.tif,15,20,0
60-16-col-ww-3-1.tif,15,22,0
60-16-col-ww-3-1.tif,15,24,0
60-16-col-ww-3-1.tif,15,26,7.2405281067
60-16-col-ww-3-1.tif,15,28,0
60-16-col-ww-3-1.tif,15,30,0
60-16-col-ww-3-1.tif,15,32,0
60-16-col-ww-3-1.tif,15,34,1.3580952883
60-16-col-ww-3-1.tif,15,36,0
60-16-col-ww-3-1.tif,15,38,0
60-16-col-ww-3-1.tif,15,40,0
60-16-col-ww-3-1.tif,15,42,0
60-16-col-ww-3-1.tif,15,44,11.8621091843
60-16-col-ww-3-1.tif,15,46,0
60-16-col-ww-3-1.tif,15,48,0
60-16-col-ww-3-1.tif,15,50,0
60-16-col-ww-3-1.tif,15,52,0
60-16-col-ww-3-1.tif,15,54,1.3580952883
60-16-col-ww-3-1.tif,15,56,0
60-16-col-ww-3-1.tif,15,58,0
60-16-col-ww-3-1.tif,15,60,0
60-16-col-ww-3-1.tif,15,62,7.2405281067
60-16-col-ww-3-1.tif,15,64,0
60-16-col-ww-3-1.tif,15,66,0
60-16-col-ww-3-1.tif,15,68,0
60-16-col-ww-3-1.tif,15,70,2.3122048378
60-16-col-ww-3-1.tif,15,72,0
60-16-col-ww-3-1.tif,15,74,0.2995630503
60-16-col-ww-3-1.tif,15,76,0
60-16-col-ww-3-1.tif,15,78,0
60-16-col-ww-3-1.tif,15,80,0
60-16-col-ww-3-1.tif,15,82,0
60-16-col-ww-3-1.tif,15,84,0
60-16-col-ww-3-1.tif,15,86,0
60-16-col-ww-3-1.tif,15,88,0
60-16-col-ww-3-1.tif,20,-90,5.3854556084
60-16-col-ww-3-1.tif,20,-88,0
60-16-col-ww-3-1.tif,20,-86,0
60-16-col-ww-3-1.tif,20,-84,0.2509287894
60-16-col-ww-3-1.tif,20,-82,1.8591094017
60-16-col-ww-3-1.tif,20,-80,0
60-16-col-ww-3-1.tif,20,-78,4.9569759369
60-16-col-ww-3-1.tif,20,-76,0.1026450694
60-16-col-ww-3-1.tif,20,-74,0
60-16-col-ww-3-1.tif,20,-72,0.9567347765
60-16-col-ww-3-1.tif,20,-70,0
60-16-col-ww-3-1.tif,20,-68,0
60-16-col-ww-3-1.tif,20,-66,3.4238317013
60-16-col-ww-3-1.tif,20,-64,3.7772657871
60-16-col-ww-3-1.tif,20,-62,0
60-16-col-ww-3-1.tif,20,-60,0.0626343638
60-16-col-ww-3-1.tif,20,-58,0
60-16-col-ww-3-1.tif,20,-56,4.5391931534
60-16-col-ww-3-1.tif,20,-54,0.0109018451
60-16-col-ww-3-1.tif,20,-52,0.5361937284
60-16-col-ww-3-1.tif,20,-50,0
60-16-col-ww-3-1.tif,20,-48,0
60-16-col-ww-3-1.tif,20,-46,4.0652141571
60-16-col-ww-3-1.tif,20,-44,0.1022164449
60-16-col-ww-3-1.tif,20,-42,1.971771121
60-16-col-ww-3-1.tif,20,-40,0
60-16-col-ww-3-1.tif,20,-38,0
60-16-col-ww-3-1.tif,20,-36,5.2946910858
60-16-col-ww-3-1.tif,20,-34,0.4196465015
60-16-col-ww-3-1.tif,20,-32,0
60-16-col-ww-3-1.tif,20,-30,0
60-16-col-ww-3-1.tif,20,-28,2.5077972412
60-16-col-ww-3-1.tif,20,-26,0
60-16-col-ww-3-1.tif,20,-24,3.1287829876
60-16-col-ww-3-1.tif,20,-22,0
60-16-col-ww-3-1.tif,20,-20,0.7922753096
60-16-col-ww-3-1.tif,20,-18,0.7649741173
60-16-col-ww-3-1.tif,20,-16,0.153967604
60-16-col-ww-3-1.tif,20,-14,0
60-16-col-ww-3-1.tif,20,-12,0
60-16-col-ww-3-1.tif,20,-10,0
60-16-col-ww-3-1.tif,20,-8,0
60-16-col-ww-3-1.tif,20,-6,0
60-16-col-ww-3-1.tif,20,-4,0
60-16-col-ww-3-1.tif,20,-2,0
60-16-col-ww-3-1.tif,20,1.27222193825778E-013,15.2590427399
60-16-col-ww-3-1.tif,20,2,0
60-16-col-ww-3-1.tif,20,4,0
60-16-col-ww-3-1.tif,20,6,0
60-16-col-ww-3-1.tif,20,8,0
60-16-col-ww-3-1.tif,20,10,0
60-16-col-ww-3-1.tif,20,12,0
60-16-col-ww-3-1.tif,20,14,0.153967604
60-16-col-ww-3-1.tif,20,16,0.7649741173
60-16-col-ww-3-1.tif,20,18,0.7922753096
60-16-col-ww-3-1.tif,20,20,0
60-16-col-ww-3-1.tif,20,22,3.1287829876
60-16-col-ww-3-1.tif,20,24,0
60-16-col-ww-3-1.tif,20,26,2.5077972412
60-16-col-ww-3-1.tif,20,28,0
60-16-col-ww-3-1.tif,20,30,0
60-16-col-ww-3-1.tif,20,32,0.4196465015
60-16-col-ww-3-1.tif,20,34,5.2946910858
60-16-col-ww-3-1.tif,20,36,0
60-16-col-ww-3-1.tif,20,38,0
60-16-col-ww-3-1.tif,20,40,1.971771121
60-16-col-ww-3-1.tif,20,42,0.1022164449
60-16-col-ww-3-1.tif,20,44,4.0652141571
60-16-col-ww-3-1.tif,20,46,0
60-16-col-ww-3-1.tif,20,48,0
60-16-col-ww-3-1.tif,20,50,0.5361937284
60-16-col-ww-3-1.tif,20,52,0.0109018451
60-16-col-ww-3-1.tif,20,54,4.5391931534
60-16-col-ww-3-1.tif,20,56,0
60-16-col-ww-3-1.tif,20,58,0.0626343638
60-16-col-ww-3-1.tif,20,60,0
60-16-col-ww-3-1.tif,20,62,3.7772657871
60-16-col-ww-3-1.tif,20,64,3.4238317013
60-16-col-ww-3-1.tif,20,66,0
60-16-col-ww-3-1.tif,20,68,0
60-16-col-ww-3-1.tif,20,70,0.9567347765
60-16-col-ww-3-1.tif,20,72,0
60-16-col-ww-3-1.tif,20,74,0.1026450694
60-16-col-ww-3-1.tif,20,76,4.9569759369
60-16-col-ww-3-1.tif,20,78,0
60-16-col-ww-3-1.tif,20,80,1.8591094017
60-16-col-ww-3-1.tif,20,82,0.2509287894
60-16-col-ww-3-1.tif,20,84,0
60-16-col-ww-3-1.tif,20,86,0
60-16-col-ww-3-1.tif,20,88,0
60-16-col-ww-3-1.tif,25,-90,0.077037394
60-16-col-ww-3-1.tif,25,-88,0
60-16-col-ww-3-1.tif,25,-86,0.6314716339
60-16-col-ww-3-1.tif,25,-84,2.5472974777
60-16-col-ww-3-1.tif,25,-82,3.5126149654
60-16-col-ww-3-1.tif,25,-80,0.0644571409
60-16-col-ww-3-1.tif,25,-78,0.7757773399
60-16-col-ww-3-1.tif,25,-76,0
60-16-col-ww-3-1.tif,25,-74,0
60-16-col-ww-3-1.tif,25,-72,3.8258442879
60-16-col-ww-3-1.tif,25,-70,0.4676277637
60-16-col-ww-3-1.tif,25,-68,0.0338864438
60-16-col-ww-3-1.tif,25,-66,2.0737440586
60-16-col-ww-3-1.tif,25,-64,3.9682855606
60-16-col-ww-3-1.tif,25,-62,0
60-16-col-ww-3-1.tif,25,-60,0.2349923551
60-16-col-ww-3-1.tif,25,-58,0
60-16-col-ww-3-1.tif,25,-56,5.5933589935
60-16-col-ww-3-1.tif,25,-54,0.1658376753
60-16-col-ww-3-1.tif,25,-52,1.1414533854
60-16-col-ww-3-1.tif,25,-50,0
60-16-col-ww-3-1.tif,25,-48,0
60-16-col-ww-3-1.tif,25,-46,0.0316831991
60-16-col-ww-3-1.tif,25,-44,1.0733636618
60-16-col-ww-3-1.tif,25,-42,3.2708294392
60-16-col-ww-3-1.tif,25,-40,2.5018222332
60-16-col-ww-3-1.tif,25,-38,0.1743052006
60-16-col-ww-3-1.tif,25,-36,0.0009057783
60-16-col-ww-3-1.tif,25,-34,0
60-16-col-ww-3-1.tif,25,-32,4.1190648079
60-16-col-ww-3-1.tif,25,-30,2.8643062115
60-16-col-ww-3-1.tif,25,-28,0.1181659847
60-16-col-ww-3-1.tif,25,-26,0.3392738104
60-16-col-ww-3-1.tif,25,-24,0
60-16-col-ww-3-1.tif,25,-22,0
60-16-col-ww-3-1.tif,25,-20,3.0324683189
60-16-col-ww-3-1.tif,25,-18,0
60-16-col-ww-3-1.tif,25,-16,4.5530714989
60-16-col-ww-3-1.tif,25,-14,0.1895035058
60-16-col-ww-3-1.tif,25,-12,2.1481823921
60-16-col-ww-3-1.tif,25,-10,0.4954988062
60-16-col-ww-3-1.tif,25,-8,0.0366255417
60-16-col-ww-3-1.tif,25,-6,0
60-16-col-ww-3-1.tif,25,-4,0
60-16-col-ww-3-1.tif,25,-2,0
60-16-col-ww-3-1.tif,25,1.27222193825778E-013,0.0095963543
60-16-col-ww-3-1.tif,25,2,0.2148965895
60-16-col-ww-3-1.tif,25,4,1.3359128237
60-16-col-ww-3-1.tif,25,6,0.0366255417
60-16-col-ww-3-1.tif,25,8,3.4346501827
60-16-col-ww-3-1.tif,25,10,2.1186509132
60-16-col-ww-3-1.tif,25,12,0
60-16-col-ww-3-1.tif,25,14,0.0074910312
60-16-col-ww-3-1.tif,25,16,0
60-16-col-ww-3-1.tif,25,18,5.8301959038
60-16-col-ww-3-1.tif,25,20,0
60-16-col-ww-3-1.tif,25,22,0
60-16-col-ww-3-1.tif,25,24,1.364813447
60-16-col-ww-3-1.tif,25,26,0.0039168792
60-16-col-ww-3-1.tif,25,28,0
60-16-col-ww-3-1.tif,25,30,1.599434495
60-16-col-ww-3-1.tif,25,32,0.0788339898
60-16-col-ww-3-1.tif,25,34,2.5893931389
60-16-col-ww-3-1.tif,25,36,0.1394885033
60-16-col-ww-3-1.tif,25,38,1.7465418577
60-16-col-ww-3-1.tif,25,40,0.5266420841
60-16-col-ww-3-1.tif,25,42,3.1357922554
60-16-col-ww-3-1.tif,25,44,0.7366071939
60-16-col-ww-3-1.tif,25,46,0
60-16-col-ww-3-1.tif,25,48,0
60-16-col-ww-3-1.tif,25,50,1.6369712353
60-16-col-ww-3-1.tif,25,52,3.5475637913
60-16-col-ww-3-1.tif,25,54,0
60-16-col-ww-3-1.tif,25,56,1.6601107121
60-16-col-ww-3-1.tif,25,58,0.0202100091
60-16-col-ww-3-1.tif,25,60,0.3790138066
60-16-col-ww-3-1.tif,25,62,0
60-16-col-ww-3-1.tif,25,64,0.8697729111
60-16-col-ww-3-1.tif,25,66,6.1057033539
60-16-col-ww-3-1.tif,25,68,0
60-16-col-ww-3-1.tif,25,70,0.0240044855
60-16-col-ww-3-1.tif,25,72,0.7157675028
60-16-col-ww-3-1.tif,25,74,2.3711059093
60-16-col-ww-3-1.tif,25,76,0
60-16-col-ww-3-1.tif,25,78,0.657369256
60-16-col-ww-3-1.tif,25,80,0
60-16-col-ww-3-1.tif,25,82,3.1774253845
60-16-col-ww-3-1.tif,25,84,0
60-16-col-ww-3-1.tif,25,86,2.9852929115
60-16-col-ww-3-1.tif,25,88,0.8774489164
60-17-col-wd-1-1.tif,0,-90,0.5311118364
60-17-col-wd-1-1.tif,0,-88,0.446336478
60-17-col-wd-1-1.tif,0,-86,0.4146749079
60-17-col-wd-1-1.tif,0,-84,0.3863833547
60-17-col-wd-1-1.tif,0,-82,0.3330664337
60-17-col-wd-1-1.tif,0,-80,0.597913146
60-17-col-wd-1-1.tif,0,-78,0.6840816736
60-17-col-wd-1-1.tif,0,-76,0.5579450727
60-17-col-wd-1-1.tif,0,-74,0.7647140622
60-17-col-wd-1-1.tif,0,-72,0.5357744098
60-17-col-wd-1-1.tif,0,-70,0.5353371501
60-17-col-wd-1-1.tif,0,-68,0.5001618266
60-17-col-wd-1-1.tif,0,-66,0.8097162247
60-17-col-wd-1-1.tif,0,-64,0.5640130639
60-17-col-wd-1-1.tif,0,-62,0.4422870278
60-17-col-wd-1-1.tif,0,-60,0.7442068458
60-17-col-wd-1-1.tif,0,-58,0.5546328425
60-17-col-wd-1-1.tif,0,-56,0.5639081001
60-17-col-wd-1-1.tif,0,-54,0.5473792553
60-17-col-wd-1-1.tif,0,-52,0.6712591648
60-17-col-wd-1-1.tif,0,-50,0.6296344995
60-17-col-wd-1-1.tif,0,-48,0.7380404472
60-17-col-wd-1-1.tif,0,-46,1.6972079277
60-17-col-wd-1-1.tif,0,-44,0.7057260275
60-17-col-wd-1-1.tif,0,-42,0.6691942811
60-17-col-wd-1-1.tif,0,-40,0.7319161296
60-17-col-wd-1-1.tif,0,-38,0.7232830524
60-17-col-wd-1-1.tif,0,-36,0.7621933818
60-17-col-wd-1-1.tif,0,-34,0.9175982475
60-17-col-wd-1-1.tif,0,-32,0.7201470137
60-17-col-wd-1-1.tif,0,-30,0.8241488338
60-17-col-wd-1-1.tif,0,-28,1.1153117418
60-17-col-wd-1-1.tif,0,-26,1.2827546597
60-17-col-wd-1-1.tif,0,-24,1.1465882063
60-17-col-wd-1-1.tif,0,-22,1.1423294544
60-17-col-wd-1-1.tif,0,-20,1.5071017742
60-17-col-wd-1-1.tif,0,-18,1.0408689976
60-17-col-wd-1-1.tif,0,-16,1.1413701773
60-17-col-wd-1-1.tif,0,-14,1.3150619268
60-17-col-wd-1-1.tif,0,-12,1.3086482286
60-17-col-wd-1-1.tif,0,-10,1.3004494905
60-17-col-wd-1-1.tif,0,-8,1.3309415579
60-17-col-wd-1-1.tif,0,-6,1.8326756954
60-17-col-wd-1-1.tif,0,-4,2.0551941395
60-17-col-wd-1-1.tif,0,-2,2.6642849445
60-17-col-wd-1-1.tif,0,1.27222193825778E-013,2.2358560562
60-17-col-wd-1-1.tif,0,2,2.0090970993
60-17-col-wd-1-1.tif,0,4,2.044444561
60-17-col-wd-1-1.tif,0,6,1.8007451296
60-17-col-wd-1-1.tif,0,8,2.0730991364
60-17-col-wd-1-1.tif,0,10,1.8955290318
60-17-col-wd-1-1.tif,0,12,2.0509278774
60-17-col-wd-1-1.tif,0,14,2.1916182041
60-17-col-wd-1-1.tif,0,16,2.6872520447
60-17-col-wd-1-1.tif,0,18,2.4608006477
60-17-col-wd-1-1.tif,0,20,2.0558924675
60-17-col-wd-1-1.tif,0,22,1.957526207
60-17-col-wd-1-1.tif,0,24,1.5361187458
60-17-col-wd-1-1.tif,0,26,2.0123152733
60-17-col-wd-1-1.tif,0,28,1.4632004499
60-17-col-wd-1-1.tif,0,30,1.5755156279
60-17-col-wd-1-1.tif,0,32,1.7481645346
60-17-col-wd-1-1.tif,0,34,1.9560661316
60-17-col-wd-1-1.tif,0,36,1.4119408131
60-17-col-wd-1-1.tif,0,38,1.0947297812
60-17-col-wd-1-1.tif,0,40,1.3238478899
60-17-col-wd-1-1.tif,0,42,1.508464694
60-17-col-wd-1-1.tif,0,44,1.7497913837
60-17-col-wd-1-1.tif,0,46,1.4837863445
60-17-col-wd-1-1.tif,0,48,1.2222452164
60-17-col-wd-1-1.tif,0,50,1.0656765699
60-17-col-wd-1-1.tif,0,52,1.0550826788
60-17-col-wd-1-1.tif,0,54,1.0747915506
60-17-col-wd-1-1.tif,0,56,1.3817538023
60-17-col-wd-1-1.tif,0,58,0.9742826223
60-17-col-wd-1-1.tif,0,60,0.7689409256
60-17-col-wd-1-1.tif,0,62,0.8490724564
60-17-col-wd-1-1.tif,0,64,0.7924734354
60-17-col-wd-1-1.tif,0,66,0.9947439432
60-17-col-wd-1-1.tif,0,68,0.7565681338
60-17-col-wd-1-1.tif,0,70,0.5069060326
60-17-col-wd-1-1.tif,0,72,0.5303066373
60-17-col-wd-1-1.tif,0,74,0.4830309749
60-17-col-wd-1-1.tif,0,76,0.4168277085
60-17-col-wd-1-1.tif,0,78,0.3615087271
60-17-col-wd-1-1.tif,0,80,0.4640607238
60-17-col-wd-1-1.tif,0,82,0.2696693838
60-17-col-wd-1-1.tif,0,84,0.3188380301
60-17-col-wd-1-1.tif,0,86,0.4403416514
60-17-col-wd-1-1.tif,0,88,0.4585748315
60-17-col-wd-1-1.tif,5,-90,0.8720164895
60-17-col-wd-1-1.tif,5,-88,0.7512325644
60-17-col-wd-1-1.tif,5,-86,0.8301591277
60-17-col-wd-1-1.tif,5,-84,0.8686583638
60-17-col-wd-1-1.tif,5,-82,0.9797244668
60-17-col-wd-1-1.tif,5,-80,0.9754426479
60-17-col-wd-1-1.tif,5,-78,1.0303672552
60-17-col-wd-1-1.tif,5,-76,0.9198578596
60-17-col-wd-1-1.tif,5,-74,0.8165596724
60-17-col-wd-1-1.tif,5,-72,1.1422387362
60-17-col-wd-1-1.tif,5,-70,0.7849795222
60-17-col-wd-1-1.tif,5,-68,1.1683254242
60-17-col-wd-1-1.tif,5,-66,1.1365189552
60-17-col-wd-1-1.tif,5,-64,0.8364099264
60-17-col-wd-1-1.tif,5,-62,0.8990119696
60-17-col-wd-1-1.tif,5,-60,1.4239354134
60-17-col-wd-1-1.tif,5,-58,1.3909951448
60-17-col-wd-1-1.tif,5,-56,1.1647751331
60-17-col-wd-1-1.tif,5,-54,1.2318181992
60-17-col-wd-1-1.tif,5,-52,1.2044357061
60-17-col-wd-1-1.tif,5,-50,1.2719721794
60-17-col-wd-1-1.tif,5,-48,1.4199181795
60-17-col-wd-1-1.tif,5,-46,1.8889821768
60-17-col-wd-1-1.tif,5,-44,1.9343053102
60-17-col-wd-1-1.tif,5,-42,1.7462573051
60-17-col-wd-1-1.tif,5,-40,1.3399277925
60-17-col-wd-1-1.tif,5,-38,1.2210166454
60-17-col-wd-1-1.tif,5,-36,1.0866000652
60-17-col-wd-1-1.tif,5,-34,1.1908742189
60-17-col-wd-1-1.tif,5,-32,1.2445062399
60-17-col-wd-1-1.tif,5,-30,0.968333602
60-17-col-wd-1-1.tif,5,-28,0.701890111
60-17-col-wd-1-1.tif,5,-26,0.9884129167
60-17-col-wd-1-1.tif,5,-24,0.9954944849
60-17-col-wd-1-1.tif,5,-22,1.0391178131
60-17-col-wd-1-1.tif,5,-20,1.2489027977
60-17-col-wd-1-1.tif,5,-18,1.5627211332
60-17-col-wd-1-1.tif,5,-16,1.2358796597
60-17-col-wd-1-1.tif,5,-14,1.3666677475
60-17-col-wd-1-1.tif,5,-12,1.1806035042
60-17-col-wd-1-1.tif,5,-10,0.8668543696
60-17-col-wd-1-1.tif,5,-8,1.1469962597
60-17-col-wd-1-1.tif,5,-6,1.1644682884
60-17-col-wd-1-1.tif,5,-4,1.4114812613
60-17-col-wd-1-1.tif,5,-2,1.305696249
60-17-col-wd-1-1.tif,5,1.27222193825778E-013,1.3822345734
60-17-col-wd-1-1.tif,5,2,1.4795160294
60-17-col-wd-1-1.tif,5,4,1.039652586
60-17-col-wd-1-1.tif,5,6,0.9124020934
60-17-col-wd-1-1.tif,5,8,1.1480295658
60-17-col-wd-1-1.tif,5,10,1.0166225433
60-17-col-wd-1-1.tif,5,12,0.7598566413
60-17-col-wd-1-1.tif,5,14,1.0674409866
60-17-col-wd-1-1.tif,5,16,0.9252288342
60-17-col-wd-1-1.tif,5,18,0.6872135997
60-17-col-wd-1-1.tif,5,20,0.5873198509
60-17-col-wd-1-1.tif,5,22,0.8236467838
60-17-col-wd-1-1.tif,5,24,0.9456430674
60-17-col-wd-1-1.tif,5,26,0.923692584
60-17-col-wd-1-1.tif,5,28,1.0606482029
60-17-col-wd-1-1.tif,5,30,1.0987181664
60-17-col-wd-1-1.tif,5,32,1.0014603138
60-17-col-wd-1-1.tif,5,34,0.5676908493
60-17-col-wd-1-1.tif,5,36,0.5233811736
60-17-col-wd-1-1.tif,5,38,0.6138895154
60-17-col-wd-1-1.tif,5,40,0.6879696846
60-17-col-wd-1-1.tif,5,42,0.8398211598
60-17-col-wd-1-1.tif,5,44,0.9063932896
60-17-col-wd-1-1.tif,5,46,0.8484529257
60-17-col-wd-1-1.tif,5,48,1.0637372732
60-17-col-wd-1-1.tif,5,50,0.9745957255
60-17-col-wd-1-1.tif,5,52,0.9652510285
60-17-col-wd-1-1.tif,5,54,0.8287470937
60-17-col-wd-1-1.tif,5,56,1.152081728
60-17-col-wd-1-1.tif,5,58,1.4008020163
60-17-col-wd-1-1.tif,5,60,1.6398788691
60-17-col-wd-1-1.tif,5,62,1.648059845
60-17-col-wd-1-1.tif,5,64,1.3878514767
60-17-col-wd-1-1.tif,5,66,1.6632986069
60-17-col-wd-1-1.tif,5,68,1.5805234909
60-17-col-wd-1-1.tif,5,70,1.5684899092
60-17-col-wd-1-1.tif,5,72,1.0033966303
60-17-col-wd-1-1.tif,5,74,1.2260583639
60-17-col-wd-1-1.tif,5,76,1.5285243988
60-17-col-wd-1-1.tif,5,78,1.2266734838
60-17-col-wd-1-1.tif,5,80,0.9890671968
60-17-col-wd-1-1.tif,5,82,1.3791246414
60-17-col-wd-1-1.tif,5,84,0.9824451208
60-17-col-wd-1-1.tif,5,86,1.1283825636
60-17-col-wd-1-1.tif,5,88,0.8607428074
60-17-col-wd-1-1.tif,10,-90,0.2684774399
60-17-col-wd-1-1.tif,10,-88,0.0088587515
60-17-col-wd-1-1.tif,10,-86,0
60-17-col-wd-1-1.tif,10,-84,0.1971768141
60-17-col-wd-1-1.tif,10,-82,0.2218531072
60-17-col-wd-1-1.tif,10,-80,0
60-17-col-wd-1-1.tif,10,-78,0.3585539758
60-17-col-wd-1-1.tif,10,-76,0.1586690247
60-17-col-wd-1-1.tif,10,-74,0.195891425
60-17-col-wd-1-1.tif,10,-72,0.0786321536
60-17-col-wd-1-1.tif,10,-70,0.2431184798
60-17-col-wd-1-1.tif,10,-68,0.5348809958
60-17-col-wd-1-1.tif,10,-66,0.0625248104
60-17-col-wd-1-1.tif,10,-64,0.1301147789
60-17-col-wd-1-1.tif,10,-62,0.7602267265
60-17-col-wd-1-1.tif,10,-60,0.3752909601
60-17-col-wd-1-1.tif,10,-58,0.4111656547
60-17-col-wd-1-1.tif,10,-56,0.0839125812
60-17-col-wd-1-1.tif,10,-54,0.4523961544
60-17-col-wd-1-1.tif,10,-52,0.6900858283
60-17-col-wd-1-1.tif,10,-50,0.3273751438
60-17-col-wd-1-1.tif,10,-48,0.5096055269
60-17-col-wd-1-1.tif,10,-46,0.2352405488
60-17-col-wd-1-1.tif,10,-44,0.6272206903
60-17-col-wd-1-1.tif,10,-42,1.7352671623
60-17-col-wd-1-1.tif,10,-40,1.334066987
60-17-col-wd-1-1.tif,10,-38,1.5840783119
60-17-col-wd-1-1.tif,10,-36,0.9607332349
60-17-col-wd-1-1.tif,10,-34,1.6277335882
60-17-col-wd-1-1.tif,10,-32,2.0197753906
60-17-col-wd-1-1.tif,10,-30,2.5666482449
60-17-col-wd-1-1.tif,10,-28,2.7739937305
60-17-col-wd-1-1.tif,10,-26,1.6311320066
60-17-col-wd-1-1.tif,10,-24,4.2934169769
60-17-col-wd-1-1.tif,10,-22,3.7601332664
60-17-col-wd-1-1.tif,10,-20,3.8662571907
60-17-col-wd-1-1.tif,10,-18,5.8403506279
60-17-col-wd-1-1.tif,10,-16,6.88545084
60-17-col-wd-1-1.tif,10,-14,4.9424881935
60-17-col-wd-1-1.tif,10,-12,2.9642677307
60-17-col-wd-1-1.tif,10,-10,3.7047221661
60-17-col-wd-1-1.tif,10,-8,5.093914032
60-17-col-wd-1-1.tif,10,-6,2.7543628216
60-17-col-wd-1-1.tif,10,-4,3.0213472843
60-17-col-wd-1-1.tif,10,-2,3.6420259476
60-17-col-wd-1-1.tif,10,1.27222193825778E-013,3.592348814
60-17-col-wd-1-1.tif,10,2,2.4489555359
60-17-col-wd-1-1.tif,10,4,2.0303356647
60-17-col-wd-1-1.tif,10,6,1.8978567123
60-17-col-wd-1-1.tif,10,8,2.3519263268
60-17-col-wd-1-1.tif,10,10,0.9460626841
60-17-col-wd-1-1.tif,10,12,1.1266226768
60-17-col-wd-1-1.tif,10,14,1.2413127422
