image,time_in_serie,rep_id,intensity,intensity_ratio,environment,feret,rep_x,rep_y
AtZAT12-4H-R1-SR10-FLTLUC-C.tif,4,0f5076b5-feb9-46aa-83ca-2f9a6be53523,165.4423,1.5413228,-1.0,55.569775,486,774
AtZAT12-4H-R1-SR10-FLTLUC-C.tif,4,9946c692-b0ab-411b-b719-10af39752133,175.65958,1.4516715,-1.0,53.15073,450,816
AtZAT12-4H-R1-SR10-FLTLUC-C.tif,4,e98d5f01-c355-4dbf-927d-6b3f329b90d7,187.02,1.3056357,-1.0,56.938564,877,998
AtZAT12-4H-R1-SR10-FLTLUC-C.tif,4,f5ac4fe3-a749-4b72-b8dc-29569743e80d,142.5,1.557115,-1.0,39.962482,875,1035
AtZAT12-4H-R1-SR10-FLTLUC-C.tif,4,c827e26d-a37e-46fd-a23c-39e77db41270,207.0,1.231884,-1.0,32.572994,781,1059
AtZAT12-4H-R1-SR10-FLTLUC-C.tif,4,367aeaa3-f4a9-4b81-8e9c-b3ee5f9b4581,147.26666,1.5749208,-1.0,62.361847,836,1103
AtZAT12-4H-R1-SR10-FLTLUC-C.tif,4,3bb95532-cb5a-43ae-88a5-432d20987e87,172.02942,1.4210975,-1.0,33.24154,869,1094
AtZAT12-4H-R1-SR10-FLTLUC-C.tif,4,5bd57804-7098-4da2-97b5-b7fe41c03153,209.52,1.1905308,-1.0,25.942244,795,1092
AtZAT12-4H-R1-SR10-FLTLUC-C.tif,4,e1411274-edff-4a83-86dd-f6dbc078d499,184.57143,1.3173374,-1.0,34.058773,782,1113
AtZAT12-4H-R1-SR10-FLTLUC-C.tif,4,c5b1fa29-9fc8-4dfb-b4d6-e06b828597ee,139.10715,1.7979461,-1.0,32.01562,1025,1119
AtZAT12-4H-R1-SR10-FLTLUC-C.tif,4,c764838f-9d30-4018-9cbc-88f44e10af4a,205.20512,1.2389104,-1.0,38.910152,723,1127
AtZAT12-4H-R1-SR10-FLTLUC-C.tif,4,73ef7217-60d4-4f5b-acb2-e5fdbad1d3f9,192.52083,1.2488909,-1.0,50.0,860,1162
AtZAT12-4H-R1-SR10-FLTLUC-C.tif,4,a1334c9c-9a87-42cd-9dea-8038eecaf472,211.53192,1.1741098,-1.0,50.159744,1061,1164
AtZAT12-4H-R1-SR10-FLTLUC-C.tif,4,15a22738-3e4c-41a3-843f-11223646659b,218.14285,1.1512771,-1.0,27.073973,859,1205
AtZAT12-4H-R1-SR10-FLTLUC-C.tif,4,ae4fabe5-d374-4208-9522-68c7911a1ac6,203.6,1.2396855,-1.0,29.12044,732,1217
AtZAT12-4H-R1-SR10-FLTLUC-C.tif,4,7f9b3bb0-348c-4b0c-ad52-e60af9f6bf65,196.92592,1.2587926,-1.0,31.241,683,1229
AtZAT12-4H-R1-SR10-FLTLUC-C.tif,4,a2124644-0809-4efc-98a9-bbd161e9b3c1,219.09804,1.1528549,-1.0,49.335587,1166,1247
AtZAT12-4H-R1-SR10-FLTLUC-C.tif,4,ec39518c-4574-4a0c-b57c-5296c0f77add,140.0,1.7873627,-1.0,25.317978,838,1242
AtZAT12-4H-R1-SR10-FLTLUC-C.tif,4,d7cc5681-88e1-453c-a08c-d38de9485bea,165.55556,1.5071589,-1.0,31.400637,752,1260
AtZAT12-4H-R1-SR10-FLTLUC-C.tif,4,d54e6525-5518-402e-bf7d-dc487d23f8b0,196.4,1.285981,-1.0,30.016663,1033,1269
AtZAT12-4H-R1-SR10-FLTLUC-C.tif,4,4765d735-f12c-4cbf-be9a-c78586baccc4,171.96153,1.4665624,-1.0,26.305893,1013,1280
AtZAT12-4H-R1-SR10-FLTLUC-C.tif,4,af23a7ee-88cb-4ab1-890a-5321584c034d,199.33333,1.2284998,-1.0,43.011627,836,1294
AtZAT12-4H-R1-SR10-FLTLUC-C.tif,4,77891ac9-8c02-4419-a8d8-7954e22528c1,220.41379,1.119055,-1.0,32.55764,897,1295
AtZAT12-4H-R1-SR10-FLTLUC-C.tif,4,0c1bde9d-7185-4106-a552-edc22402b489,190.41379,1.3027889,-1.0,28.86174,954,1298
AtZAT12-4H-R1-SR10-FLTLUC-C.tif,4,d8830e45-dd59-47ee-98f9-40ed39fc180e,134.03334,1.726436,-1.0,31.38471,1121,1299
AtZAT12-4H-R1-SR10-FLTLUC-C.tif,4,63e3e70c-3e8a-4eee-96e6-46c600304307,146.975,1.6387141,-1.0,78.10249,862,1341
AtZAT12-4H-R1-SR10-FLTLUC-C.tif,4,d9080edd-eb34-4661-9148-fbeb51340736,157.02325,1.6239632,-1.0,47.63402,1052,1320
AtZAT12-4H-R1-SR10-FLTLUC-C.tif,4,4d42d633-654e-4207-98ce-f69256512845,231.26923,1.1004491,-1.0,28.178005,1033,1363
AtZAT12-4H-R1-SR10-FLTLUC-C.tif,4,642e077c-cc97-44f3-ab3b-77bf977a63d2,231.57576,1.0819157,-1.0,33.83785,1145,1375
AtZAT12-4H-R1-SR10-FLTLUC-C.tif,4,8a8c473f-3b08-4685-88d7-b2f783ec8ef1,199.25,1.2088387,-1.0,36.40055,876,1377
AtZAT12-4H-R1-SR10-FLTLUC-C.tif,4,68602a3a-3ed1-4ff4-a491-f5ca6812b974,197.45161,1.2662964,-1.0,31.622776,1080,1383
AtZAT12-4H-R1-SR10-FLTLUC-C.tif,4,13ab61a9-2a08-41a0-9fda-81f17c3669ef,195.14635,1.2993375,-1.0,41.4367,1174,1456
AtZAT12-4H-R1-SR10-FLTLUC-C.tif,4,fbff7daf-5d43-4103-9333-b179fd54f732,177.625,1.3572601,-1.0,25.0,943,1514
AtZAT12-4H-R1-SR10-FLTLUC-C.tif,4,18c216e2-1010-4b5d-a631-d566441bc4ab,188.25641,1.3046854,-1.0,43.382023,912,1912
AtZAT12-4H-R1-SR10-FLTLUC-C.tif,4,d2cf2213-3b07-4881-bcd5-60fcb59f5d33,180.8923,1.4096786,-1.0,65.76473,887,2012
AtZAT12-4H-R1-SR10-FLTLUC-C.tif,4,158ceff4-d356-47ce-bdfe-18ba62badb1d,157.125,1.6040838,-1.0,24.738634,886,2080
