"","X","image","time_in_serie","segment_id","length","direction","start_x","start_y","end_x","end_y","environment","reporter_id","intensity","intensity_ratio","diameter","rep_x","rep_y","time","group","length_rel","startx","starty","endy","endx"
"785",785,"60-20-col-wd-2.tif",6,"7ad8d3c5-ef3e-4388-98a1-d81b99fea5c4",86.72946,20.94,1153,257,1184,338,44.96,-1,-1,-1,-1,-1,-1,20,2,0.29,1153,2040,1959,1184
"786",786,"60-20-col-wd-2.tif",6,"a41cc23e-b177-4eb9-9c68-68d3efb1a381",78.23043,4.4,959,292,965,370,38.08,-1,-1,-1,-1,-1,-1,20,2,0.26,959,2005,1927,965
"787",787,"60-20-col-wd-2.tif",6,"7e45a393-5cf2-4e5a-8b3c-493ae85cafdf",45.35416,14.04,879,295,890,339,41.14,-1,-1,-1,-1,-1,-1,20,2,0.15,879,2002,1958,890
"788",788,"60-20-col-wd-2.tif",6,"5691fa4a-6343-49af-be6f-53df616ec091",77.801025,37.16,1047,318,1094,380,44.9,-1,-1,-1,-1,-1,-1,20,2,0.26,1047,1979,1917,1094
"789",789,"60-20-col-wd-2.tif",6,"7667dbab-b27c-400c-aa34-06b78522462e",89.560036,6.41,686,322,696,411,35.59,-1,-1,-1,-1,-1,-1,20,2,0.3,686,1975,1886,696
"790",790,"60-20-col-wd-2.tif",6,"2ac2c994-749f-4c4f-a69b-f5eb4773a8a7",54.120235,27.51,984,337,1009,385,36.36,-1,-1,-1,-1,-1,-1,20,2,0.18,984,1960,1912,1009
"791",791,"60-20-col-wd-2.tif",6,"9dab0dac-d354-4d11-8a3f-4fa6d81ed24f",23.086792,4.97,1177,340,1179,363,45.84,-1,-1,-1,-1,-1,-1,20,2,0.08,1177,1957,1934,1179
"792",792,"60-20-col-wd-2.tif",6,"2d8ddc7e-f2ed-415c-aba5-270369f8902f",65.863495,30.07,962,370,929,427,46.31,-1,-1,-1,-1,-1,-1,20,2,0.22,962,1927,1870,929
"793",793,"60-20-col-wd-2.tif",6,"3e726720-34e0-476a-85b6-2a8e7912f864",42.72002,57.43,967,376,1003,399,40.18,-1,-1,-1,-1,-1,-1,20,2,0.14,967,1921,1898,1003
"794",794,"60-20-col-wd-2.tif",6,"9f3bd545-2f84-42bd-9100-d6c23dbacb7e",43.32436,18.85,914,378,928,419,46.63,-1,-1,-1,-1,-1,-1,20,2,0.15,914,1919,1878,928
"795",795,"60-20-col-wd-2.tif",6,"b80f99d0-1da4-4530-a180-f86089a07ba4",82.607506,6.95,966,378,976,460,51.11,-1,-1,-1,-1,-1,-1,20,2,0.28,966,1919,1837,976
"796",796,"60-20-col-wd-2.tif",6,"d6479d62-1147-4dd1-8ba9-6c6504126dc5",55.86591,45.73,1093,390,1133,429,42.22,-1,-1,-1,-1,-1,-1,20,2,0.19,1093,1907,1868,1133
"797",797,"60-20-col-wd-2.tif",6,"6b4893d2-e200-46b3-8b2e-dd03343b9b9a",33.105892,64.98,1026,406,1056,420,38.12,-1,-1,-1,-1,-1,-1,20,2,0.11,1026,1891,1877,1056
"798",798,"60-20-col-wd-2.tif",6,"01975358-dd78-4407-9fbc-b1643a4faa88",37.215588,6.17,1166,408,1170,445,45.91,-1,-1,-1,-1,-1,-1,20,2,0.13,1166,1889,1852,1170
"799",799,"60-20-col-wd-2.tif",6,"76bbf830-b011-4956-9d67-e00da4eed470",27.730848,64.36,965,416,940,428,46.08,-1,-1,-1,-1,-1,-1,20,2,0.09,965,1881,1869,940
"800",800,"60-20-col-wd-2.tif",6,"4ef22b78-9836-4a85-b01d-e935961fce5f",47.38143,45.86,940,429,974,462,50.72,-1,-1,-1,-1,-1,-1,20,2,0.16,940,1868,1835,974
"801",801,"60-20-col-wd-2.tif",6,"ba513c65-60c7-4138-b3b6-1694a485df56",66.037865,57.99,1086,445,1142,480,41.44,-1,-1,-1,-1,-1,-1,20,2,0.22,1086,1852,1817,1142
"802",802,"60-20-col-wd-2.tif",6,"725346fc-6937-4b9d-95e4-d3b92b4a8891",90.70832,14.04,686,458,664,546,42.53,-1,-1,-1,-1,-1,-1,20,2,0.3,686,1839,1751,664
"803",803,"60-20-col-wd-2.tif",6,"118c9d96-41f0-42bc-994b-910d5c1cda4f",117,22.62,975,461,1020,569,43.82,-1,-1,-1,-1,-1,-1,20,2,0.39,975,1836,1728,1020
"804",804,"60-20-col-wd-2.tif",6,"65093e72-f101-4fac-af54-b72510204e42",121.5648,15.75,992,471,959,588,46.83,-1,-1,-1,-1,-1,-1,20,2,0.41,992,1826,1709,959
"805",805,"60-20-col-wd-2.tif",6,"f92c0885-da9a-477a-8ac2-8a1c0f22d69b",78.854294,12.45,1171,488,1188,565,55.74,-1,-1,-1,-1,-1,-1,20,2,0.26,1171,1809,1732,1188
"806",806,"60-20-col-wd-2.tif",6,"e8dd477c-4221-4d39-bbb4-899f161b0316",48.76474,15.46,995,526,1008,573,42.04,-1,-1,-1,-1,-1,-1,20,2,0.16,995,1771,1724,1008
"807",807,"60-20-col-wd-2.tif",6,"15adcf38-0204-40c2-8db8-f4385e5262d5",81.3019,58.07,917,542,848,585,38.17,-1,-1,-1,-1,-1,-1,20,2,0.27,917,1755,1712,848
"808",808,"60-20-col-wd-2.tif",6,"67acb9ef-bc76-4a76-a015-56869d361f6b",82.96987,15.38,664,550,642,630,51.42,-1,-1,-1,-1,-1,-1,20,2,0.28,664,1747,1667,642
"809",809,"60-20-col-wd-2.tif",6,"fefb1fc0-9838-42c9-995d-d11a12fc1d48",186.19614,42.17,807,553,682,691,44.83,-1,-1,-1,-1,-1,-1,20,2,0.63,807,1744,1606,682
"810",810,"60-20-col-wd-2.tif",6,"9cc83ec0-c000-4ba5-b613-a8b53d11b009",104.67569,18.95,908,564,874,663,45.71,-1,-1,-1,-1,-1,-1,20,2,0.35,908,1733,1634,874
"811",811,"60-20-col-wd-2.tif",6,"23f3e2de-d2d2-4d16-8616-baf58453e838",37.161808,23.81,1005,576,990,610,48.33,-1,-1,-1,-1,-1,-1,20,2,0.12,1005,1721,1687,990
"812",812,"60-20-col-wd-2.tif",6,"1db1467c-500a-45ca-b546-5e52f6a9c89c",33.105892,25.02,1201,583,1215,613,51.66,-1,-1,-1,-1,-1,-1,20,2,0.11,1201,1714,1684,1215
"813",813,"60-20-col-wd-2.tif",6,"80727bc3-edf9-4385-a277-3a408b851011",67.052216,17.35,954,606,934,670,50.18,-1,-1,-1,-1,-1,-1,20,2,0.23,954,1691,1627,934
"814",814,"60-20-col-wd-2.tif",6,"5c1293a7-9f56-4061-bfe8-5cea754a7b60",43.462627,23.03,990,611,973,651,45.32,-1,-1,-1,-1,-1,-1,20,2,0.15,990,1686,1646,973
"815",815,"60-20-col-wd-2.tif",6,"2b65fc06-366b-4690-9e0a-0fa3b29ca22f",95.33625,4.81,1214,616,1222,711,53.69,-1,-1,-1,-1,-1,-1,20,2,0.32,1214,1681,1586,1222
"816",816,"60-20-col-wd-2.tif",6,"6103ef0e-5f19-4d3c-b01d-d52685ff434f",38.470768,27.9,1126,639,1144,673,38.65,-1,-1,-1,-1,-1,-1,20,2,0.13,1126,1658,1624,1144
"817",817,"60-20-col-wd-2.tif",6,"bda9da3e-682c-483c-be08-b6fa400d0c73",28.79236,69.68,730,643,757,653,44.52,-1,-1,-1,-1,-1,-1,20,2,0.1,730,1654,1644,757
"818",818,"60-20-col-wd-2.tif",6,"27dbbbeb-8b29-4968-b07f-4b3400b87c08",67.20863,46.81,642,648,593,694,44.44,-1,-1,-1,-1,-1,-1,20,2,0.23,642,1649,1603,593
"819",819,"60-20-col-wd-2.tif",6,"6b15ba1d-4c83-477c-8779-2a9863e6d926",45.65085,28.81,972,654,950,694,47.44,-1,-1,-1,-1,-1,-1,20,2,0.15,972,1643,1603,950
"820",820,"60-20-col-wd-2.tif",6,"b617facd-956c-4c4f-a860-72e053476622",213.88782,61.52,996,664,1184,766,53.13,-1,-1,-1,-1,-1,-1,20,2,0.72,996,1633,1531,1184
"821",821,"60-20-col-wd-2.tif",6,"1728055e-bbe2-4512-b18d-7064fca845d5",96.02083,35.68,1279,664,1335,742,57.46,-1,-1,-1,-1,-1,-1,20,2,0.32,1279,1633,1555,1335
"822",822,"60-20-col-wd-2.tif",6,"60d17d57-798e-4331-947b-fe3acf4bac96",37.536648,48.24,729,665,701,690,45.41,-1,-1,-1,-1,-1,-1,20,2,0.13,729,1632,1607,701
"823",823,"60-20-col-wd-2.tif",6,"b5e53a29-3a8a-4aee-9d71-0a69bc2dca3f",58,46.4,1163,687,1205,727,48.86,-1,-1,-1,-1,-1,-1,20,2,0.19,1163,1610,1570,1205
"824",824,"60-20-col-wd-2.tif",6,"bf348fe1-58f2-4191-96ea-41b647d8f0cd",46.872166,11.07,932,688,923,734,46.89,-1,-1,-1,-1,-1,-1,20,2,0.16,932,1609,1563,923
"825",825,"60-20-col-wd-2.tif",6,"bc424627-3fb0-4b1c-ad2f-733b966e4aaf",45.343136,41.42,682,710,652,744,47.24,-1,-1,-1,-1,-1,-1,20,2,0.15,682,1587,1553,652
"826",826,"60-20-col-wd-2.tif",6,"8398a8aa-39fc-4b5f-b893-f6d2af9bb590",49.0408,50.79,1275,718,1313,749,56.21,-1,-1,-1,-1,-1,-1,20,2,0.16,1275,1579,1548,1313
"827",827,"60-20-col-wd-2.tif",6,"ca25f8d5-bab8-4738-9e88-addfb5d35c89",30.463093,23.2,1000,734,1012,762,48.94,-1,-1,-1,-1,-1,-1,20,2,0.1,1000,1563,1535,1012
"828",828,"60-20-col-wd-2.tif",6,"bef55c5b-fda8-4abb-a887-0e9a572d1594",81.394104,42.51,881,743,826,803,50.05,-1,-1,-1,-1,-1,-1,20,2,0.27,881,1554,1494,826
"829",829,"60-20-col-wd-2.tif",6,"82275624-6992-4272-90bf-539b8c6af84d",55.7853,14.53,619,745,605,799,42.6,-1,-1,-1,-1,-1,-1,20,2,0.19,619,1552,1498,605
"830",830,"60-20-col-wd-2.tif",6,"4aae22a6-8e22-42e1-8854-476cee0e5152",106.15083,47.29,1314,745,1392,817,55.31,-1,-1,-1,-1,-1,-1,20,2,0.36,1314,1552,1480,1392
"831",831,"60-20-col-wd-2.tif",6,"4231e65f-b13f-405d-9708-b9c8ca3de1c0",46.238514,21.57,1214,790,1231,833,54.37,-1,-1,-1,-1,-1,-1,20,2,0.16,1214,1507,1464,1231
"832",832,"60-20-col-wd-2.tif",6,"fcfc8182-4a8d-4c64-b2ef-f142abc763d3",28.653097,29.25,1020,792,1034,817,52.65,-1,-1,-1,-1,-1,-1,20,2,0.1,1020,1505,1480,1034
"833",833,"60-20-col-wd-2.tif",6,"77614d0e-823b-4594-9d1d-04c7a5fa1997",54.20332,60.12,1019,793,972,820,53.34,-1,-1,-1,-1,-1,-1,20,2,0.18,1019,1504,1477,972
"834",834,"60-20-col-wd-2.tif",6,"cb34865b-ac01-4c7c-8ce8-4bbe17abda27",63.953106,9.9,603,800,614,863,46.35,-1,-1,-1,-1,-1,-1,20,2,0.21,603,1497,1434,614
"835",835,"60-20-col-wd-2.tif",6,"6c8c2b91-4431-4f6e-9812-64fa9a1d2bca",68.06615,10.15,1147,809,1159,876,48.7,-1,-1,-1,-1,-1,-1,20,2,0.23,1147,1488,1421,1159
"836",836,"60-20-col-wd-2.tif",6,"3efbe44e-6d94-4f0d-80d9-c4575fe7af2b",27.89265,14.53,1034,820,1041,847,52.74,-1,-1,-1,-1,-1,-1,20,2,0.09,1034,1477,1450,1041
"837",837,"60-20-col-wd-2.tif",6,"8041dd88-1234-4da5-8531-95cae5a9a6b6",94.02127,60.71,951,834,869,880,56.89,-1,-1,-1,-1,-1,-1,20,2,0.32,951,1463,1417,869
"838",838,"60-20-col-wd-2.tif",6,"dc3f7a6b-ac22-46fd-9637-0a5e7ac737b1",40.804413,36.03,1228,834,1252,867,60.08,-1,-1,-1,-1,-1,-1,20,2,0.14,1228,1463,1430,1252
"839",839,"60-20-col-wd-2.tif",6,"5313ba0f-6d8c-4b8a-af85-dc87f16d5cb9",68.54196,23.2,557,838,530,901,49.54,-1,-1,-1,-1,-1,-1,20,2,0.23,557,1459,1396,530
"840",840,"60-20-col-wd-2.tif",6,"33b9fb24-3c21-497a-9f15-7f9a4a08445e",95.2103,17.1,1250,870,1278,961,57.7,-1,-1,-1,-1,-1,-1,20,2,0.32,1250,1427,1336,1278
"841",841,"60-20-col-wd-2.tif",6,"be3f8878-eca1-4e91-91fb-19c92c82e847",31.320919,16.7,1163,877,1154,907,55.7,-1,-1,-1,-1,-1,-1,20,2,0.11,1163,1420,1390,1154
"842",842,"60-20-col-wd-2.tif",6,"2acbf607-2f92-4ddf-b508-f8aaed8002cb",116.48176,15.95,1119,883,1151,995,55.63,-1,-1,-1,-1,-1,-1,20,2,0.39,1119,1414,1302,1151
"843",843,"60-20-col-wd-2.tif",6,"1f473277-451e-4db5-9040-6fcc39f25b88",62.369865,48.9,1177,890,1224,931,60.23,-1,-1,-1,-1,-1,-1,20,2,0.21,1177,1407,1366,1224
"844",844,"60-20-col-wd-2.tif",6,"ff08d258-92bb-40ab-8f94-8441d2942418",30.528675,31.61,1005,891,1021,917,50.96,-1,-1,-1,-1,-1,-1,20,2,0.1,1005,1406,1380,1021
"845",845,"60-20-col-wd-2.tif",6,"4fac80aa-b302-4466-9bf3-e54be0b00919",109.48059,16.45,844,899,813,1004,44.22,-1,-1,-1,-1,-1,-1,20,2,0.37,844,1398,1293,813
"846",846,"60-20-col-wd-2.tif",6,"ea58dd92-2ede-4642-83be-e28f203691f0",87.555695,13.88,1027,907,1006,992,52.61,-1,-1,-1,-1,-1,-1,20,2,0.29,1027,1390,1305,1006
"847",847,"60-20-col-wd-2.tif",6,"850dae7c-b930-45d9-894d-b8d0ef9eae79",68.44706,25.07,598,912,569,974,51.35,-1,-1,-1,-1,-1,-1,20,2,0.23,598,1385,1323,569
"848",848,"60-20-col-wd-2.tif",6,"9ffc0acc-e4d4-43ba-a5ec-91937dd8b99f",66.309875,66.91,1001,912,940,938,55.27,-1,-1,-1,-1,-1,-1,20,2,0.22,1001,1385,1359,940
"849",849,"60-20-col-wd-2.tif",6,"d7088e0e-b8bf-4235-9d01-cd08d4c99928",34.88553,62.7,1223,932,1254,948,54.88,-1,-1,-1,-1,-1,-1,20,2,0.12,1223,1365,1349,1254
"850",850,"60-20-col-wd-2.tif",6,"5a9a4aee-cde8-4a72-8ee0-d916032c928c",25.079872,23.5,1223,934,1233,957,55.86,-1,-1,-1,-1,-1,-1,20,2,0.08,1223,1363,1340,1233
"851",851,"60-20-col-wd-2.tif",6,"b87f6206-c609-468c-b123-fc5e164a9181",82.764725,28.11,1086,946,1125,1019,51.56,-1,-1,-1,-1,-1,-1,20,2,0.28,1086,1351,1278,1125
"852",852,"60-20-col-wd-2.tif",6,"1d5608e2-7800-4063-8225-74d0d74ee5f0",32.55764,47.49,920,958,896,980,56.51,-1,-1,-1,-1,-1,-1,20,2,0.11,920,1339,1317,896
"853",853,"60-20-col-wd-2.tif",6,"a4a9c119-6e2e-48b1-9a0c-ed46c7237896",36.221542,6.34,1276,965,1280,1001,57.15,-1,-1,-1,-1,-1,-1,20,2,0.12,1276,1332,1296,1280
"854",854,"60-20-col-wd-2.tif",6,"ed22fae0-7ae8-4db3-9423-f1c6aa4993cf",32.55764,79.38,1063,968,1095,974,53.84,-1,-1,-1,-1,-1,-1,20,2,0.11,1063,1329,1323,1095
"855",855,"60-20-col-wd-2.tif",6,"ddd9575c-6a5a-40a5-bc2e-e3882dab5916",55.081757,15.8,1293,969,1308,1022,56.76,-1,-1,-1,-1,-1,-1,20,2,0.19,1293,1328,1275,1308
"856",856,"60-20-col-wd-2.tif",6,"84dd3424-3e38-4902-9e62-cb1b6b8acae0",31.890438,48.81,573,970,549,991,52.11,-1,-1,-1,-1,-1,-1,20,2,0.11,573,1327,1306,549
"857",857,"60-20-col-wd-2.tif",6,"e6a16d26-22d5-4bd6-a17f-8560985e72f6",65,14.25,965,981,949,1044,49.16,-1,-1,-1,-1,-1,-1,20,2,0.22,965,1316,1253,949
"858",858,"60-20-col-wd-2.tif",6,"f80f5f09-305d-4147-846b-066f04622ab3",75.802376,8.34,505,989,494,1064,51.69,-1,-1,-1,-1,-1,-1,20,2,0.25,505,1308,1233,494
"859",859,"60-20-col-wd-2.tif",6,"ca56dff9-e78a-41db-a5d1-4ec60ca15f19",82.5409,19.09,1149,998,1176,1076,51.6,-1,-1,-1,-1,-1,-1,20,2,0.28,1149,1299,1221,1176
"860",860,"60-20-col-wd-2.tif",6,"ccfef0b4-8e88-4e77-96d2-b276a2a3b91a",58.59181,62.56,848,1006,796,1033,44.41,-1,-1,-1,-1,-1,-1,20,2,0.2,848,1291,1264,796
"861",861,"60-20-col-wd-2.tif",6,"37ef460c-b37d-48ee-9d1f-6e73511246b3",116.37869,19.06,1129,1029,1091,1139,49.94,-1,-1,-1,-1,-1,-1,20,2,0.39,1129,1268,1158,1091
"862",862,"60-20-col-wd-2.tif",6,"3cec2a80-4cdc-45fc-b6fd-1acb329cb040",80.21222,54.13,787,1042,722,1089,52.33,-1,-1,-1,-1,-1,-1,20,2,0.27,787,1255,1208,722
"863",863,"60-20-col-wd-2.tif",6,"511fd5e3-6f68-42d8-8430-9d4773034692",41,12.68,1016,1047,1007,1087,49.86,-1,-1,-1,-1,-1,-1,20,2,0.14,1016,1250,1210,1007
"864",864,"60-20-col-wd-2.tif",6,"789f361d-aec5-4a43-b4e3-3c0987070e9b",34.058773,49.76,986,1065,960,1087,46.97,-1,-1,-1,-1,-1,-1,20,2,0.11,986,1232,1210,960
"865",865,"60-20-col-wd-2.tif",6,"0e4eb35e-9aed-4e0a-80d2-7f600abaae28",65.551506,21.48,1142,1088,1166,1149,55.24,-1,-1,-1,-1,-1,-1,20,2,0.22,1142,1209,1148,1166
"866",866,"60-20-col-wd-2.tif",6,"0720618d-635f-4d70-99e9-253bbc97c56e",44.82187,51.34,956,1091,921,1119,43.54,-1,-1,-1,-1,-1,-1,20,2,0.15,956,1206,1178,921
"867",867,"60-20-col-wd-2.tif",6,"de0249c7-21d2-4be5-aa69-be4ccc18c464",26.925823,58.67,980,1106,957,1120,40.44,-1,-1,-1,-1,-1,-1,20,2,0.09,980,1191,1177,957
"868",868,"60-20-col-wd-2.tif",6,"66b5370f-5069-4fd3-a89b-7d567b503b24",64.40497,36.16,914,1129,876,1181,42.68,-1,-1,-1,-1,-1,-1,20,2,0.22,914,1168,1116,876
"869",869,"60-20-col-wd-2.tif",6,"3a0aa3a3-b96f-4149-8619-60d9d465ba0c",14.866069,42.27,1000,1133,1010,1144,43.95,-1,-1,-1,-1,-1,-1,20,2,0.05,1000,1164,1153,1010
"870",870,"60-20-col-wd-2.tif",6,"30dbc31f-001b-4857-8aa6-b99c172ef954",61.522354,45.66,933,1139,889,1182,41,-1,-1,-1,-1,-1,-1,20,2,0.21,933,1158,1115,889
"871",871,"60-20-col-wd-2.tif",6,"bf712a9b-5228-46fa-ad64-85fe11c79eca",78.39005,23.29,935,1141,904,1213,46.05,-1,-1,-1,-1,-1,-1,20,2,0.26,935,1156,1084,904
"872",872,"60-20-col-wd-2.tif",6,"2e38d312-8aa6-4c62-b8d4-fbfec0ff5fb6",66.85058,34.64,1002,1143,964,1198,41.8,-1,-1,-1,-1,-1,-1,20,2,0.22,1002,1154,1099,964
"873",873,"60-20-col-wd-2.tif",6,"2cc229fc-0034-4f56-978b-6db396080cb3",44.418465,58.82,1002,1170,1040,1193,51.02,-1,-1,-1,-1,-1,-1,20,2,0.15,1002,1127,1104,1040
"874",874,"60-20-col-wd-2.tif",6,"77a89d1d-d8c3-4ec4-9d6a-340399590d9c",24.33105,9.46,1002,1172,1006,1196,45.69,-1,-1,-1,-1,-1,-1,20,2,0.08,1002,1125,1101,1006
"875",875,"60-20-col-wd-2.tif",6,"b60c540b-c950-4c8d-92fc-1caf95d3d1f7",93.50936,48.47,1060,1198,1130,1260,56.42,-1,-1,-1,-1,-1,-1,20,2,0.31,1060,1099,1037,1130
"876",876,"60-20-col-wd-2.tif",6,"b7e3314a-04d3-4cbe-9b6b-2a1355352eeb",97.575615,24.2,962,1249,922,1338,51.37,-1,-1,-1,-1,-1,-1,20,2,0.33,962,1048,959,922
"877",877,"60-20-col-wd-2.tif",6,"5143f0c6-4f83-42da-ad9c-af24e570f899",76.6094,35.97,1083,1274,1128,1336,53.47,-1,-1,-1,-1,-1,-1,20,2,0.26,1083,1023,961,1128
"878",878,"60-20-col-wd-2.tif",6,"a1013f85-4b5e-4846-9a5e-9515630b1ecd",45.891174,11.31,1019,1307,1010,1352,46.23,-1,-1,-1,-1,-1,-1,20,2,0.15,1019,990,945,1010
"879",879,"60-20-col-wd-2.tif",6,"3641aa47-558d-42b4-a2f0-ddd1d003ef22",53,31.89,1049,1322,1077,1367,48.97,-1,-1,-1,-1,-1,-1,20,2,0.18,1049,975,930,1077
"880",880,"60-20-col-wd-2.tif",6,"195a0b63-3d01-4203-99af-12001635d614",53.15073,11.94,1001,1392,990,1444,47.75,-1,-1,-1,-1,-1,-1,20,2,0.18,1001,905,853,990
"881",881,"60-20-col-wd-2.tif",6,"3bdc8554-18fa-4c73-bc6a-46255c651300",86.608315,53.92,990,1393,920,1444,57.92,-1,-1,-1,-1,-1,-1,20,2,0.29,990,904,853,920
"882",882,"60-20-col-wd-2.tif",6,"d2f57fbb-355b-4ca0-b340-705f7c2dc322",27.202942,72.9,985,1457,959,1465,51.39,-1,-1,-1,-1,-1,-1,20,2,0.09,985,840,832,959
"883",883,"60-20-col-wd-2.tif",6,"f90f1dc5-2f41-4d46-a8dd-ae19fe90c928",68.622154,46.77,1002,1490,1052,1537,54.96,-1,-1,-1,-1,-1,-1,20,2,0.23,1002,807,760,1052
"884",884,"60-20-col-wd-2.tif",6,"566f6da4-cc9e-4f7c-a0e9-72715e1e6959",49.67897,49.9,976,1559,1014,1591,59.16,-1,-1,-1,-1,-1,-1,20,2,0.17,976,738,706,1014
"885",885,"60-20-col-wd-2.tif",6,"60b5567e-dabf-43e0-9c0e-3dc31ad18634",138.92444,22.87,958,1663,904,1791,56.34,-1,-1,-1,-1,-1,-1,20,2,0.47,958,634,506,904
"886",886,"60-20-col-wd-2.tif",6,"283607e6-1cff-4343-9823-d8196cf882b5",106.92053,7.52,918,1874,932,1980,54.61,-1,-1,-1,-1,-1,-1,20,2,0.36,918,423,317,932
"887",887,"60-20-col-wd-2.tif",6,"a11bfd9c-2176-4710-9e6f-4459c86eee53",32.55764,10.62,914,2001,908,2033,55.24,-1,-1,-1,-1,-1,-1,20,2,0.11,914,296,264,908
"888",888,"60-20-col-ww-2.tif",6,"a72ae047-6556-4421-b160-ae45c89a1338",30.870699,65.1,910,7,882,20,63.72,-1,-1,-1,-1,-1,-1,20,3,0.1,910,2290,2277,882
"889",889,"60-20-col-ww-2.tif",6,"f4243276-a3fc-42be-b5a4-63f95e899485",24.839485,49.9,881,16,862,32,63.58,-1,-1,-1,-1,-1,-1,20,3,0.08,881,2281,2265,862
"890",890,"60-20-col-ww-2.tif",6,"a7cd14ca-fd17-4e4e-8e81-cf1035eae3e3",98.005104,53.71,1099,18,1178,76,51.5,-1,-1,-1,-1,-1,-1,20,3,0.33,1099,2279,2221,1178
"891",891,"60-20-col-ww-2.tif",6,"6ffc495a-6815-436d-b875-e5b247f6ac07",36.40055,74.05,779,30,744,40,57.34,-1,-1,-1,-1,-1,-1,20,3,0.12,779,2267,2257,744
"892",892,"60-20-col-ww-2.tif",6,"0cc3dd50-7b4e-44c9-81f5-10792a14de38",49.658836,64.98,738,47,693,68,51.79,-1,-1,-1,-1,-1,-1,20,3,0.17,738,2250,2229,693
"893",893,"60-20-col-ww-2.tif",6,"f17c581e-6073-49e3-b1cd-e21d94400762",118.13975,43.29,925,52,1006,138,56.53,-1,-1,-1,-1,-1,-1,20,3,0.4,925,2245,2159,1006
"894",894,"60-20-col-ww-2.tif",6,"3f96fb0a-e75a-47c4-8796-5f9f74dddc8f",34.20526,74.74,833,58,800,67,61.22,-1,-1,-1,-1,-1,-1,20,3,0.11,833,2239,2230,800
"895",895,"60-20-col-ww-2.tif",6,"c50893ae-5364-4321-94dc-0f6d181a29a8",54.120235,16.09,923,66,938,118,55.55,-1,-1,-1,-1,-1,-1,20,3,0.18,923,2231,2179,938
"896",896,"60-20-col-ww-2.tif",6,"8c5cbe3e-5474-4fd9-976b-41370101bec7",23.323807,59.04,840,73,820,85,59.01,-1,-1,-1,-1,-1,-1,20,3,0.08,840,2224,2212,820
"897",897,"60-20-col-ww-2.tif",6,"262df5e7-c518-4d3c-995b-d3b25d0c7db9",43.863426,46.85,922,78,890,108,55.51,-1,-1,-1,-1,-1,-1,20,3,0.15,922,2219,2189,890
"898",898,"60-20-col-ww-2.tif",6,"1921d482-a1b0-494b-90f6-1e05d01ffebd",30.610456,38.37,815,88,796,112,62.63,-1,-1,-1,-1,-1,-1,20,3,0.1,815,2209,2185,796
"899",899,"60-20-col-ww-2.tif",6,"6588ad72-b203-47df-b5b1-f93259b4ff1a",31.780497,65.85,891,95,862,108,60.82,-1,-1,-1,-1,-1,-1,20,3,0.11,891,2202,2189,862
"900",900,"60-20-col-ww-2.tif",6,"9e19ad2a-fc85-4e00-b3c7-24268ab86d00",39.051247,50.19,1240,96,1270,121,55.51,-1,-1,-1,-1,-1,-1,20,3,0.13,1240,2201,2176,1270
"901",901,"60-20-col-ww-2.tif",6,"2018697b-0d24-4b00-ae8d-9079d8947e2b",55.145264,4.16,891,117,887,172,53.58,-1,-1,-1,-1,-1,-1,20,3,0.19,891,2180,2125,887
"902",902,"60-20-col-ww-2.tif",6,"e801d747-ef9a-476e-ad0a-88065da90e7f",25.612497,51.34,830,137,850,153,63.66,-1,-1,-1,-1,-1,-1,20,3,0.09,830,2160,2144,850
"903",903,"60-20-col-ww-2.tif",6,"1a5c5f99-2d0d-4140-b220-7f637ebe73ee",51.41984,13.5,1007,140,1019,190,58.94,-1,-1,-1,-1,-1,-1,20,3,0.17,1007,2157,2107,1019
"904",904,"60-20-col-ww-2.tif",6,"a9aee2ce-5df0-4862-9cd0-1265245079c6",85.70297,48.31,956,148,1020,205,59.72,-1,-1,-1,-1,-1,-1,20,3,0.29,956,2149,2092,1020
"905",905,"60-20-col-ww-2.tif",6,"3d4f0af8-7cb5-43ac-9fb7-bcd460846764",72.99315,9.46,936,151,948,223,64.16,-1,-1,-1,-1,-1,-1,20,3,0.25,936,2146,2074,948
"906",906,"60-20-col-ww-2.tif",6,"d669e6f4-2e1c-47a2-bdaf-ed7668256449",29.832869,50.44,850,153,873,172,54.17,-1,-1,-1,-1,-1,-1,20,3,0.1,850,2144,2125,873
"907",907,"60-20-col-ww-2.tif",6,"d0e20deb-b346-412a-b74b-fd7ddc46c3a9",69.89278,19.21,898,173,875,239,55.79,-1,-1,-1,-1,-1,-1,20,3,0.23,898,2124,2058,875
"908",908,"60-20-col-ww-2.tif",6,"d933ac89-1902-4f86-a80c-0147aa3139bd",48.08326,45,899,173,933,207,57.65,-1,-1,-1,-1,-1,-1,20,3,0.16,899,2124,2090,933
"909",909,"60-20-col-ww-2.tif",6,"067aed3c-c8f1-4403-beb1-82a04183f5d5",83.09633,50.37,690,190,626,243,57.94,-1,-1,-1,-1,-1,-1,20,3,0.28,690,2107,2054,626
"910",910,"60-20-col-ww-2.tif",6,"b35022d0-2b24-4d37-aa22-b4e9c9ee7ffe",24.207438,38.29,862,191,847,210,54.59,-1,-1,-1,-1,-1,-1,20,3,0.08,862,2106,2087,847
"911",911,"60-20-col-ww-2.tif",6,"e553f25d-db98-434f-b9e3-7ff7053ae4a3",29.732138,19.65,1029,204,1039,232,51.88,-1,-1,-1,-1,-1,-1,20,3,0.1,1029,2093,2065,1039
