image, length, angle, x, y
50-22-bay-1-1.tif,13.416408,-26.565052,5.2092347,3.6363635
50-22-bay-1-1.tif,1.4142135,45.0,6.522366,3.6363635
50-22-bay-1-1.tif,34.058773,40.23636,6.1038957,3.6507933
50-22-bay-1-1.tif,1.4142135,45.0,6.9408364,3.6507933
50-22-bay-1-1.tif,6.4031243,38.659805,4.6176043,3.6652234
50-22-bay-1-1.tif,1.4142135,45.0,5.483405,3.6652234
50-22-bay-1-1.tif,2.828427,-45.0,6.0461755,3.6796534
50-22-bay-1-1.tif,2.236068,26.565048,6.551226,3.6796534
50-22-bay-1-1.tif,13.928389,-21.037514,4.5310245,3.6940835
50-22-bay-1-1.tif,9.486833,71.56505,6.392496,3.7085135
50-22-bay-1-1.tif,10.816654,33.69007,6.6089463,3.7373736
50-22-bay-1-1.tif,10.0,36.869896,6.565656,3.7662334
50-22-bay-1-1.tif,8.062258,-60.25512,2.7994225,3.7806635
50-22-bay-1-1.tif,7.28011,-15.945396,6.8109665,3.7806635
50-22-bay-1-1.tif,9.848858,-66.03751,2.9004328,3.7950935
50-22-bay-1-1.tif,7.2111025,33.69007,3.073593,3.7950935
50-22-bay-1-1.tif,5.3851647,-21.801407,6.0894656,3.7950935
50-22-bay-1-1.tif,28.460499,-71.56505,4.7907643,3.8383837
50-22-bay-1-1.tif,10.770329,21.801407,5.2092347,3.8528135
50-22-bay-1-1.tif,13.601471,17.10273,6.695526,3.8961036
50-22-bay-1-1.tif,5.3851647,-21.801407,4.5165944,3.9105337
50-22-bay-1-1.tif,1.4142135,45.0,4.7474747,3.9249637
50-22-bay-1-1.tif,12.206555,34.99202,3.4776332,3.9393938
50-22-bay-1-1.tif,31.400637,-52.765167,4.401154,3.9826837
50-22-bay-1-1.tif,15.556349,45.0,4.7907643,3.9826837
50-22-bay-1-1.tif,15.556349,45.0,5.281385,4.0115438
50-22-bay-1-1.tif,4.1231055,14.036247,5.238095,4.040404
50-22-bay-1-1.tif,21.954498,59.93141,6.421356,4.040404
50-22-bay-1-1.tif,3.6055512,33.69007,5.165945,4.054834
50-22-bay-1-1.tif,17.464249,23.62938,6.0173154,4.054834
50-22-bay-1-1.tif,8.602325,35.53768,7.0274167,4.054834
50-22-bay-1-1.tif,14.866069,-42.27369,6.2481956,4.069264
50-22-bay-1-1.tif,1.4142135,45.0,3.8528135,4.083694
50-22-bay-1-1.tif,3.6055512,-33.690067,3.8095236,4.112554
50-22-bay-1-1.tif,4.472136,-26.565052,6.7388163,4.1269836
50-22-bay-1-1.tif,24.083189,41.633545,6.7821064,4.1269836
50-22-bay-1-1.tif,2.236068,26.565048,3.189033,4.1414137
50-22-bay-1-1.tif,3.1622777,18.434952,5.1948047,4.1414137
50-22-bay-1-1.tif,8.602325,-35.537678,4.025974,4.1558437
50-22-bay-1-1.tif,1.4142135,45.0,5.5555553,4.1558437
50-22-bay-1-1.tif,6.3245554,-18.434952,2.6551225,4.170274
50-22-bay-1-1.tif,8.944272,-26.565052,3.5642133,4.170274
50-22-bay-1-1.tif,4.1231055,75.96376,5.468975,4.184704
50-22-bay-1-1.tif,2.828427,45.0,4.329004,4.199134
50-22-bay-1-1.tif,2.828427,-45.0,3.189033,4.213564
50-22-bay-1-1.tif,16.03122,86.42366,3.246753,4.213564
50-22-bay-1-1.tif,14.866069,-70.346176,4.9206347,4.213564
50-22-bay-1-1.tif,1.4142135,45.0,5.165945,4.213564
50-22-bay-1-1.tif,18.973665,18.434952,5.454545,4.213564
50-22-bay-1-1.tif,69.260376,17.650124,5.5555553,4.213564
50-22-bay-1-1.tif,3.6055512,56.309937,3.9393938,4.227994
50-22-bay-1-1.tif,11.661903,30.963753,5.2236648,4.227994
50-22-bay-1-1.tif,24.083189,41.633545,6.724386,4.227994
50-22-bay-1-1.tif,28.01785,2.0454102,5.137085,4.256854
50-22-bay-1-1.tif,12.369317,75.96376,2.6695526,4.271284
50-22-bay-1-1.tif,14.56022,-15.945396,3.0591629,4.271284
50-22-bay-1-1.tif,5.3851647,-68.19859,4.025974,4.271284
50-22-bay-1-1.tif,14.866069,-47.72631,4.227994,4.271284
50-22-bay-1-1.tif,37.576588,64.798874,6.1183257,4.300144
50-22-bay-1-1.tif,2.236068,63.43495,6.0461755,4.3145742
50-22-bay-1-1.tif,2.236068,26.565048,3.5353534,4.343434
50-22-bay-1-1.tif,13.0,-67.380135,7.0274167,4.343434
50-22-bay-1-1.tif,5.8309517,59.03624,2.8860028,4.372294
50-22-bay-1-1.tif,11.661903,59.03624,5.353535,4.401154
50-22-bay-1-1.tif,16.124516,7.1250153,5.310245,4.415584
50-22-bay-1-1.tif,7.615773,23.198593,4.227994,4.430014
50-22-bay-1-1.tif,5.0,-36.869896,6.9696965,4.430014
50-22-bay-1-1.tif,6.3245554,18.434952,6.666666,4.444444
50-22-bay-1-1.tif,14.866069,-42.27369,4.040404,4.458874
50-22-bay-1-1.tif,17.720045,-16.389542,4.329004,4.458874
50-22-bay-1-1.tif,14.142136,45.0,6.9696965,4.5021644
50-22-bay-1-1.tif,8.485281,45.0,5.5266953,4.5165944
50-22-bay-1-1.tif,7.28011,-15.945396,2.9870129,4.5310245
50-22-bay-1-1.tif,7.071068,8.130104,6.9264064,4.5310245
50-22-bay-1-1.tif,5.8309517,59.03624,3.9249637,4.574314
50-22-bay-1-1.tif,3.1622777,18.434952,4.7330446,4.574314
50-22-bay-1-1.tif,12.806249,-38.65981,6.507936,4.574314
50-22-bay-1-1.tif,16.155495,68.19859,6.681096,4.574314
50-22-bay-1-1.tif,18.384777,-22.380135,3.9393938,4.6320343
50-22-bay-1-1.tif,2.828427,45.0,2.9870129,4.6464643
50-22-bay-1-1.tif,12.0415945,85.23636,4.935065,4.6464643
50-22-bay-1-1.tif,18.027756,-56.309933,2.7272725,4.6608944
50-22-bay-1-1.tif,9.848858,-66.03751,5.1948047,4.6753244
50-22-bay-1-1.tif,5.656854,45.0,6.9408364,4.6753244
50-22-bay-1-1.tif,17.088007,20.556046,5.367965,4.6897545
50-22-bay-1-1.tif,5.0,-53.130104,7.0418468,4.6897545
50-22-bay-1-1.tif,1.4142135,45.0,7.1284266,4.6897545
50-22-bay-1-1.tif,3.6055512,33.69007,3.0158727,4.7041845
50-22-bay-1-1.tif,3.1622777,71.56505,4.372294,4.7041845
50-22-bay-1-1.tif,2.828427,-45.0,2.9725828,4.7186146
50-22-bay-1-1.tif,40.4475,-8.530769,4.256854,4.7474747
50-22-bay-1-1.tif,1.4142135,45.0,5.165945,4.7474747
50-22-bay-1-1.tif,1.4142135,45.0,7.0418468,4.7474747
50-22-bay-1-1.tif,1.4142135,45.0,2.6695526,4.7907643
50-22-bay-1-1.tif,33.526108,72.64598,3.290043,4.7907643
50-22-bay-1-1.tif,10.29563,29.054604,5.1803746,4.7907643
50-22-bay-1-1.tif,2.236068,63.43495,7.0851364,4.7907643
50-22-bay-1-1.tif,5.0,36.869896,7.1428566,4.7907643
50-22-bay-1-1.tif,20.0,-36.869896,4.9639244,4.8051944
50-22-bay-1-1.tif,7.28011,-15.945396,2.6839826,4.8340545
50-22-bay-1-1.tif,3.1622777,18.434952,7.056277,4.8484845
50-22-bay-1-1.tif,4.1231055,75.96376,2.5396824,4.8629146
50-22-bay-1-1.tif,5.0,53.130096,3.9538238,4.8917747
50-22-bay-1-1.tif,5.0,-53.130104,7.1139965,4.8917747
50-22-bay-1-1.tif,14.21267,50.710587,7.229437,4.9062047
50-22-bay-1-1.tif,4.472136,-63.434948,3.8528135,4.9206347
50-22-bay-1-1.tif,1.4142135,45.0,5.454545,4.935065
50-22-bay-1-1.tif,27.658634,49.398712,5.512265,4.935065
50-22-bay-1-1.tif,17.117243,-6.709839,7.1572866,4.935065
50-22-bay-1-1.tif,12.806249,-38.65981,5.295815,4.9639244
50-22-bay-1-1.tif,25.70992,13.495735,5.497835,4.9639244
50-22-bay-1-1.tif,12.206555,-34.99202,2.5685425,4.9783545
50-22-bay-1-1.tif,8.246211,-75.96376,5.093795,5.0360746
50-22-bay-1-1.tif,5.3851647,68.19859,4.9783545,5.0505047
50-22-bay-1-1.tif,2.236068,26.565048,5.238095,5.0505047
50-22-bay-1-1.tif,34.0,61.927505,7.431457,5.0505047
50-22-bay-1-1.tif,5.0,-36.869896,3.6796534,5.0649347
50-22-bay-1-1.tif,24.698177,-31.75948,4.7474747,5.0649347
50-22-bay-1-1.tif,7.071068,8.130104,7.402597,5.079365
50-22-bay-1-1.tif,2.828427,-45.0,5.0649347,5.093795
50-22-bay-1-1.tif,47.41308,-27.645977,4.9783545,5.122655
50-22-bay-1-1.tif,28.071337,-85.91438,2.8138525,5.137085
50-22-bay-1-1.tif,22.472204,-32.275646,3.4920633,5.165945
50-22-bay-1-1.tif,18.681541,15.524109,3.7373736,5.165945
50-22-bay-1-1.tif,21.633308,33.69007,5.8585854,5.1803746
50-22-bay-1-1.tif,81.41253,-27.824097,1.9769119,5.1948047
50-22-bay-1-1.tif,6.4031243,-51.34019,6.2626257,5.1948047
50-22-bay-1-1.tif,11.045361,84.80557,7.215007,5.1948047
50-22-bay-1-1.tif,10.816654,56.309937,7.417027,5.1948047
50-22-bay-1-1.tif,1.4142135,45.0,8.282827,5.2092347
50-22-bay-1-1.tif,1.4142135,45.0,7.1861467,5.2236648
50-22-bay-1-1.tif,27.658634,40.601288,6.392496,5.252525
50-22-bay-1-1.tif,4.1231055,75.96376,8.3261175,5.252525
50-22-bay-1-1.tif,13.928389,-68.96249,8.109668,5.266955
50-22-bay-1-1.tif,2.236068,63.43495,2.5685425,5.295815
50-22-bay-1-1.tif,5.3851647,-68.19859,2.6406925,5.295815
50-22-bay-1-1.tif,3.6055512,-33.690067,7.9942274,5.295815
50-22-bay-1-1.tif,6.4031243,51.340195,4.603174,5.324675
50-22-bay-1-1.tif,26.172504,46.548157,5.613275,5.353535
50-22-bay-1-1.tif,4.1231055,14.036247,5.5844154,5.367965
50-22-bay-1-1.tif,6.3245554,-18.434952,4.3145742,5.396825
50-22-bay-1-1.tif,3.6055512,56.309937,4.7474747,5.411255
50-22-bay-1-1.tif,1.4142135,45.0,4.6753244,5.425685
50-22-bay-1-1.tif,1.4142135,45.0,5.5411253,5.440115
50-22-bay-1-1.tif,2.828427,-45.0,7.604617,5.440115
50-22-bay-1-1.tif,7.81025,39.805573,4.6897545,5.454545
50-22-bay-1-1.tif,1.4142135,45.0,5.483405,5.454545
50-22-bay-1-1.tif,7.071068,45.0,5.598845,5.454545
50-22-bay-1-1.tif,3.1622777,71.56505,6.1038957,5.454545
50-22-bay-1-1.tif,12.0415945,-41.63354,3.203463,5.468975
50-22-bay-1-1.tif,4.472136,-63.434948,3.4054832,5.468975
50-22-bay-1-1.tif,20.248457,20.224861,3.5064933,5.468975
50-22-bay-1-1.tif,2.236068,63.43495,2.9581528,5.483405
50-22-bay-1-1.tif,18.35756,-29.357754,4.5165944,5.483405
50-22-bay-1-1.tif,20.22375,-8.530769,5.497835,5.483405
50-22-bay-1-1.tif,7.28011,-15.945396,5.988456,5.483405
50-22-bay-1-1.tif,1.4142135,45.0,6.0461755,5.483405
50-22-bay-1-1.tif,3.1622777,18.434952,3.0303028,5.497835
50-22-bay-1-1.tif,10.770329,-21.801407,3.333333,5.512265
50-22-bay-1-1.tif,2.828427,-45.0,6.1327558,5.512265
50-22-bay-1-1.tif,2.236068,63.43495,6.709956,5.5411253
50-22-bay-1-1.tif,6.0827627,9.462318,6.1183257,5.5555553
50-22-bay-1-1.tif,4.472136,63.43495,7.6623373,5.5555553
50-22-bay-1-1.tif,21.023796,64.653824,6.695526,5.5699854
50-22-bay-1-1.tif,1.4142135,45.0,5.9307356,5.598845
50-22-bay-1-1.tif,7.2111025,-33.690067,4.256854,5.613275
50-22-bay-1-1.tif,7.615773,66.80141,5.988456,5.627705
50-22-bay-1-1.tif,4.1231055,14.036247,5.9018755,5.642135
50-22-bay-1-1.tif,7.2111025,56.309937,7.6911974,5.642135
50-22-bay-1-1.tif,1.4142135,45.0,3.290043,5.656565
50-22-bay-1-1.tif,10.440307,-16.699242,3.290043,5.6998553
50-22-bay-1-1.tif,4.1231055,14.036247,5.396825,5.6998553
50-22-bay-1-1.tif,33.83785,55.8403,6.161616,5.6998553
50-22-bay-1-1.tif,4.472136,-26.565052,5.8441553,5.7142854
50-22-bay-1-1.tif,3.6055512,-33.690067,6.1183257,5.7142854
50-22-bay-1-1.tif,3.1622777,71.56505,7.8066373,5.7142854
50-22-bay-1-1.tif,2.828427,-45.0,4.545454,5.7287154
50-22-bay-1-1.tif,27.294687,28.442932,5.9163055,5.7287154
50-22-bay-1-1.tif,6.3245554,18.434952,4.372294,5.7431455
50-22-bay-1-1.tif,6.708204,26.565048,7.8066373,5.7431455
50-22-bay-1-1.tif,7.2111025,-33.690067,4.458874,5.7575755
50-22-bay-1-1.tif,14.866069,-42.27369,4.8196244,5.7575755
50-22-bay-1-1.tif,1.4142135,45.0,5.440115,5.7864356
50-22-bay-1-1.tif,36.069378,-43.876698,5.0505047,5.8008657
50-22-bay-1-1.tif,12.165525,-9.462318,5.483405,5.8008657
50-22-bay-1-1.tif,3.6055512,-33.690067,3.5642133,5.8297253
50-22-bay-1-1.tif,17.117243,-83.29016,3.001443,5.8585854
50-22-bay-1-1.tif,55.362442,-20.071526,4.170274,5.8730154
50-22-bay-1-1.tif,48.8467,22.890549,7.8787875,5.8730154
50-22-bay-1-1.tif,2.828427,45.0,2.9292927,5.8874454
50-22-bay-1-1.tif,6.3245554,18.434952,3.275613,5.8874454
50-22-bay-1-1.tif,5.656854,-45.0,7.1861467,5.8874454
50-22-bay-1-1.tif,1.4142135,45.0,2.9870129,5.9307356
50-22-bay-1-1.tif,3.6055512,33.69007,4.8340545,5.9451656
50-22-bay-1-1.tif,7.071068,-45.0,4.7186146,5.9595957
50-22-bay-1-1.tif,1.4142135,45.0,4.6608944,6.002886
50-22-bay-1-1.tif,29.732138,-70.346176,6.7676764,6.002886
50-22-bay-1-1.tif,1.4142135,45.0,5.483405,6.0173154
50-22-bay-1-1.tif,36.05551,-19.440033,4.5310245,6.0461755
50-22-bay-1-1.tif,2.236068,63.43495,5.512265,6.0461755
50-22-bay-1-1.tif,2.828427,45.0,6.320346,6.0461755
50-22-bay-1-1.tif,5.3851647,21.801407,5.468975,6.0750356
50-22-bay-1-1.tif,5.0,-53.130104,6.363636,6.0750356
50-22-bay-1-1.tif,2.236068,26.565048,3.174603,6.0894656
50-22-bay-1-1.tif,13.341664,77.00539,6.1183257,6.1038957
50-22-bay-1-1.tif,2.828427,-45.0,3.232323,6.1183257
50-22-bay-1-1.tif,4.472136,-26.565052,6.0750356,6.1183257
50-22-bay-1-1.tif,9.219544,49.398712,5.5266953,6.1327558
50-22-bay-1-1.tif,9.219544,49.398712,6.349206,6.147186
50-22-bay-1-1.tif,18.384777,-67.619865,6.479076,6.147186
50-22-bay-1-1.tif,11.401754,-15.255119,3.160173,6.161616
50-22-bay-1-1.tif,6.4031243,-38.65981,1.8903317,6.2481956
50-22-bay-1-1.tif,11.401754,52.125015,5.656565,6.2481956
50-22-bay-1-1.tif,4.2426405,45.0,1.9913418,6.2626257
