image, index, ax, ay, bx, by, efd
50-22-bay-1-1.tif,1,689.0526315789473,1644.1052631578946,0.0,0.0,2.0885705866873123
50-22-bay-1-1.tif,2,-15.664537392592969,-853.3872306336641,-176.00431257472954,286.755751785212,2.0
50-22-bay-1-1.tif,3,-36.05327901689322,0.24747290534970176,-73.84533426620818,20.143513724561206,0.2697364274663478
50-22-bay-1-1.tif,4,56.69039484887336,112.93078637262329,22.52748987441557,-127.2504192882625,0.5321280609171679
50-22-bay-1-1.tif,5,38.04787211854962,-45.585623260381446,-6.962437796091475,56.36254633694381,0.23835574224632006
50-22-bay-2-2.tif,1,892.0,814.6666666666666,0.0,0.0,2.2668381364954415
50-22-bay-2-2.tif,2,-47.598502693312284,-530.7858581777242,-225.6315266198167,77.71018292810886,2.0
50-22-bay-2-2.tif,3,34.8285656198876,195.5506839181131,96.52343613885911,-91.22993992480006,0.9292695343448036
50-22-bay-2-2.tif,4,-5.000000000000202,-100.33333333333326,-46.76537180435941,146.06961810497555,0.8312062453465197
50-22-bay-2-2.tif,5,-5.230062926575581,31.23517425961092,27.706325471966718,-231.29395192538843,1.0355788972437912
50-22-bay-3-3.tif,1,696.6,1034.4,0.0,0.0,2.4678790624169027
50-22-bay-3-3.tif,2,-4.547716095374051,-505.30842387373025,-312.339020414071,-84.68679548830623,2.0
50-22-bay-3-3.tif,3,3.660487837125328,82.72917960675011,47.18395913242621,59.103670561981886,0.39756971634171334
50-22-bay-3-3.tif,4,16.247716095373985,-82.69157612626985,-49.85164317029663,-0.4966587578883548,0.32082115485693663
50-22-bay-3-3.tif,5,11.039512162874667,84.07082039324992,7.869180426800483,2.6184205354972336,0.1934239218338087
50-22-bay-4-1.tif,1,967.7142857142857,798.8571428571428,0.0,0.0,2.4578438250463592
50-22-bay-4-1.tif,2,-82.05331612977591,-503.9115534865229,-198.27099175779156,143.44868613706262,2.0
50-22-bay-4-1.tif,3,71.84051304303074,86.0656423983263,65.74052805046998,-134.15155795788664,0.8300471747241273
50-22-bay-4-1.tif,4,-8.644339770397762,18.417339659625277,19.411254442387758,136.2931911102763,0.6024000364629174
50-22-bay-4-1.tif,5,-8.644339770397762,18.41733965962514,-19.4112544423876,-136.29319111027624,0.6024000364629168
50-22-bay-5-2.tif,1,934.2666666666667,1600.4666666666667,0.0,0.0,3.114847007409234
50-22-bay-5-2.tif,2,1.8629023159753615,-594.9538583269459,-170.88440163869987,115.38867926783024,2.0
50-22-bay-5-2.tif,3,-36.53766864542132,-155.85584898108223,-85.68726005613382,49.45430054463939,0.7488762134534557
50-22-bay-5-2.tif,4,-31.718161947331637,23.601044541124452,-18.816270027277792,-69.672567782913,0.4164544928345049
50-22-bay-5-2.tif,5,5.7521146918371056,-17.166960216926963,17.254096328621443,-40.84460592779202,0.245468118764671
50-22-bay-6-3.tif,1,959.1428571428571,1032.0,0.0,0.0,2.3944858687894053
50-22-bay-6-3.tif,2,54.94167061285404,-585.819802652265,-219.61067505190098,-232.25915555559374,2.0
50-22-bay-6-3.tif,3,-49.29133612218622,86.75838615163026,14.5058692512169,261.33254277403074,0.9884151577841421
50-22-bay-6-3.tif,4,-5.221763062096475,-13.93858349936528,0.12990304332634292,-210.17812419640387,0.6828325731592816
50-22-bay-6-3.tif,5,-5.221763062096508,-13.938583499365125,-0.12990304332619676,210.1781241964039,0.6828325731592815
50-22-bay-7-1.tif,1,901.12,1422.72,0.0,0.0,2.1162100476726726
50-22-bay-7-1.tif,2,8.662497110477066,-795.7562408392641,-275.6203520359535,81.3937548480561,2.0
50-22-bay-7-1.tif,3,-15.889615568214653,157.68225471735119,-59.615581985664846,-92.8049955695478,0.58295914929531
50-22-bay-7-1.tif,4,27.27661756660549,-16.721643643726978,75.37627409183071,-6.522791787974657,0.3034648991544529
50-22-bay-7-1.tif,5,-27.300791084429754,-100.36555206577142,-9.009394621484066,63.08508440200958,0.3524407127984317
50-22-col-2-4.tif,1,1010.4347826086956,1191.9130434782608,0.0,0.0,3.6194863201803873
50-22-col-2-4.tif,2,-68.64305434268815,-426.21919493204473,-231.56931172802052,272.890996697107,2.0
50-22-col-2-4.tif,3,-67.90050732255828,-101.40572486174821,-73.38741976392242,-68.76432124694719,0.5636849666104533
50-22-col-2-4.tif,4,23.273175624620553,-68.22146935039791,-57.79681953942645,-75.53886863162192,0.43272110787605195
50-22-col-2-4.tif,5,4.8365723743932145,9.070965553644891,-2.0446687160322394,-21.670297738469436,0.08462886066204864
50-22-col-3-3.tif,1,917.1666666666666,1388.4166666666665,0.0,0.0,2.692440731096829
50-22-col-3-3.tif,2,-86.78995335341763,-611.9022163483214,-224.215484439761,293.4563557784918,2.0
50-22-col-3-3.tif,3,-64.52141241925784,-46.58898651362887,-107.80340259193652,50.11479426050306,0.4506758273545447
50-22-col-3-3.tif,4,53.737611203830795,-6.711889715072411,-10.660025851398581,-113.95606952152343,0.3975386216852629
50-22-col-3-3.tif,5,70.3749999999998,-10.37500000000005,-28.36233197394029,20.135090637988387,0.20928474756239257
50-22-col-4-2.tif,1,766.7586206896551,1010.8965517241379,0.0,0.0,2.7765041503372987
50-22-col-4-2.tif,2,7.496520564151289,-456.9127949167006,-283.8662034086264,25.809511876029912,2.0
50-22-col-4-2.tif,3,-20.982875370669948,20.144342415577235,-147.3570023197692,53.23856527454062,0.6133327860156614
50-22-col-4-2.tif,4,-34.353424787634566,50.76569061316538,1.0955369178166205,-20.739504823236185,0.20699864959309672
50-22-col-4-2.tif,5,5.844262649401748,-44.93106912125347,-24.82582524050807,-40.15279215146744,0.2647707678145231
50-22-col-5-1.tif,1,798.516129032258,982.4516129032257,0.0,0.0,2.823778890694052
50-22-col-5-1.tif,2,4.776455613331915,-448.32157644965264,-288.0471158733882,-57.028226207142104,2.0
50-22-col-5-1.tif,3,15.18623979962969,-16.769526223211468,-32.52255436536733,25.431509411473247,0.19105992519663795
50-22-col-5-1.tif,4,-46.81558881072827,3.7997478817586994,12.84667633374897,-5.462114703779843,0.15230187998992803
50-22-col-5-1.tif,5,-0.24851666367703362,9.29132713326671,-10.375847299703441,-13.052714844360061,0.07751605384670791
50-22-sha-2-1.tif,1,782.7333333333333,1523.9333333333334,0.0,0.0,2.0322120219768127
