"","accession","plant","angle","count"
"783","sha","5",1.27222193825778e-13,0.857664734125137
"784","sha","5",2,0.721400439739227
"785","sha","5",4,0.727838560938835
"786","sha","5",6,0.723933055996895
"787","sha","5",8,0.76902636885643
"788","sha","5",10,0.817518755793571
"789","sha","5",12,0.888910263776779
"790","sha","5",14,0.896564364433289
"791","sha","5",16,0.832235172390938
"792","sha","5",18,0.858321741223335
"793","sha","5",20,1.09224627912045
"794","sha","5",22,1.23190124332905
"795","sha","5",24,1.14826320111752
"796","sha","5",26,1.04489453136921
"797","sha","5",28,0.962824940681458
"798","sha","5",30,1.13958831131458
"799","sha","5",32,1.15698517858982
"800","sha","5",34,1.23430758714676
"801","sha","5",36,1.22518785297871
"802","sha","5",38,1.36959609389305
"803","sha","5",40,1.41803172230721
"804","sha","5",42,1.54206684231758
"805","sha","5",44,1.47450545430183
"806","sha","5",46,1.44947919249535
"807","sha","5",48,1.48356568813324
"808","sha","5",50,1.49686792492867
"809","sha","5",52,1.47758165001869
"810","sha","5",54,1.37583515048027
"811","sha","5",56,1.38913893699646
"812","sha","5",58,1.54239267110825
"813","sha","5",60,1.50287246704102
"814","sha","5",62,1.30892169475555
"815","sha","5",64,1.2154640853405
"816","sha","5",66,1.24308806657791
"817","sha","5",68,1.13531103730202
"818","sha","5",70,1.12899351119995
"819","sha","5",72,1.07482960820198
"820","sha","5",74,0.991398721933365
"821","sha","5",76,0.960759475827217
"822","sha","5",78,0.911326840519905
"823","sha","5",80,0.882242381572723
"824","sha","5",82,0.821278989315033
"825","sha","5",84,0.801265239715576
"826","sha","5",86,0.819521754980087
"827","sha","5",88,0.828054577112198
"828","sha","5",90,0.9096599817276
"829","sha","6",1.27222193825778e-13,0.897974729537964
"830","sha","6",2,0.788378268480301
"831","sha","6",4,0.784234613180161
"832","sha","6",6,0.784952163696289
"833","sha","6",8,0.798283353447914
"834","sha","6",10,0.774266213178635
"835","sha","6",12,0.826847299933434
"836","sha","6",14,0.763368621468544
"837","sha","6",16,0.792686626315117
"838","sha","6",18,0.941909909248352
"839","sha","6",20,0.885416656732559
"840","sha","6",22,0.944821417331696
"841","sha","6",24,0.904665067791939
"842","sha","6",26,0.943190172314644
"843","sha","6",28,0.992809891700745
"844","sha","6",30,1.19493854045868
"845","sha","6",32,1.36323857307434
"846","sha","6",34,1.32215856015682
"847","sha","6",36,1.33299368619919
"848","sha","6",38,1.43298330903053
"849","sha","6",40,1.41345021128654
"850","sha","6",42,1.5420797765255
"851","sha","6",44,1.69626244902611
"852","sha","6",46,1.77681687474251
"853","sha","6",48,1.53248554468155
"854","sha","6",50,1.63244867324829
"855","sha","6",52,1.6613784134388
"856","sha","6",54,1.50234389305115
"857","sha","6",56,1.47637471556664
"858","sha","6",58,1.55056613683701
"859","sha","6",60,1.50452426075935
"860","sha","6",62,1.35777875781059
"861","sha","6",64,1.26958850026131
"862","sha","6",66,1.23573106527328
"863","sha","6",68,1.0977598875761
"864","sha","6",70,1.00477509200573
"865","sha","6",72,0.987434461712837
"866","sha","6",74,0.86531013250351
"867","sha","6",76,0.856221064925194
"868","sha","6",78,0.887340396642685
"869","sha","6",80,0.775530308485031
"870","sha","6",82,0.794161975383759
"871","sha","6",84,0.780086517333984
"872","sha","6",86,0.732861131429672
"873","sha","6",88,0.676078408956528
"874","sha","6",90,0.73896199464798
"875","sha","7",1.27222193825778e-13,0.831026434898376
"876","sha","7",2,0.779421389102936
"877","sha","7",4,0.658632606267929
"878","sha","7",6,0.677206367254257
"879","sha","7",8,0.795838415622711
"880","sha","7",10,0.83635225892067
"881","sha","7",12,0.825560092926025
"882","sha","7",14,0.751984149217606
"883","sha","7",16,0.706557303667068
"884","sha","7",18,0.746845185756683
"885","sha","7",20,0.691077589988708
"886","sha","7",22,0.68360960483551
"887","sha","7",24,0.796252101659775
"888","sha","7",26,0.916226148605347
"889","sha","7",28,1.0523798763752
"890","sha","7",30,1.18298894166946
"891","sha","7",32,1.14634680747986
"892","sha","7",34,1.21206694841385
"893","sha","7",36,1.14974296092987
"894","sha","7",38,1.0354500412941
"895","sha","7",40,1.20921647548676
"896","sha","7",42,1.36314606666565
"897","sha","7",44,1.32397925853729
"898","sha","7",46,1.36960470676422
"899","sha","7",48,1.57185119390488
"900","sha","7",50,1.53504663705826
"901","sha","7",52,1.65558621287346
"902","sha","7",54,1.77716094255447
"903","sha","7",56,1.51467770338058
"904","sha","7",58,1.60244154930115
"905","sha","7",60,1.5653989315033
"906","sha","7",62,1.51846039295197
"907","sha","7",64,1.53859794139862
"908","sha","7",66,1.51481121778488
"909","sha","7",68,1.38318854570389
"910","sha","7",70,1.34255576133728
"911","sha","7",72,1.17618435621262
"912","sha","7",74,1.1028864979744
"913","sha","7",76,0.935938715934753
"914","sha","7",78,0.930792480707169
"915","sha","7",80,0.92252779006958
"916","sha","7",82,0.812234997749329
"917","sha","7",84,0.972754865884781
"918","sha","7",86,0.975221455097198
"919","sha","7",88,0.853079825639725
"920","sha","7",90,0.945206582546234
