"","accession","plant","angle","count"
"201","bay","5",32,1.27343422174454
"202","bay","5",34,1.21188242733479
"203","bay","5",36,1.28842315077782
"204","bay","5",38,1.21756179630756
"205","bay","5",40,1.14519095420837
"206","bay","5",42,1.04626201093197
"207","bay","5",44,1.15303593873978
"208","bay","5",46,1.09201145172119
"209","bay","5",48,1.18402597308159
"210","bay","5",50,1.21882943809032
"211","bay","5",52,1.19684508442879
"212","bay","5",54,1.18113465607166
"213","bay","5",56,1.09836368262768
"214","bay","5",58,0.993559703230858
"215","bay","5",60,0.962013378739357
"216","bay","5",62,0.9385926425457
"217","bay","5",64,0.76983380317688
"218","bay","5",66,0.650995165109634
"219","bay","5",68,0.700089633464813
"220","bay","5",70,0.665584251284599
"221","bay","5",72,0.663292869925499
"222","bay","5",74,0.584592342376709
"223","bay","5",76,0.546819627285004
"224","bay","5",78,0.493895627558231
"225","bay","5",80,0.445692643523216
"226","bay","5",82,0.476704925298691
"227","bay","5",84,0.514612711966038
"228","bay","5",86,0.455946527421474
"229","bay","5",88,0.432804398238659
"230","bay","5",90,0.516164690256119
"231","bay","6",1.27222193825778e-13,2.37559425830841
"232","bay","6",2,1.97356703877449
"233","bay","6",4,1.88393846154213
"234","bay","6",6,1.85208067297935
"235","bay","6",8,1.90559634566307
"236","bay","6",10,1.98972961306572
"237","bay","6",12,1.93651029467583
"238","bay","6",14,1.64588537812233
"239","bay","6",16,1.52857139706612
"240","bay","6",18,1.60131198167801
"241","bay","6",20,1.69517868757248
"242","bay","6",22,1.79746633768082
"243","bay","6",24,1.66251668334007
"244","bay","6",26,1.52576720714569
"245","bay","6",28,1.40071588754654
"246","bay","6",30,1.5474388897419
"247","bay","6",32,1.37554433941841
"248","bay","6",34,1.2632811665535
"249","bay","6",36,1.27692869305611
"250","bay","6",38,1.23746499419212
"251","bay","6",40,1.20490923523903
"252","bay","6",42,1.18166066706181
"253","bay","6",44,1.12992018461227
"254","bay","6",46,1.07336470484734
"255","bay","6",48,1.02016998827457
"256","bay","6",50,0.950180560350418
"257","bay","6",52,0.838881850242615
"258","bay","6",54,0.785881653428078
"259","bay","6",56,0.701303139328957
"260","bay","6",58,0.647404685616493
"261","bay","6",60,0.666746199131012
"262","bay","6",62,0.65632800757885
"263","bay","6",64,0.627143055200577
"264","bay","6",66,0.559794262051582
"265","bay","6",68,0.548524543642998
"266","bay","6",70,0.513037338852882
"267","bay","6",72,0.546975485980511
"268","bay","6",74,0.514192447066307
"269","bay","6",76,0.51976078748703
"270","bay","6",78,0.498628534376621
"271","bay","6",80,0.504693135619164
"272","bay","6",82,0.501542910933495
"273","bay","6",84,0.449348762631416
"274","bay","6",86,0.426953762769699
"275","bay","6",88,0.399329759180546
"276","bay","6",90,0.492066383361816
"277","bay","7",1.27222193825778e-13,1.37474966049194
"278","bay","7",2,1.25692349672318
"279","bay","7",4,1.16710555553436
"280","bay","7",6,1.23466396331787
"281","bay","7",8,1.13894188404083
"282","bay","7",10,1.24237769842148
"283","bay","7",12,1.27592211961746
"284","bay","7",14,1.27519929409027
"285","bay","7",16,1.37244164943695
"286","bay","7",18,1.3896262049675
"287","bay","7",20,1.33858233690262
"288","bay","7",22,1.27696394920349
"289","bay","7",24,1.23939263820648
"290","bay","7",26,1.32803422212601
"291","bay","7",28,1.40582686662674
"292","bay","7",30,1.22256737947464
"293","bay","7",32,1.34969758987427
"294","bay","7",34,1.17154204845428
"295","bay","7",36,1.36420547962189
"296","bay","7",38,1.58946201205254
"297","bay","7",40,1.50294455885887
"298","bay","7",42,1.59888288378716
"299","bay","7",44,1.5136955678463
"300","bay","7",46,1.50632807612419
"301","bay","7",48,1.57000142335892
"302","bay","7",50,1.46076583862305
"303","bay","7",52,1.27330154180527
"304","bay","7",54,1.22005993127823
"305","bay","7",56,1.21162712574005
"306","bay","7",58,1.21924644708633
"307","bay","7",60,1.08154192566872
"308","bay","7",62,0.927581250667572
"309","bay","7",64,0.905802994966507
"310","bay","7",66,0.916266143321991
"311","bay","7",68,0.751608163118362
"312","bay","7",70,0.715070962905884
"313","bay","7",72,0.702509343624115
"314","bay","7",74,0.644065082073212
"315","bay","7",76,0.571260362863541
"316","bay","7",78,0.569409102201462
"317","bay","7",80,0.533846110105515
"318","bay","7",82,0.506435409188271
"319","bay","7",84,0.505297854542732
"320","bay","7",86,0.500634387135506
"321","bay","7",88,0.48688280582428
"322","bay","7",90,0.556166648864746
"323","col","1",1.27222193825778e-13,1.4650217294693
"324","col","1",2,1.23985517024994
"325","col","1",4,1.2005872130394
"326","col","1",6,1.2191287279129
"327","col","1",8,1.23456585407257
"328","col","1",10,1.26164591312408
"329","col","1",12,1.24049332737923
"330","col","1",14,1.18327158689499
"331","col","1",16,1.22847723960876
"332","col","1",18,0.977118074893951
"333","col","1",20,0.931417196989059
"334","col","1",22,1.12308904528618
"335","col","1",24,1.00588405132294
"336","col","1",26,1.05883926153183
"337","col","1",28,1.15942043066025
"338","col","1",30,1.1391459107399
"339","col","1",32,1.01028499007225
"340","col","1",34,1.07725951075554
"341","col","1",36,0.975692361593246
"342","col","1",38,1.1298742890358
"343","col","1",40,1.3476842045784
"344","col","1",42,1.27594304084778
"345","col","1",44,1.42078375816345
"346","col","1",46,1.33708953857422
"347","col","1",48,1.29532116651535
"348","col","1",50,1.55509775876999
"349","col","1",52,1.65283250808716
"350","col","1",54,1.33735698461533
"351","col","1",56,1.46346151828766
"352","col","1",58,1.4448356628418
"353","col","1",60,1.27177786827087
"354","col","1",62,1.19604140520096
"355","col","1",64,1.33912533521652
"356","col","1",66,1.23700338602066
"357","col","1",68,1.07970950007439
"358","col","1",70,0.992686599493027
"359","col","1",72,1.00259077548981
"360","col","1",74,0.850073635578156
"361","col","1",76,0.770528465509415
"362","col","1",78,0.671625375747681
"363","col","1",80,0.599164366722107
"364","col","1",82,0.625830292701721
"365","col","1",84,0.649608552455902
"366","col","1",86,0.575482606887817
"367","col","1",88,0.572647958993912
"368","col","1",90,0.614273309707642
"369","col","2",1.27222193825778e-13,1.18130767345428
"370","col","2",2,1.21462938189507
"371","col","2",4,1.11838889122009
"372","col","2",6,1.12443965673447
"373","col","2",8,1.0159530043602
"374","col","2",10,1.20493268966675
"375","col","2",12,1.16691726446152
"376","col","2",14,1.02207770943642
"377","col","2",16,1.09885731339455
"378","col","2",18,1.17469769716263
"379","col","2",20,1.16827255487442
"380","col","2",22,1.3458725810051
"381","col","2",24,1.1765843629837
"382","col","2",26,1.22378847002983
"383","col","2",28,1.1455289721489
"384","col","2",30,0.972443044185638
"385","col","2",32,1.05431389808655
"386","col","2",34,1.19756954908371
"387","col","2",36,1.30810403823853
"388","col","2",38,1.28443974256516
"389","col","2",40,1.2089564204216
"390","col","2",42,1.3041906952858
"391","col","2",44,1.31810969114304
"392","col","2",46,1.41206955909729
"393","col","2",48,1.54079103469849
"394","col","2",50,1.64037758111954
"395","col","2",52,1.63871628046036
"396","col","2",54,1.37868279218674
"397","col","2",56,1.40422570705414
"398","col","2",58,1.43593841791153
"399","col","2",60,1.42982068657875
"400","col","2",62,1.25028449296951
"401","col","2",64,1.23554328083992
"402","col","2",66,1.21636325120926
"403","col","2",68,1.07506635785103
"404","col","2",70,0.9533631503582
"405","col","2",72,0.913146704435349
"406","col","2",74,0.807052880525589
"407","col","2",76,0.710765719413757
"408","col","2",78,0.67704850435257
"409","col","2",80,0.623024106025696
"410","col","2",82,0.556555077433586
"411","col","2",84,0.468751445412636
"412","col","2",86,0.446974620223045
"413","col","2",88,0.458553731441498
"414","col","2",90,0.574325919151306
"415","col","3",1.27222193825778e-13,1.48679703474045
"416","col","3",2,1.377789914608
"417","col","3",4,1.26024943590164
"418","col","3",6,1.17654567956924
"419","col","3",8,1.25177094340324
"420","col","3",10,1.27024334669113
"421","col","3",12,1.18557105958462
"422","col","3",14,1.09658619761467
"423","col","3",16,1.17638266086578
"424","col","3",18,1.30086041986942
"425","col","3",20,1.33340242505074
"426","col","3",22,1.2057977616787
"427","col","3",24,1.10166317224503
"428","col","3",26,1.18611179292202
"429","col","3",28,1.34275902807713
"430","col","3",30,1.45291379094124
"431","col","3",32,1.52350124716759
"432","col","3",34,1.56440512835979
"433","col","3",36,1.54648506641388
"434","col","3",38,1.50122421979904
"435","col","3",40,1.47844162583351
"436","col","3",42,1.45627969503403
"437","col","3",44,1.56717324256897
"438","col","3",46,1.49679580330849
"439","col","3",48,1.42618307471275
"440","col","3",50,1.40717706084251
"441","col","3",52,1.4028305709362
"442","col","3",54,1.38362789154053
"443","col","3",56,1.31789085268974
"444","col","3",58,1.28749758005142
"445","col","3",60,1.27932924032211
"446","col","3",62,1.13086184859276
"447","col","3",64,0.937486290931702
"448","col","3",66,0.920093327760696
"449","col","3",68,0.722904272377491
"450","col","3",70,0.626488603651524
"451","col","3",72,0.596630126237869
"452","col","3",74,0.515061177313328
"453","col","3",76,0.520605199038982
"454","col","3",78,0.54205410182476
"455","col","3",80,0.473935544490814
"456","col","3",82,0.412789724767208
"457","col","3",84,0.411440201103687
"458","col","3",86,0.428004868328571
"459","col","3",88,0.425980217754841
"460","col","3",90,0.469552382826805
"461","col","4",1.27222193825778e-13,1.3140013217926
"462","col","4",2,1.25479041039944
"463","col","4",4,1.34387245774269
"464","col","4",6,1.27922862768173
"465","col","4",8,1.16966050863266
"466","col","4",10,1.11351384222507
"467","col","4",12,1.09803014993668
"468","col","4",14,1.03523367643356
"469","col","4",16,1.02436496317387
"470","col","4",18,1.0374481678009
"471","col","4",20,0.953538358211517
"472","col","4",22,1.11366429924965
"473","col","4",24,1.21076263487339
"474","col","4",26,1.33692756295204
"475","col","4",28,1.4128460586071
"476","col","4",30,1.51739418506622
"477","col","4",32,1.52946442365646
"478","col","4",34,1.53430624306202
"479","col","4",36,1.60144171118736
"480","col","4",38,1.64416944980621
"481","col","4",40,1.72113081812859
"482","col","4",42,1.67768275737762
"483","col","4",44,1.45877861976624
"484","col","4",46,1.38679695129395
"485","col","4",48,1.45138373970985
"486","col","4",50,1.42641744017601
"487","col","4",52,1.51350083947182
"488","col","4",54,1.40534535050392
"489","col","4",56,1.28825438022614
"490","col","4",58,1.21399860084057
"491","col","4",60,1.03767231106758
"492","col","4",62,1.00317464768887
"493","col","4",64,1.02379502356052
"494","col","4",66,1.0323571562767
"495","col","4",68,0.905224204063416
"496","col","4",70,0.750863403081894
"497","col","4",72,0.703404039144516
"498","col","4",74,0.588676519691944
"499","col","4",76,0.501302644610405
"500","col","4",78,0.500422246754169
"501","col","4",80,0.500454567372799
"502","col","4",82,0.45756558328867
"503","col","4",84,0.425914257764816
"504","col","4",86,0.44644434005022
"505","col","4",88,0.454561159014702
"506","col","4",90,0.514439955353737
"507","col","5",1.27222193825778e-13,1.34472048282623
"508","col","5",2,1.17764928936958
"509","col","5",4,1.05911554396152
"510","col","5",6,0.96160414814949
"511","col","5",8,0.92552849650383
"512","col","5",10,0.926505595445633
"513","col","5",12,0.983175307512283
"514","col","5",14,0.997618407011032
"515","col","5",16,1.03687267005444
"516","col","5",18,1.0430843681097
"517","col","5",20,1.14160215854645
"518","col","5",22,1.20462657511234
"519","col","5",24,1.22573864459991
"520","col","5",26,1.24378800392151
"521","col","5",28,1.15593999624252
"522","col","5",30,1.16433282196522
"523","col","5",32,1.19076077640057
"524","col","5",34,1.26209519803524
"525","col","5",36,1.3343869894743
"526","col","5",38,1.28123627603054
"527","col","5",40,1.32291822135448
"528","col","5",42,1.42555600404739
"529","col","5",44,1.45485496520996
"530","col","5",46,1.75480324029922
"531","col","5",48,1.80851936340332
"532","col","5",50,1.79312059283257
"533","col","5",52,1.57966789603233
"534","col","5",54,1.43817260861397
"535","col","5",56,1.4136458337307
"536","col","5",58,1.31200990080833
"537","col","5",60,1.26869875192642
"538","col","5",62,1.07967625558376
"539","col","5",64,1.02858529984951
"540","col","5",66,1.02660924196243
"541","col","5",68,0.955467164516449
"542","col","5",70,0.912319242954254
"543","col","5",72,0.935835808515549
"544","col","5",74,0.882335394620895
"545","col","5",76,0.719296708703041
"546","col","5",78,0.688822388648987
"547","col","5",80,0.647860378026962
"548","col","5",82,0.630930587649345
"549","col","5",84,0.576369896531105
"550","col","5",86,0.559643313288689
"551","col","5",88,0.497245125472546
"552","col","5",90,0.598028182983398
"553","col","6",1.27222193825778e-13,1.81646180152893
"554","col","6",2,1.82874059677124
"555","col","6",4,1.78053086996078
"556","col","6",6,1.6732217669487
"557","col","6",8,1.51536428928375
"558","col","6",10,1.32063621282578
"559","col","6",12,1.28251820802689
"560","col","6",14,1.26535445451736
"561","col","6",16,1.33682751655579
"562","col","6",18,1.30269521474838
"563","col","6",20,1.67146617174149
"564","col","6",22,1.60481172800064
"565","col","6",24,1.45690768957138
"566","col","6",26,1.55304908752441
"567","col","6",28,1.34405297040939
"568","col","6",30,1.2784651517868
"569","col","6",32,1.1946137547493
"570","col","6",34,1.15969407558441
"571","col","6",36,1.3039328455925
"572","col","6",38,1.25217741727829
"573","col","6",40,1.28745347261429
"574","col","6",42,1.24637258052826
"575","col","6",44,1.24552389979362
"576","col","6",46,1.2048776447773
"577","col","6",48,1.23342257738113
"578","col","6",50,1.28516387939453
"579","col","6",52,1.24916779994965
"580","col","6",54,1.35381990671158
"581","col","6",56,1.21630084514618
"582","col","6",58,0.9138403236866
"583","col","6",60,0.862201005220413
"584","col","6",62,0.878830045461655
"585","col","6",64,0.783461511135101
"586","col","6",66,0.760831981897354
"587","col","6",68,0.72458890080452
"588","col","6",70,0.626234322786331
"589","col","6",72,0.589495569467545
"590","col","6",74,0.592713564634323
"591","col","6",76,0.57630780339241
"592","col","6",78,0.580904990434647
"593","col","6",80,0.539506375789642
"594","col","6",82,0.52822633087635
"595","col","6",84,0.466209903359413
"596","col","6",86,0.453719198703766
"597","col","6",88,0.485541805624962
"598","col","6",90,0.56398606300354
"599","sha","1",1.27222193825778e-13,1.18593001365662
"600","sha","1",2,0.734849661588669
"601","sha","1",4,0.660367071628571
"602","sha","1",6,0.714960098266602
"603","sha","1",8,0.683101207017899
"604","sha","1",10,0.789762884378433
"605","sha","1",12,0.833443284034729
"606","sha","1",14,0.76846244931221
"607","sha","1",16,0.917966306209564
"608","sha","1",18,1.15458768606186
"609","sha","1",20,1.34777078032494
"610","sha","1",22,1.51977148652077
"611","sha","1",24,0.900386855006218
"612","sha","1",26,0.664928704500198
"613","sha","1",28,0.592075824737549
"614","sha","1",30,0.634091228246689
"615","sha","1",32,0.72347953915596
"616","sha","1",34,0.71832150220871
"617","sha","1",36,0.8785400390625
"618","sha","1",38,0.907263189554214
"619","sha","1",40,1.10407069325447
"620","sha","1",42,1.19218212366104
"621","sha","1",44,1.32421326637268
"622","sha","1",46,1.26653218269348
"623","sha","1",48,1.26636081933975
"624","sha","1",50,1.36237180233002
"625","sha","1",52,1.49087381362915
"626","sha","1",54,1.61759859323502
"627","sha","1",56,1.60071629285812
"628","sha","1",58,1.6391766667366
"629","sha","1",60,1.93080657720566
"630","sha","1",62,1.82940101623535
"631","sha","1",64,1.69164729118347
"632","sha","1",66,1.91891932487488
"633","sha","1",68,2.01136893033981
"634","sha","1",70,1.78637188673019
"635","sha","1",72,1.51870650053024
"636","sha","1",74,1.27695029973984
"637","sha","1",76,1.03018969297409
"638","sha","1",78,0.89616996049881
"639","sha","1",80,0.756111860275269
"640","sha","1",82,0.649173408746719
"641","sha","1",84,0.602431058883667
"642","sha","1",86,0.641336739063263
"643","sha","1",88,0.542944312095642
"644","sha","1",90,0.632560312747955
"645","sha","2",1.27222193825778e-13,1.08579829335213
"646","sha","2",2,0.940019682049751
"647","sha","2",4,1.04727940261364
"648","sha","2",6,0.95699417591095
"649","sha","2",8,0.906702801585197
"650","sha","2",10,0.757125869393349
"651","sha","2",12,0.764183104038239
"652","sha","2",14,0.76422581076622
"653","sha","2",16,0.785637825727463
"654","sha","2",18,0.807441130280495
"655","sha","2",20,0.816308230161667
"656","sha","2",22,0.855969995260239
"657","sha","2",24,0.819048285484314
"658","sha","2",26,0.992735892534256
"659","sha","2",28,0.958074390888214
"660","sha","2",30,0.914436399936676
"661","sha","2",32,0.937818944454193
"662","sha","2",34,1.04661078751087
"663","sha","2",36,1.14462402462959
"664","sha","2",38,1.16386425495148
"665","sha","2",40,1.27644999325275
"666","sha","2",42,1.26179148256779
"667","sha","2",44,1.27734427154064
"668","sha","2",46,1.32766562700272
"669","sha","2",48,1.27776855230331
"670","sha","2",50,1.38725835084915
"671","sha","2",52,1.42870377004147
"672","sha","2",54,1.36812211573124
"673","sha","2",56,1.4455897808075
"674","sha","2",58,1.50164283812046
"675","sha","2",60,1.55395169556141
"676","sha","2",62,1.56136199831963
"677","sha","2",64,1.41423617303371
"678","sha","2",66,1.19882716238499
"679","sha","2",68,1.23053427040577
"680","sha","2",70,1.23922429978848
"681","sha","2",72,1.26075661182404
"682","sha","2",74,1.29998284578323
"683","sha","2",76,1.26138752698898
"684","sha","2",78,1.19608126580715
"685","sha","2",80,1.0919209420681
"686","sha","2",82,1.0209247469902
"687","sha","2",84,0.977549970149994
"688","sha","2",86,0.911949828267097
"689","sha","2",88,0.835722833871841
"690","sha","2",90,0.942501842975616
"691","sha","3",1.27222193825778e-13,0.87670162320137
"692","sha","3",2,0.741657353937626
"693","sha","3",4,0.791538596153259
"694","sha","3",6,0.786144509911537
"695","sha","3",8,0.803305372595787
"696","sha","3",10,0.868297010660172
"697","sha","3",12,0.88747002184391
"698","sha","3",14,0.909934416413307
"699","sha","3",16,0.876921191811562
"700","sha","3",18,0.870915368199348
"701","sha","3",20,0.886628225445747
"702","sha","3",22,0.85279592871666
"703","sha","3",24,0.775760382413864
"704","sha","3",26,0.79478557407856
"705","sha","3",28,0.883530512452126
"706","sha","3",30,0.959685906767845
"707","sha","3",32,1.08545508980751
"708","sha","3",34,1.27647390961647
"709","sha","3",36,1.40481518208981
"710","sha","3",38,1.33578334748745
"711","sha","3",40,1.34097047150135
"712","sha","3",42,1.37814581394196
"713","sha","3",44,1.27404384315014
"714","sha","3",46,1.36012890934944
"715","sha","3",48,1.54685100913048
"716","sha","3",50,1.35721734166145
"717","sha","3",52,1.29235716164112
"718","sha","3",54,1.30586516857147
"719","sha","3",56,1.42205306887627
"720","sha","3",58,1.44327491521835
"721","sha","3",60,1.38950645923615
"722","sha","3",62,1.34911814332008
"723","sha","3",64,1.40163141489029
"724","sha","3",66,1.38635584712029
"725","sha","3",68,1.5741885304451
"726","sha","3",70,1.39325666427612
"727","sha","3",72,1.21920078992844
"728","sha","3",74,1.19076742231846
"729","sha","3",76,1.13849879801273
"730","sha","3",78,0.960629478096962
"731","sha","3",80,0.941598132252693
"732","sha","3",82,0.950172379612923
"733","sha","3",84,0.876099720597267
"734","sha","3",86,0.893157288432121
"735","sha","3",88,0.906797811388969
"736","sha","3",90,0.955729067325592
"737","sha","4",1.27222193825778e-13,1.30978158116341
"738","sha","4",2,0.932539358735085
"739","sha","4",4,0.969588339328766
"740","sha","4",6,0.942804917693138
"741","sha","4",8,1.050586566329
"742","sha","4",10,0.896361961960793
"743","sha","4",12,0.872850432991982
"744","sha","4",14,0.808475911617279
"745","sha","4",16,0.766895845532417
"746","sha","4",18,0.798389032483101
"747","sha","4",20,0.816197112202644
"748","sha","4",22,0.847241848707199
"749","sha","4",24,0.919256404042244
"750","sha","4",26,0.976077422499657
"751","sha","4",28,0.949087902903557
"752","sha","4",30,1.0818105340004
"753","sha","4",32,1.32543812692165
"754","sha","4",34,1.31631502509117
"755","sha","4",36,1.29692970216274
"756","sha","4",38,1.31800010800362
"757","sha","4",40,1.29639035463333
"758","sha","4",42,1.26144686341286
"759","sha","4",44,1.45239971578121
"760","sha","4",46,1.49960227310658
"761","sha","4",48,1.53784848749638
"762","sha","4",50,1.59579139947891
"763","sha","4",52,1.74852123856544
"764","sha","4",54,1.87697023153305
"765","sha","4",56,1.75490328669548
"766","sha","4",58,1.61452293395996
"767","sha","4",60,1.55428105592728
"768","sha","4",62,1.45852074027061
"769","sha","4",64,1.29052439332008
"770","sha","4",66,1.24499103426933
"771","sha","4",68,1.27297881245613
"772","sha","4",70,1.08965295553207
"773","sha","4",72,1.02697063982487
"774","sha","4",74,0.909185722470284
"775","sha","4",76,0.809597954154015
"776","sha","4",78,0.781616136431694
"777","sha","4",80,0.721524119377136
"778","sha","4",82,0.686575815081596
"779","sha","4",84,0.606459870934486
"780","sha","4",86,0.574334807693958
"781","sha","4",88,0.499088704586029
"782","sha","4",90,0.591126054525375
