image, x, y, angle, count
53-22-high-1-1.tif,0,0,-90,0.4848177135
53-22-high-1-1.tif,0,0,-88,0.3530322611
53-22-high-1-1.tif,0,0,-86,0.3979480863
53-22-high-1-1.tif,0,0,-84,0.4411303103
53-22-high-1-1.tif,0,0,-82,0.3978040516
53-22-high-1-1.tif,0,0,-80,0.4851623178
53-22-high-1-1.tif,0,0,-78,0.4948776364
53-22-high-1-1.tif,0,0,-76,0.5330209732
53-22-high-1-1.tif,0,0,-74,0.5490151644
53-22-high-1-1.tif,0,0,-72,0.6118423939
53-22-high-1-1.tif,0,0,-70,0.5977331996
53-22-high-1-1.tif,0,0,-68,0.6150563359
53-22-high-1-1.tif,0,0,-66,0.5513871908
53-22-high-1-1.tif,0,0,-64,0.6016423106
53-22-high-1-1.tif,0,0,-62,0.6836719513
53-22-high-1-1.tif,0,0,-60,0.8321623802
53-22-high-1-1.tif,0,0,-58,1.0383410454
53-22-high-1-1.tif,0,0,-56,1.2099198103
53-22-high-1-1.tif,0,0,-54,1.2711526155
53-22-high-1-1.tif,0,0,-52,1.4122568369
53-22-high-1-1.tif,0,0,-50,1.6246993542
53-22-high-1-1.tif,0,0,-48,1.8834753036
53-22-high-1-1.tif,0,0,-46,1.9000825882
53-22-high-1-1.tif,0,0,-44,1.9581643343
53-22-high-1-1.tif,0,0,-42,1.8754068613
53-22-high-1-1.tif,0,0,-40,1.8398905993
53-22-high-1-1.tif,0,0,-38,1.7801537514
53-22-high-1-1.tif,0,0,-36,1.698243022
53-22-high-1-1.tif,0,0,-34,2.2403333187
53-22-high-1-1.tif,0,0,-32,1.9616088867
53-22-high-1-1.tif,0,0,-30,1.8086700439
53-22-high-1-1.tif,0,0,-28,1.7227859497
53-22-high-1-1.tif,0,0,-26,1.7964259386
53-22-high-1-1.tif,0,0,-24,1.4835749865
53-22-high-1-1.tif,0,0,-22,1.1792453527
53-22-high-1-1.tif,0,0,-20,1.2115539312
53-22-high-1-1.tif,0,0,-18,1.2639969587
53-22-high-1-1.tif,0,0,-16,1.3627051115
53-22-high-1-1.tif,0,0,-14,1.3317842484
53-22-high-1-1.tif,0,0,-12,1.5876002312
53-22-high-1-1.tif,0,0,-10,1.1820049286
53-22-high-1-1.tif,0,0,-8,1.1162116528
53-22-high-1-1.tif,0,0,-6,1.2546362877
53-22-high-1-1.tif,0,0,-4,0.9380092025
53-22-high-1-1.tif,0,0,-2,1.006324172
53-22-high-1-1.tif,0,0,1.27222193825778E-013,1.212200284
53-22-high-1-1.tif,0,0,2,1.1447525024
53-22-high-1-1.tif,0,0,4,1.2879470587
53-22-high-1-1.tif,0,0,6,1.1417598724
53-22-high-1-1.tif,0,0,8,1.3709586859
53-22-high-1-1.tif,0,0,10,1.3799059391
53-22-high-1-1.tif,0,0,12,1.312015295
53-22-high-1-1.tif,0,0,14,1.2269057035
53-22-high-1-1.tif,0,0,16,1.2482360601
53-22-high-1-1.tif,0,0,18,1.4347081184
53-22-high-1-1.tif,0,0,20,1.4383759499
53-22-high-1-1.tif,0,0,22,1.406961441
53-22-high-1-1.tif,0,0,24,1.3257882595
53-22-high-1-1.tif,0,0,26,1.3298619986
53-22-high-1-1.tif,0,0,28,1.1961593628
53-22-high-1-1.tif,0,0,30,1.2280012369
53-22-high-1-1.tif,0,0,32,1.1727595329
53-22-high-1-1.tif,0,0,34,1.4767700434
53-22-high-1-1.tif,0,0,36,1.5359321833
53-22-high-1-1.tif,0,0,38,1.4611865282
53-22-high-1-1.tif,0,0,40,1.6865350008
53-22-high-1-1.tif,0,0,42,1.3935521841
53-22-high-1-1.tif,0,0,44,1.3921554089
53-22-high-1-1.tif,0,0,46,1.147359848
53-22-high-1-1.tif,0,0,48,0.963937223
53-22-high-1-1.tif,0,0,50,1.3278045654
53-22-high-1-1.tif,0,0,52,1.5540207624
53-22-high-1-1.tif,0,0,54,1.8560920954
53-22-high-1-1.tif,0,0,56,1.2265053988
53-22-high-1-1.tif,0,0,58,0.9510325789
53-22-high-1-1.tif,0,0,60,0.8845274448
53-22-high-1-1.tif,0,0,62,0.8446325064
53-22-high-1-1.tif,0,0,64,0.6269308925
53-22-high-1-1.tif,0,0,66,0.5528686643
53-22-high-1-1.tif,0,0,68,0.5247447491
53-22-high-1-1.tif,0,0,70,0.591067791
53-22-high-1-1.tif,0,0,72,0.4893049598
53-22-high-1-1.tif,0,0,74,0.4044678509
53-22-high-1-1.tif,0,0,76,0.4205221832
53-22-high-1-1.tif,0,0,78,0.4779760838
53-22-high-1-1.tif,0,0,80,0.4180170298
53-22-high-1-1.tif,0,0,82,0.3366575837
53-22-high-1-1.tif,0,0,84,0.3262934685
53-22-high-1-1.tif,0,0,86,0.3693723977
53-22-high-1-1.tif,0,0,88,0.3328739703
53-22-high-2-2.tif,0,0,-90,0.4556939006
53-22-high-2-2.tif,0,0,-88,0.2101558596
53-22-high-2-2.tif,0,0,-86,0.2641469538
53-22-high-2-2.tif,0,0,-84,0.2507086396
53-22-high-2-2.tif,0,0,-82,0.2622444928
53-22-high-2-2.tif,0,0,-80,0.2987220585
53-22-high-2-2.tif,0,0,-78,0.3515653312
53-22-high-2-2.tif,0,0,-76,0.2856394649
53-22-high-2-2.tif,0,0,-74,0.3262162507
53-22-high-2-2.tif,0,0,-72,0.3868382871
53-22-high-2-2.tif,0,0,-70,0.436249584
53-22-high-2-2.tif,0,0,-68,0.4636265337
53-22-high-2-2.tif,0,0,-66,0.4526850879
53-22-high-2-2.tif,0,0,-64,0.4855397046
53-22-high-2-2.tif,0,0,-62,0.5024713278
53-22-high-2-2.tif,0,0,-60,0.6196987033
53-22-high-2-2.tif,0,0,-58,0.8031160235
53-22-high-2-2.tif,0,0,-56,0.8944688439
53-22-high-2-2.tif,0,0,-54,0.9769995809
53-22-high-2-2.tif,0,0,-52,1.4168229103
53-22-high-2-2.tif,0,0,-50,1.5902004242
53-22-high-2-2.tif,0,0,-48,1.4333173037
53-22-high-2-2.tif,0,0,-46,1.3253725767
53-22-high-2-2.tif,0,0,-44,1.2278145552
53-22-high-2-2.tif,0,0,-42,1.342266798
53-22-high-2-2.tif,0,0,-40,1.236179471
53-22-high-2-2.tif,0,0,-38,1.2495058775
53-22-high-2-2.tif,0,0,-36,1.3174064159
53-22-high-2-2.tif,0,0,-34,1.4127800465
53-22-high-2-2.tif,0,0,-32,1.5315080881
53-22-high-2-2.tif,0,0,-30,1.7058200836
53-22-high-2-2.tif,0,0,-28,1.7352930307
53-22-high-2-2.tif,0,0,-26,1.5514205694
53-22-high-2-2.tif,0,0,-24,1.3316082954
53-22-high-2-2.tif,0,0,-22,1.5131108761
53-22-high-2-2.tif,0,0,-20,1.5303702354
53-22-high-2-2.tif,0,0,-18,1.4030038118
53-22-high-2-2.tif,0,0,-16,1.2511137724
53-22-high-2-2.tif,0,0,-14,1.7551878691
53-22-high-2-2.tif,0,0,-12,1.6524208784
53-22-high-2-2.tif,0,0,-10,1.9643996954
53-22-high-2-2.tif,0,0,-8,3.0977857113
53-22-high-2-2.tif,0,0,-6,2.7995820045
53-22-high-2-2.tif,0,0,-4,2.0950241089
53-22-high-2-2.tif,0,0,-2,2.7865874767
53-22-high-2-2.tif,0,0,1.27222193825778E-013,2.211735487
53-22-high-2-2.tif,0,0,2,1.5918713808
53-22-high-2-2.tif,0,0,4,2.0798766613
53-22-high-2-2.tif,0,0,6,1.7228255272
53-22-high-2-2.tif,0,0,8,1.5968211889
53-22-high-2-2.tif,0,0,10,2.0169579983
53-22-high-2-2.tif,0,0,12,2.13651824
53-22-high-2-2.tif,0,0,14,2.1132109165
53-22-high-2-2.tif,0,0,16,1.578435421
53-22-high-2-2.tif,0,0,18,1.5482507944
53-22-high-2-2.tif,0,0,20,1.6646947861
53-22-high-2-2.tif,0,0,22,1.4202721119
53-22-high-2-2.tif,0,0,24,1.0696254969
53-22-high-2-2.tif,0,0,26,1.0760272741
53-22-high-2-2.tif,0,0,28,0.9716135859
53-22-high-2-2.tif,0,0,30,1.243593812
53-22-high-2-2.tif,0,0,32,1.3861898184
53-22-high-2-2.tif,0,0,34,1.2607313395
53-22-high-2-2.tif,0,0,36,1.1124269962
53-22-high-2-2.tif,0,0,38,1.1564290524
53-22-high-2-2.tif,0,0,40,1.1524362564
53-22-high-2-2.tif,0,0,42,1.2220253944
53-22-high-2-2.tif,0,0,44,1.4629514217
53-22-high-2-2.tif,0,0,46,1.6128422022
53-22-high-2-2.tif,0,0,48,1.1339938641
53-22-high-2-2.tif,0,0,50,1.12616539
53-22-high-2-2.tif,0,0,52,1.0593630075
53-22-high-2-2.tif,0,0,54,0.8997790217
53-22-high-2-2.tif,0,0,56,0.8454554081
53-22-high-2-2.tif,0,0,58,0.8828092217
53-22-high-2-2.tif,0,0,60,0.6987423897
53-22-high-2-2.tif,0,0,62,0.6203978062
53-22-high-2-2.tif,0,0,64,0.4768660963
53-22-high-2-2.tif,0,0,66,0.5086802244
53-22-high-2-2.tif,0,0,68,0.4399891496
53-22-high-2-2.tif,0,0,70,0.3938461542
53-22-high-2-2.tif,0,0,72,0.3324991763
53-22-high-2-2.tif,0,0,74,0.3160378337
53-22-high-2-2.tif,0,0,76,0.3090161085
53-22-high-2-2.tif,0,0,78,0.3426798284
53-22-high-2-2.tif,0,0,80,0.3071160018
53-22-high-2-2.tif,0,0,82,0.2552387416
53-22-high-2-2.tif,0,0,84,0.2052050382
53-22-high-2-2.tif,0,0,86,0.2047956437
53-22-high-2-2.tif,0,0,88,0.2502712011
53-22-high-3-1.tif,0,0,-90,0.489341557
53-22-high-3-1.tif,0,0,-88,0.4206387103
53-22-high-3-1.tif,0,0,-86,0.4820883274
53-22-high-3-1.tif,0,0,-84,0.4712203145
53-22-high-3-1.tif,0,0,-82,0.4821356535
53-22-high-3-1.tif,0,0,-80,0.6578804851
53-22-high-3-1.tif,0,0,-78,0.5881655216
53-22-high-3-1.tif,0,0,-76,0.5785908103
53-22-high-3-1.tif,0,0,-74,0.5689473152
53-22-high-3-1.tif,0,0,-72,0.5686574578
53-22-high-3-1.tif,0,0,-70,0.76260674
53-22-high-3-1.tif,0,0,-68,0.738920927
53-22-high-3-1.tif,0,0,-66,0.7441769838
53-22-high-3-1.tif,0,0,-64,0.8390952349
53-22-high-3-1.tif,0,0,-62,0.7775950432
53-22-high-3-1.tif,0,0,-60,0.7708746195
53-22-high-3-1.tif,0,0,-58,0.9022652507
53-22-high-3-1.tif,0,0,-56,1.0297601223
53-22-high-3-1.tif,0,0,-54,1.2704826593
53-22-high-3-1.tif,0,0,-52,1.3652966022
53-22-high-3-1.tif,0,0,-50,1.2980344296
53-22-high-3-1.tif,0,0,-48,1.4842079878
53-22-high-3-1.tif,0,0,-46,1.7913218737
53-22-high-3-1.tif,0,0,-44,1.4712092876
53-22-high-3-1.tif,0,0,-42,1.2789775133
53-22-high-3-1.tif,0,0,-40,1.1754989624
53-22-high-3-1.tif,0,0,-38,1.1223906279
53-22-high-3-1.tif,0,0,-36,1.170437932
53-22-high-3-1.tif,0,0,-34,1.0206847191
53-22-high-3-1.tif,0,0,-32,1.050976634
53-22-high-3-1.tif,0,0,-30,1.4724066257
53-22-high-3-1.tif,0,0,-28,1.6710891724
53-22-high-3-1.tif,0,0,-26,1.7629848719
53-22-high-3-1.tif,0,0,-24,1.5502234697
53-22-high-3-1.tif,0,0,-22,1.5048816204
53-22-high-3-1.tif,0,0,-20,1.4845967293
53-22-high-3-1.tif,0,0,-18,1.4254513979
53-22-high-3-1.tif,0,0,-16,1.558139205
53-22-high-3-1.tif,0,0,-14,1.8725503683
53-22-high-3-1.tif,0,0,-12,1.834936738
53-22-high-3-1.tif,0,0,-10,1.7861685753
53-22-high-3-1.tif,0,0,-8,1.6749830246
53-22-high-3-1.tif,0,0,-6,1.4201651812
53-22-high-3-1.tif,0,0,-4,1.0037872791
53-22-high-3-1.tif,0,0,-2,1.4946608543
53-22-high-3-1.tif,0,0,1.27222193825778E-013,2.1445174217
53-22-high-3-1.tif,0,0,2,1.6880859137
53-22-high-3-1.tif,0,0,4,1.5069177151
53-22-high-3-1.tif,0,0,6,1.7096220255
53-22-high-3-1.tif,0,0,8,1.5842756033
53-22-high-3-1.tif,0,0,10,1.6722369194
53-22-high-3-1.tif,0,0,12,1.6455863714
53-22-high-3-1.tif,0,0,14,1.468132019
53-22-high-3-1.tif,0,0,16,1.4436473846
53-22-high-3-1.tif,0,0,18,1.4235198498
53-22-high-3-1.tif,0,0,20,1.4978318214
53-22-high-3-1.tif,0,0,22,1.4961748123
53-22-high-3-1.tif,0,0,24,1.5361987352
53-22-high-3-1.tif,0,0,26,1.3536988497
53-22-high-3-1.tif,0,0,28,1.0457702875
53-22-high-3-1.tif,0,0,30,1.3488805294
53-22-high-3-1.tif,0,0,32,1.1362620592
53-22-high-3-1.tif,0,0,34,0.9942820072
53-22-high-3-1.tif,0,0,36,1.1126315594
53-22-high-3-1.tif,0,0,38,1.2037085295
53-22-high-3-1.tif,0,0,40,1.2420200109
53-22-high-3-1.tif,0,0,42,1.1800928116
53-22-high-3-1.tif,0,0,44,1.1828385592
53-22-high-3-1.tif,0,0,46,1.1542160511
53-22-high-3-1.tif,0,0,48,1.1233872175
53-22-high-3-1.tif,0,0,50,1.4106659889
53-22-high-3-1.tif,0,0,52,1.4350759983
53-22-high-3-1.tif,0,0,54,1.1396150589
53-22-high-3-1.tif,0,0,56,0.9051781297
53-22-high-3-1.tif,0,0,58,0.8210831881
53-22-high-3-1.tif,0,0,60,0.9051647782
53-22-high-3-1.tif,0,0,62,0.7314847112
53-22-high-3-1.tif,0,0,64,0.6810147166
53-22-high-3-1.tif,0,0,66,0.7420693636
53-22-high-3-1.tif,0,0,68,0.6776405573
53-22-high-3-1.tif,0,0,70,0.6843594909
53-22-high-3-1.tif,0,0,72,0.5875099897
53-22-high-3-1.tif,0,0,74,0.5135529041
53-22-high-3-1.tif,0,0,76,0.5183265805
53-22-high-3-1.tif,0,0,78,0.508831799
53-22-high-3-1.tif,0,0,80,0.3640707135
53-22-high-3-1.tif,0,0,82,0.3835346401
53-22-high-3-1.tif,0,0,84,0.4218412638
53-22-high-3-1.tif,0,0,86,0.4013796151
53-22-high-3-1.tif,0,0,88,0.3835597038
53-22-high-4-2.tif,0,0,-90,0.6303080916
53-22-high-4-2.tif,0,0,-88,0.3816582263
53-22-high-4-2.tif,0,0,-86,0.4339942634
53-22-high-4-2.tif,0,0,-84,0.5123557448
53-22-high-4-2.tif,0,0,-82,0.5808508992
53-22-high-4-2.tif,0,0,-80,0.7663867474
53-22-high-4-2.tif,0,0,-78,0.9713172913
53-22-high-4-2.tif,0,0,-76,0.9680824876
53-22-high-4-2.tif,0,0,-74,1.0295363665
53-22-high-4-2.tif,0,0,-72,1.0780894756
53-22-high-4-2.tif,0,0,-70,1.0930876732
53-22-high-4-2.tif,0,0,-68,1.1272332668
53-22-high-4-2.tif,0,0,-66,1.0186811686
53-22-high-4-2.tif,0,0,-64,1.0011043549
53-22-high-4-2.tif,0,0,-62,1.1555278301
53-22-high-4-2.tif,0,0,-60,1.0565519333
53-22-high-4-2.tif,0,0,-58,0.8555182815
53-22-high-4-2.tif,0,0,-56,0.9096679688
53-22-high-4-2.tif,0,0,-54,0.9625515342
53-22-high-4-2.tif,0,0,-52,0.9610033035
53-22-high-4-2.tif,0,0,-50,1.3236504793
53-22-high-4-2.tif,0,0,-48,1.4256615639
53-22-high-4-2.tif,0,0,-46,1.5552639961
53-22-high-4-2.tif,0,0,-44,1.6856079102
53-22-high-4-2.tif,0,0,-42,1.7451324463
53-22-high-4-2.tif,0,0,-40,2.2365291119
53-22-high-4-2.tif,0,0,-38,1.8080170155
53-22-high-4-2.tif,0,0,-36,1.7293059826
53-22-high-4-2.tif,0,0,-34,1.333995223
53-22-high-4-2.tif,0,0,-32,1.3729183674
53-22-high-4-2.tif,0,0,-30,1.2552422285
53-22-high-4-2.tif,0,0,-28,1.2595368624
53-22-high-4-2.tif,0,0,-26,1.3054767847
53-22-high-4-2.tif,0,0,-24,1.2886925936
53-22-high-4-2.tif,0,0,-22,1.4387241602
53-22-high-4-2.tif,0,0,-20,1.4336271286
53-22-high-4-2.tif,0,0,-18,1.5248794556
53-22-high-4-2.tif,0,0,-16,2.5074400902
53-22-high-4-2.tif,0,0,-14,2.7339246273
53-22-high-4-2.tif,0,0,-12,2.3309113979
53-22-high-4-2.tif,0,0,-10,1.4957011938
53-22-high-4-2.tif,0,0,-8,1.4569884539
53-22-high-4-2.tif,0,0,-6,1.4598852396
53-22-high-4-2.tif,0,0,-4,1.2296391726
53-22-high-4-2.tif,0,0,-2,1.6347510815
53-22-high-4-2.tif,0,0,1.27222193825778E-013,2.0254015923
53-22-high-4-2.tif,0,0,2,1.0950146914
53-22-high-4-2.tif,0,0,4,1.3789534569
53-22-high-4-2.tif,0,0,6,1.1825782061
53-22-high-4-2.tif,0,0,8,1.123552084
53-22-high-4-2.tif,0,0,10,1.1156448126
53-22-high-4-2.tif,0,0,12,1.1044251919
53-22-high-4-2.tif,0,0,14,1.0763907433
53-22-high-4-2.tif,0,0,16,0.7531421185
53-22-high-4-2.tif,0,0,18,1.0620086193
53-22-high-4-2.tif,0,0,20,0.886028707
53-22-high-4-2.tif,0,0,22,0.906631887
