image,time_in_serie,segment_id,length,direction,startx,starty,endx,endy,apex_id,intensity,intensity_ratio,diameter,repx,repy
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,98b40913-ceaf-4347-9050-5170ac8935b1,19.697716,23.962489952184455,1134,209,1142,227,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,e958530c-3213-41fe-8934-b64ce863bebc,78.10249,13.324523594912307,1041,212,1023,288,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,57b85d5f-5587-401f-94fb-c4653a802879,21.931713,46.84761250220248,987,226,1003,241,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,9b22c4c6-06c1-458d-b535-6be2a0303582,39.357338,27.21611886521174,1120,238,1138,273,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,a66dc623-06e1-490e-95e7-23db64677c6b,105.1903,24.128408907502433,1062,240,1105,336,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,b68d0fb7-6cc7-49db-b51d-a6e7438b00d1,23.600847,53.615645584277445,930,246,911,260,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,b4cf5995-e42a-4a8c-9f4c-0f327ab08c98,40.459858,39.98687872622145,972,261,998,292,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,b7527e25-669f-4be1-baf6-a2cb9811785c,18.248287,9.462324826836891,886,262,883,280,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,676334a7-9686-4a03-bf86-69ca0773f216,29.832869,50.440331620273525,907,266,884,285,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,be1b03c1-607f-462a-91d9-98368b39a913,40.853397,21.540969325361516,927,275,942,313,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,7ea1c4ab-80ee-4055-8759-8636dae17be6,34.0,61.92750769094107,1022,277,992,293,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,93abddc7-4f95-4dbb-a014-6cc7391a32ae,51.662365,14.57422964697119,884,286,871,336,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,6e7a870e-ac1f-4118-bc30-4e55207016fe,19.416489,11.888653906835543,887,286,883,305,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,8765bdbd-12e8-48ba-b9c7-57f413dda5bd,73.3553,27.61303345176887,1051,289,1017,354,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,383c2e28-78b7-4449-9acd-318d317dbef1,27.45906,33.11133573362912,991,293,976,316,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,aaf551be-62a7-4b04-9f03-746f2aa6d22f,52.69725,33.38850481014825,1051,311,1022,355,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,74a3ba69-e61b-4559-9249-4c715ee1f5e6,31.95309,20.13629994141337,1132,320,1143,350,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,31bda8fb-9f80-4246-b54b-9a08ae862eb7,61.220913,51.63251381914259,810,333,762,371,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,bc8dfece-4ffc-407e-b7cb-6fb29cecf2df,31.827662,43.72695371193703,1256,335,1278,358,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,a736324b-045b-4c46-af16-a8dd9caa7160,15.0,53.13010109655957,1115,336,1103,345,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,28a2bf04-0e4e-4442-bbf8-491d202ddea4,19.235384,27.89727860426811,1185,337,1176,354,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,14e261b3-9748-4b16-8d4e-3dcee49ccb76,34.713108,41.49645981582097,1094,341,1117,367,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,2e080c5b-072b-4e90-bc3a-712ed67c616a,20.518284,43.02506844595749,836,345,822,360,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,eae847dc-98c3-475a-bfce-18d6b95e09f9,20.396078,11.309919684572662,875,345,879,365,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,d1cc8c7c-f959-47ee-adbc-3e8191d64bca,28.635643,24.775145859632573,1248,348,1260,374,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,b27c664f-ff60-4651-bf3f-bc2065774b08,31.320919,16.699238101545575,726,356,717,386,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,75197525-151d-420e-8c04-b8244cbf3969,83.60024,6.869996195740896,1017,356,1027,439,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,f9a3e337-c344-4573-a02e-a17c575eb6b1,23.853722,56.97612734317107,855,358,875,371,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,4b035bc9-55ea-452c-9d9b-1e7ba8a1970e,36.619667,34.99201602770444,1123,358,1144,388,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,55327a22-936d-4ff6-b458-a298d5985eae,49.09175,33.366374997237386,917,366,890,407,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,9bef2827-b341-4f84-b5b6-64771607ad4b,25.942244,62.447189464130645,740,376,717,388,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,ec155eea-3c51-497c-8a15-6b46a1a44abf,50.24938,5.7105838780189515,875,379,870,429,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,158f38bf-7696-45f4-a619-ae7886752eae,58.412327,38.047050360424464,1163,380,1199,426,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,e9a1e127-2a0a-4388-928a-f114392a2abd,37.64306,39.6106992274938,1292,380,1316,409,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,bd8f8b94-66fd-4d7b-ab1f-34525681b5d2,26.400757,52.69605623518362,710,398,689,414,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,d229d30e-d9c4-4763-8ce5-da0bee1509e0,30.870699,65.09522648458793,935,407,907,420,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,a262b11c-5875-4980-b3ef-52a14577d37b,30.88689,29.05461317799174,889,408,874,435,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,828dab5a-266a-48fe-943b-21f865501562,156.08011,26.236724379745283,1316,409,1385,549,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,d985ce2a-e631-4c17-91f4-3b47b64909bf,21.954498,30.06859574141515,1129,410,1118,429,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,b3c4773e-b70e-479d-9a4d-84ca755a24c6,25.495098,48.17982587294446,965,412,946,429,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,864c1be0-01b8-40f9-ab98-dc8c127f563c,21.189621,19.290039503248806,1071,423,1078,443,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,647ed828-b22b-4642-bebf-0501037cc8cb,26.925823,31.328685047503143,1199,425,1213,448,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,327626ef-1819-495e-8e2e-591bacae2e9a,35.510563,80.27239996046717,1391,426,1426,432,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,69f56304-9e3c-44f2-92e4-fee9eb57d88f,35.805027,35.90972024458739,1132,430,1153,459,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,5b1f2167-6c0f-4dd4-96bd-e32cf087dec0,63.505905,63.83843069617055,680,435,623,463,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,55f65b23-3845-4e5e-a041-22d3bfeb0b0d,37.107952,14.036230672918293,868,438,877,474,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,7077f6b9-37f9-4c0f-a3bb-ba05f3460bfc,25.059929,61.38952237726647,1476,445,1498,457,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,85ea5757-8c2a-4ca2-9173-52848d6ba313,59.77458,17.525581708090385,867,446,849,503,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,a7b4db12-3a21-402f-8b16-e56d7119472f,35.805027,54.09029045657064,1499,452,1528,473,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,60a69304-e2e4-4189-a78f-8c8f0f875faf,61.05735,31.607493369423082,1217,453,1249,505,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,b4cd4c84-507d-48e1-a4c8-e23f4bf076b3,19.924858,72.47443992046462,1151,464,1132,470,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,6721ac84-bd98-4e82-8232-ae295d97f625,31.400637,52.765151795318104,1308,464,1333,483,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,933bdb50-5bc5-4780-9636-8e92c40bb605,44.922153,16.821416525418755,957,470,944,513,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,8e006b8d-a8b6-482d-9c82-c12908bc1b3c,45.35416,14.036230672918293,915,475,926,519,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,95eb19f8-ed87-4cd8-bc36-d4844c035dfe,43.382023,25.97438910761275,874,489,855,528,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,0b8a59ed-166a-4c32-b18b-6f2a27dabc23,59.94164,27.847582147867087,848,495,820,548,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,c35a1217-5df5-4019-831b-302bba608bfe,23.43075,39.805578184892624,1311,504,1326,522,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,f58c2201-1a71-4c31-a968-476e91331a4f,21.189621,70.70994387715251,1250,505,1270,512,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,4174bb95-4666-4f57-895e-fc6d6e9e081a,33.734257,11.97613496972508,705,509,698,542,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,dfcae86a-5381-47dc-b9b3-3fa78589c30b,91.06591,31.071650002166564,553,514,506,592,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,a8288046-f053-4e7b-b490-c8c76d746aa9,18.601076,53.746158205428685,1042,515,1057,526,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,683c885a-d2c2-4a37-8358-fd0a2a9341fa,32.55764,10.619659400560522,1181,517,1175,549,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,5520187d-fb63-4688-8c5e-fe0d4b205e96,21.377558,10.784295646805163,1284,524,1288,545,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,82f018b7-de92-47ca-8a06-ebf8d65a3fcd,16.492422,75.96378002823968,855,529,871,533,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,69a4f084-be72-43cf-9644-a6d3bf597228,75.16648,3.8140862323165265,1010,532,1005,607,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,fb271340-0b36-4392-8bdc-743870c8f85e,20.518284,46.97493952221919,854,534,839,548,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,b546ce03-cdee-4e88-addb-4d5b2c9005f9,35.35534,61.26019820903082,819,540,788,557,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,fbeb4d8c-658c-4687-bd3c-31bdd20d80a4,23.409399,19.98311245870832,1136,547,1144,569,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,95ea2998-546b-4813-abf5-a59ef3683992,35.128338,4.899102763108033,1175,550,1172,585,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,355d9777-d994-48d3-986c-80aa0c155363,25.495098,78.69006369582866,1439,558,1464,563,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,67bdc1a2-47ad-4b09-8354-e5712bebd4f1,22.472204,20.854453351505185,1371,559,1379,580,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,ae4c703e-cf89-4358-963c-bf8be09d9c45,20.518284,43.025056152069794,1084,562,1098,577,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,628d4d4c-1bdc-4076-a831-8a891a8aeaee,51.62364,44.21517563380951,839,566,875,603,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,367e5141-2fbc-450e-b21f-a3286bc12c08,46.572525,14.931421219806197,678,567,666,612,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,18705b9c-b598-4c08-96b1-5445a21d807e,18.248287,80.53768314133978,559,576,541,579,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,b7902d2b-d322-472e-9872-47ef74dffddb,23.600847,36.38436375038992,619,578,633,597,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,a65fa8c2-5936-4f04-aa1d-0e612afad8f5,32.695564,66.57131369298838,1097,578,1127,591,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,b94bb943-091d-4843-b2e9-51a89cfe7b38,86.55634,40.314098062487716,803,581,747,647,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,fb7ce964-2dff-4e0e-bb04-34170e60eed5,17.262676,79.99203298892581,1144,583,1127,586,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,ecdbd733-0046-4898-b2d9-9a55d5f86771,93.04838,20.77224382816425,1230,585,1197,672,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,19f464ea-c640-4ef6-9dab-e5da6afc0929,48.507732,14.322716127465299,1395,585,1407,632,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,73e59f39-3226-446a-880f-5074c4a08c69,46.238514,21.571293998785706,1128,587,1111,630,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,d9317d70-7c44-4237-bc4a-26eb5e936c3a,28.178005,27.474435253130963,891,595,878,620,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,3d10da30-354f-4244-8555-7496694a893e,27.802877,52.30575190525241,700,597,678,614,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,7c2711ef-2550-497e-b9f6-858ae3e00194,32.24903,7.125008138592534,972,597,976,629,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,22390a08-74a8-4abf-8739-86863d168dc4,38.013157,26.565063867035462,495,601,478,635,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,d7d98463-66e4-497c-b8ae-1445e6a23c4f,29.12044,74.05460418494707,469,604,441,612,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,346d8287-cd75-4262-ab9a-d4239faca2a9,161.41872,33.88694469501908,875,604,785,738,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,6e3b68fe-9b72-4175-87dd-e584735f6f7d,26.57066,70.20113439863096,960,604,935,613,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,5099ecbe-6261-4d61-a5a2-cd3ec7d1a595,25.632011,20.556054680555008,665,606,656,630,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,f86d5810-4f25-48e8-82ce-ce5c4a74e20d,64.884514,24.590128328904626,1392,606,1365,665,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,b84f6ac5-a5df-45aa-b3c4-f25ce599ffd5,18.973665,71.56505487399079,655,609,637,615,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,c6277a0c-7d47-430e-9911-e92866dc4e53,34.132095,5.042454773408281,773,609,770,643,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,13ad22ce-9bb6-400a-898d-a3eb42330caa,29.529646,61.69924276887923,1096,610,1070,624,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,5e00f95f-51d7-4df5-8869-e12a83ac930f,30.016663,60.01836053489578,440,611,414,626,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,e7fd6b86-6f58-4319-92ee-584e3a1dc04e,29.614185,11.689377674101934,892,612,898,641,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,69682657-d5cf-44ec-9c01-e49746fd7ace,55.072678,29.357764294113593,719,617,692,665,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,a3a32a68-4bbc-47b5-be3a-d76a9fd2432c,72.33948,5.55297043273174,1003,619,996,691,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,26516d23-c95c-458c-bc38-95d516f85c27,63.245552,34.69514868561902,547,624,583,676,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,ba055374-5154-4aa0-bed0-ece9fe79f4a1,43.965897,17.198552250630172,1394,631,1381,673,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,33975c30-6685-428a-924d-989ffaf657e3,36.124783,48.36645532831653,664,632,691,656,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,5afd933f-4f8b-4f65-822c-807655b07046,26.907248,41.987207541195716,1136,635,1118,655,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,586aab16-34e2-4686-bf9a-cf6a3d14ae90,44.38468,14.349326544471694,1320,639,1331,682,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,33ad4fa3-61ed-4f31-aa71-7908b74ebfa7,34.132095,58.172556553213184,732,647,703,665,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,df5b6fa4-28de-4fce-be71-0b8ae8837b82,35.341194,64.88515855296566,1491,647,1523,662,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,f668a92f-dd06-4902-ac0b-99ad062a24bf,25.059929,61.389534671154166,634,648,612,660,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,45318c53-40bc-404e-9e8d-e8697475fb22,65.52099,15.945403783229608,770,649,752,712,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,9fdf7a04-6ed0-4dc3-81fc-feb918f9f2bc,38.8973,17.969135559281654,913,649,925,686,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,a6ba8b05-d267-4bf5-aefe-efbd23562b0f,41.303753,83.0470400008891,1302,660,1261,665,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,8839e8d7-255d-4d33-aae8-fef356c1e636,52.34501,46.54816198212012,598,665,560,701,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,2cbab65d-0790-43f8-aaca-7661b4ac6431,51.613953,35.537666180118435,703,666,733,708,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,05577c67-64b6-4f8b-88e6-aca0282f76fd,23.409399,70.01689687595902,1075,669,1053,677,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,d229b20d-99b4-4f95-b2ce-f793ebb82d7e,42.047592,2.726311671590963,738,671,740,713,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,5141a61c-72f0-4488-a29b-190579428b92,54.129475,25.1447956975137,1201,679,1224,728,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,ccb686f4-0103-4549-80e7-e607ad3510e4,61.400326,16.073566819306393,1497,679,1514,738,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,c95ea6f6-a873-4a8d-a111-8757a79d50fe,30.528675,31.607493369423082,1327,683,1343,709,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,de5b7767-81de-4322-8a38-2eb9cd59112a,44.94441,57.72436090636762,1425,684,1463,708,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,967316bc-9dfe-4cf1-a674-056a10a8499b,56.435802,7.1250067721018695,1386,685,1379,741,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,61eac13a-ef69-4d5b-b8eb-a9f2a2b6c14d,100.71743,6.842784722087572,913,687,925,787,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,83c9ddb0-6ee0-4726-9c3a-9825beb12737,52.43091,34.90248590806391,1189,691,1219,734,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,d2e596db-821e-4b7c-b6a1-e5e573d4587b,50.24938,58.840699318202184,672,692,629,718,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,8c724342-ed32-4589-959f-2610a76876df,34.058773,40.236344555466985,996,692,1018,718,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,2d570e7b-76e3-4ed8-9d58-22f035fe85d8,22.561028,12.804254425454076,996,694,991,716,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,dcafb169-5bbe-4b74-831f-1b60a09e8c46,49.40648,35.94209534125321,1397,700,1426,740,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1,a7d92135-aeff-4f6d-b09b-c62ed02b2c43,84.59905,32.93869587216787,557,701,511,772,-1,-1,-1,-1,-1,-1
