id,label,envi,x,y,group,time_in_serie,hum
1566,60-18-col-wd-1.tif,55.56,838.84,3988.45,2,3,0.9828
1567,60-18-col-wd-1.tif,45.33,1000.85,87.38,2,3,40.5729
1568,60-18-col-wd-1.tif,43.43,991.90,224.26,2,3,47.9259
1569,60-18-col-wd-1.tif,43.63,987.22,396.88,2,3,47.1519
1570,60-18-col-wd-1.tif,42.43,993.62,540.09,2,3,51.7959
1571,60-18-col-wd-1.tif,42.5,983.70,702.28,2,3,51.525
1572,60-18-col-wd-1.tif,42.04,980.48,852.30,2,3,53.3052
1573,60-18-col-wd-1.tif,43.07,996.01,988.02,2,3,49.3191
1574,60-18-col-wd-1.tif,42.63,988.21,1126.27,2,3,51.0219
1575,60-18-col-wd-1.tif,42.01,998.54,1290.45,2,3,53.4213
1576,60-18-col-wd-1.tif,41.57,978.40,1452.52,2,3,55.1241
1577,60-18-col-wd-1.tif,42.88,992.04,1592.71,2,3,50.0544
1578,60-18-col-wd-1.tif,41.43,984.91,1724.06,2,3,55.6659
1579,60-18-col-wd-1.tif,41.29,977.88,1883.22,2,3,56.2077
1580,60-18-col-wd-1.tif,42.13,991.02,2050.86,2,3,52.9569
1581,60-18-col-wd-1.tif,41.76,989.07,2181.79,2,3,54.3888
1582,60-18-col-wd-1.tif,42.28,1002.30,2328.78,2,3,52.3764
1583,60-18-col-wd-1.tif,42.34,984.60,2491.63,2,3,52.1442
1584,60-18-col-wd-1.tif,41.65,999.65,2631.80,2,3,54.8145
1585,60-18-col-wd-1.tif,43.93,994.42,2800.45,2,3,45.9909
1586,60-18-col-wd-1.tif,42.58,985.29,2941.34,2,3,51.2154
1587,60-18-col-wd-1.tif,41.95,983.76,3091.01,2,3,53.6535
1588,60-18-col-wd-1.tif,42.89,1002.31,3237.70,2,3,50.0157
1589,60-18-col-wd-1.tif,43.78,984.72,3387.75,2,3,46.5714
1590,60-18-col-wd-1.tif,44.23,985.27,3536.45,2,3,44.8299
1591,60-18-col-wd-1.tif,44.48,999.81,3703.72,2,3,43.8624
1592,60-18-col-wd-1.tif,45.14,1003.24,3831.97,2,3,41.3082
1593,60-18-col-wd-1.tif,53.66,1000.81,3990.51,2,3,8.3358
1594,60-18-col-wd-1.tif,45.43,1124.96,94.88,2,3,40.1859
1595,60-18-col-wd-1.tif,43.57,1150.40,246.82,2,3,47.3841
1596,60-18-col-wd-1.tif,42.63,1149.31,401.10,2,3,51.0219
1597,60-18-col-wd-1.tif,42.61,1140.57,527.87,2,3,51.0993
1598,60-18-col-wd-1.tif,41.95,1134.70,677.07,2,3,53.6535
1599,60-18-col-wd-1.tif,42.54,1153.00,853.02,2,3,51.3702
1600,60-18-col-wd-1.tif,42.57,1141.12,991.27,2,3,51.2541
1601,60-18-col-wd-1.tif,41.55,1139.30,1146.05,2,3,55.2015
1602,60-18-col-wd-1.tif,42.22,1135.10,1275.53,2,3,52.6086
1603,60-18-col-wd-1.tif,42.33,1125.43,1441.63,2,3,52.1829
1604,60-18-col-wd-1.tif,43.09,1147.90,1588.39,2,3,49.2417
1605,60-18-col-wd-1.tif,43.16,1140.17,1726.32,2,3,48.9708
1606,60-18-col-wd-1.tif,43.07,1153.36,1874.14,2,3,49.3191
1607,60-18-col-wd-1.tif,41.2,1143.47,2044.24,2,3,56.556
1608,60-18-col-wd-1.tif,41.96,1151.26,2184.88,2,3,53.6148
1609,60-18-col-wd-1.tif,41.79,1133.45,2346.62,2,3,54.2727
1610,60-18-col-wd-1.tif,41.58,1140.59,2495.14,2,3,55.0854
1611,60-18-col-wd-1.tif,43.28,1144.17,2628.85,2,3,48.5064
1612,60-18-col-wd-1.tif,41.61,1142.81,2782.27,2,3,54.9693
1613,60-18-col-wd-1.tif,42.62,1151.24,2950.46,2,3,51.0606
1614,60-18-col-wd-1.tif,43.19,1147.79,3086.97,2,3,48.8547
1615,60-18-col-wd-1.tif,43.52,1140.55,3228.90,2,3,47.5776
1616,60-18-col-wd-1.tif,46.62,1130.63,3400.59,2,3,35.5806
1617,60-18-col-wd-1.tif,45.15,1137.65,3542.06,2,3,41.2695
1618,60-18-col-wd-1.tif,44.98,1151.93,3688.51,2,3,41.9274
1619,60-18-col-wd-1.tif,46.73,1148.37,3832.46,2,3,35.1549
1620,60-18-col-wd-1.tif,54.27,1134.65,3989.97,2,3,5.9751
1621,60-18-col-wd-1.tif,44.07,1288.50,92.70,2,3,45.4491
1622,60-18-col-wd-1.tif,43.89,1282.06,254.30,2,3,46.1457
1623,60-18-col-wd-1.tif,43.33,1298.35,393.12,2,3,48.3129
1624,60-18-col-wd-1.tif,43.14,1281.11,530.67,2,3,49.0482
1625,60-18-col-wd-1.tif,42.12,1284.39,681.42,2,3,52.9956
1626,60-18-col-wd-1.tif,41.57,1287.95,832.68,2,3,55.1241
1627,60-18-col-wd-1.tif,42.16,1274.06,983.18,2,3,52.8408
1628,60-18-col-wd-1.tif,41.8,1286.21,1130.16,2,3,54.234
1629,60-18-col-wd-1.tif,41.5,1279.31,1290.81,2,3,55.395
1630,60-18-col-wd-1.tif,43.14,1284.13,1449.10,2,3,49.0482
1631,60-18-col-wd-1.tif,42.93,1294.71,1586.64,2,3,49.8609
1632,60-18-col-wd-1.tif,41.56,1296.31,1734.22,2,3,55.1628
1633,60-18-col-wd-1.tif,42.39,1278.53,1895.89,2,3,51.9507
1634,60-18-col-wd-1.tif,43.99,1299.91,2049.41,2,3,45.7587
1635,60-18-col-wd-1.tif,42.19,1301.28,2174.16,2,3,52.7247
1636,60-18-col-wd-1.tif,42.4,1275.52,2334.39,2,3,51.912
1637,60-18-col-wd-1.tif,42.6,1289.42,2477.42,2,3,51.138
1638,60-18-col-wd-1.tif,40.89,1300.34,2631.45,2,3,57.7557
1639,60-18-col-wd-1.tif,40.87,1285.59,2798.65,2,3,57.8331
1640,60-18-col-wd-1.tif,42.56,1299.52,2941.56,2,3,51.2928
1641,60-18-col-wd-1.tif,41.86,1285.92,3097.75,2,3,54.0018
1642,60-18-col-wd-1.tif,42.84,1289.05,3239.94,2,3,50.2092
1643,60-18-col-wd-1.tif,43.37,1282.81,3389.12,2,3,48.1581
1644,60-18-col-wd-1.tif,43.6,1287.75,3548.15,2,3,47.268
1645,60-18-col-wd-1.tif,44.17,1287.40,3702.15,2,3,45.0621
1646,60-18-col-wd-1.tif,43.97,1293.15,3827.40,2,3,45.8361
1647,60-18-col-wd-1.tif,55.15,1297.68,3998.78,2,3,2.5695
1648,60-18-col-wd-1.tif,42.84,1445.46,104.64,2,3,50.2092
1649,60-18-col-wd-1.tif,42.17,1453.25,238.03,2,3,52.8021
1650,60-18-col-wd-1.tif,42.35,1434.36,389.90,2,3,52.1055
1651,60-18-col-wd-1.tif,43.33,1440.60,553.04,2,3,48.3129
1652,60-18-col-wd-1.tif,41.46,1446.15,685.11,2,3,55.5498
1653,60-18-col-wd-1.tif,41.43,1452.20,843.87,2,3,55.6659
1654,60-18-col-wd-1.tif,43.09,1439.94,990.11,2,3,49.2417
1655,60-18-col-wd-1.tif,42.06,1437.00,1142.50,2,3,53.2278
1656,60-18-col-wd-1.tif,41.52,1428.94,1282.08,2,3,55.3176
1657,60-18-col-wd-1.tif,42.01,1434.96,1429.57,2,3,53.4213
1658,60-18-col-wd-1.tif,42.54,1450.89,1577.09,2,3,51.3702
1659,60-18-col-wd-1.tif,42.62,1429.09,1732.93,2,3,51.0606
1660,60-18-col-wd-1.tif,41.03,1437.03,1901.12,2,3,57.2139
1661,60-18-col-wd-1.tif,42.02,1440.16,2040.14,2,3,53.3826
1662,60-18-col-wd-1.tif,40.23,1430.00,2195.01,2,3,60.3099
1663,60-18-col-wd-1.tif,41.03,1454.10,2328.32,2,3,57.2139
1664,60-18-col-wd-1.tif,42.63,1443.82,2494.37,2,3,51.0219
1665,60-18-col-wd-1.tif,40.58,1454.09,2651.21,2,3,58.9554
1666,60-18-col-wd-1.tif,41.29,1438.75,2777.59,2,3,56.2077
1667,60-18-col-wd-1.tif,42.82,1424.88,2923.98,2,3,50.2866
1668,60-18-col-wd-1.tif,41.38,1447.87,3102.11,2,3,55.8594
1669,60-18-col-wd-1.tif,42.86,1443.66,3251.77,2,3,50.1318
1670,60-18-col-wd-1.tif,42.58,1429.82,3375.38,2,3,51.2154
1671,60-18-col-wd-1.tif,42.55,1444.47,3531.72,2,3,51.3315
1672,60-18-col-wd-1.tif,43.44,1424.65,3692.45,2,3,47.8872
1673,60-18-col-wd-1.tif,44.91,1427.12,3838.59,2,3,42.1983
1674,60-18-col-wd-1.tif,53.45,1431.57,3999.72,2,3,9.1485
1675,60-18-col-wd-1.tif,45.07,1599.28,90.69,2,3,41.5791
1676,60-18-col-wd-1.tif,46.1,1592.23,227.03,2,3,37.593
1677,60-18-col-wd-1.tif,43.73,1595.83,403.01,2,3,46.7649
1678,60-18-col-wd-1.tif,43.05,1596.01,549.47,2,3,49.3965
1679,60-18-col-wd-1.tif,42.45,1593.71,695.60,2,3,51.7185
1680,60-18-col-wd-1.tif,42.21,1589.93,850.55,2,3,52.6473
1681,60-18-col-wd-1.tif,42.13,1598.99,987.57,2,3,52.9569
1682,60-18-col-wd-1.tif,42.08,1585.75,1140.77,2,3,53.1504
1683,60-18-col-wd-1.tif,41.96,1575.80,1274.36,2,3,53.6148
1684,60-18-col-wd-1.tif,41.46,1603.09,1429.78,2,3,55.5498
1685,60-18-col-wd-1.tif,42.03,1597.46,1600.75,2,3,53.3439
1686,60-18-col-wd-1.tif,41.62,1601.95,1747.77,2,3,54.9306
1687,60-18-col-wd-1.tif,41.94,1588.24,1900.87,2,3,53.6922
1688,60-18-col-wd-1.tif,41.69,1603.15,2051.66,2,3,54.6597
1689,60-18-col-wd-1.tif,40.74,1600.63,2189.95,2,3,58.3362
1690,60-18-col-wd-1.tif,41.85,1585.44,2339.55,2,3,54.0405
1691,60-18-col-wd-1.tif,41.67,1589.22,2495.03,2,3,54.7371
1692,60-18-col-wd-1.tif,41.68,1588.90,2635.99,2,3,54.6984
1693,60-18-col-wd-1.tif,42.02,1587.27,2778.31,2,3,53.3826
1694,60-18-col-wd-1.tif,42.51,1595.31,2932.37,2,3,51.4863
1695,60-18-col-wd-1.tif,43.02,1594.39,3088.09,2,3,49.5126
1696,60-18-col-wd-1.tif,42.9,1599.13,3236.74,2,3,49.977
1697,60-18-col-wd-1.tif,42.8,1585.84,3401.93,2,3,50.364
1698,60-18-col-wd-1.tif,42.3,1591.08,3528.42,2,3,52.299
1699,60-18-col-wd-1.tif,42.98,1583.38,3687.08,2,3,49.6674
1700,60-18-col-wd-1.tif,46.83,1577.42,3837.60,2,3,34.7679
1701,60-18-col-wd-1.tif,52.53,1591.63,4001.09,2,3,12.7089
1702,60-18-col-wd-1.tif,43.54,1728.21,96.75,2,3,47.5002
1703,60-18-col-wd-1.tif,42.82,1727.97,228.39,2,3,50.2866
1704,60-18-col-wd-1.tif,43.24,1745.84,376.40,2,3,48.6612
1705,60-18-col-wd-1.tif,43.29,1742.68,542.77,2,3,48.4677
1706,60-18-col-wd-1.tif,42.76,1725.06,698.55,2,3,50.5188
1707,60-18-col-wd-1.tif,41.81,1725.29,851.29,2,3,54.1953
1708,60-18-col-wd-1.tif,42.53,1733.45,996.04,2,3,51.4089
1709,60-18-col-wd-1.tif,43.16,1725.22,1147.08,2,3,48.9708
1710,60-18-col-wd-1.tif,41.76,1745.66,1275.45,2,3,54.3888
1711,60-18-col-wd-1.tif,42.54,1750.47,1453.24,2,3,51.3702
1712,60-18-col-wd-1.tif,42.63,1737.02,1598.13,2,3,51.0219
1713,60-18-col-wd-1.tif,41.17,1751.40,1741.15,2,3,56.6721
1714,60-18-col-wd-1.tif,41.78,1741.95,1897.72,2,3,54.3114
1715,60-18-col-wd-1.tif,40.94,1748.75,2026.86,2,3,57.5622
1716,60-18-col-wd-1.tif,40.08,1743.21,2203.79,2,3,60.8904
1717,60-18-col-wd-1.tif,40.62,1748.27,2328.83,2,3,58.8006
1718,60-18-col-wd-1.tif,41.81,1729.95,2502.12,2,3,54.1953
1719,60-18-col-wd-1.tif,40.74,1734.46,2638.11,2,3,58.3362
1720,60-18-col-wd-1.tif,41.19,1753.11,2802.53,2,3,56.5947
1721,60-18-col-wd-1.tif,41.85,1737.50,2946.93,2,3,54.0405
1722,60-18-col-wd-1.tif,40.56,1744.31,3096.54,2,3,59.0328
1723,60-18-col-wd-1.tif,40.72,1731.55,3233.39,2,3,58.4136
1724,60-18-col-wd-1.tif,41.61,1730.07,3399.34,2,3,54.9693
1725,60-18-col-wd-1.tif,41.72,1725.16,3549.54,2,3,54.5436
1726,60-18-col-wd-1.tif,43.38,1744.04,3675.07,2,3,48.1194
1727,60-18-col-wd-1.tif,48.79,1738.52,3853.56,2,3,27.1827
1728,60-18-col-wd-1.tif,52.1,1735.90,3977.36,2,3,14.373
1729,60-18-col-wd-1.tif,45.17,1906.02,77.06,2,3,41.1921
1730,60-18-col-wd-1.tif,42.92,1893.22,233.94,2,3,49.8996
1731,60-18-col-wd-1.tif,41.69,1892.94,399.19,2,3,54.6597
1732,60-18-col-wd-1.tif,41.8,1894.50,526.97,2,3,54.234
1733,60-18-col-wd-1.tif,40.73,1901.10,697.83,2,3,58.3749
1734,60-18-col-wd-1.tif,40.92,1902.52,825.90,2,3,57.6396
1735,60-18-col-wd-1.tif,41.25,1900.55,978.93,2,3,56.3625
1736,60-18-col-wd-1.tif,39.48,1883.56,1142.74,2,3,63.2124
1737,60-18-col-wd-1.tif,40.61,1889.68,1290.86,2,3,58.8393
1738,60-18-col-wd-1.tif,39.94,1881.96,1445.67,2,3,61.4322
1739,60-18-col-wd-1.tif,40.26,1879.97,1591.31,2,3,60.1938
1740,60-18-col-wd-1.tif,40.35,1895.94,1747.75,2,3,59.8455
1741,60-18-col-wd-1.tif,40.5,1891.85,1876.58,2,3,59.265
1742,60-18-col-wd-1.tif,40.68,1899.65,2036.26,2,3,58.5684
1743,60-18-col-wd-1.tif,39.7,1901.92,2200.90,2,3,62.361
1744,60-18-col-wd-1.tif,39.54,1900.75,2324.92,2,3,62.9802
1745,60-18-col-wd-1.tif,38.23,1876.13,2487.46,2,3,68.0499
1746,60-18-col-wd-1.tif,39.54,1894.09,2652.59,2,3,62.9802
1747,60-18-col-wd-1.tif,38.63,1875.33,2786.27,2,3,66.5019
1748,60-18-col-wd-1.tif,39.15,1899.46,2950.48,2,3,64.4895
1749,60-18-col-wd-1.tif,38.68,1892.63,3085.21,2,3,66.3084
1750,60-18-col-wd-1.tif,38.8,1879.46,3248.73,2,3,65.844
1751,60-18-col-wd-1.tif,38.83,1879.85,3399.04,2,3,65.7279
1752,60-18-col-wd-1.tif,39.49,1881.80,3531.86,2,3,63.1737
1753,60-18-col-wd-1.tif,40.95,1877.99,3680.84,2,3,57.5235
1754,60-18-col-wd-1.tif,42.66,1898.21,3848.28,2,3,50.9058
1755,60-18-col-wd-1.tif,44.05,1871.94,3978.47,2,3,45.5265
1756,60-18-col-ww-3.tif,42.53,99.26,76.07,1,3,51.4089
1757,60-18-col-ww-3.tif,41.34,88.90,224.70,1,3,56.0142
1758,60-18-col-ww-3.tif,42.98,72.75,390.94,1,3,49.6674
1759,60-18-col-ww-3.tif,41.01,92.79,532.99,1,3,57.2913
1760,60-18-col-ww-3.tif,41.91,82.47,684.69,1,3,53.8083
1761,60-18-col-ww-3.tif,41.6,78.47,853.02,1,3,55.008
1762,60-18-col-ww-3.tif,40.92,89.22,983.73,1,3,57.6396
1763,60-18-col-ww-3.tif,41.73,76.79,1137.69,1,3,54.5049
1764,60-18-col-ww-3.tif,39.91,98.98,1301.28,1,3,61.5483
1765,60-18-col-ww-3.tif,41.05,80.19,1425.22,1,3,57.1365
1766,60-18-col-ww-3.tif,41.94,73.26,1574.35,1,3,53.6922
1767,60-18-col-ww-3.tif,41.14,85.97,1728.00,1,3,56.7882
1768,60-18-col-ww-3.tif,41.57,77.78,1877.22,1,3,55.1241
1769,60-18-col-ww-3.tif,40.97,98.18,2040.26,1,3,57.4461
1770,60-18-col-ww-3.tif,40.68,82.51,2182.81,1,3,58.5684
1771,60-18-col-ww-3.tif,41.76,71.63,2349.93,1,3,54.3888
1772,60-18-col-ww-3.tif,41.19,78.83,2491.83,1,3,56.5947
1773,60-18-col-ww-3.tif,40.47,93.96,2628.24,1,3,59.3811
1774,60-18-col-ww-3.tif,41.14,69.69,2804.13,1,3,56.7882
1775,60-18-col-ww-3.tif,40.91,70.79,2939.06,1,3,57.6783
1776,60-18-col-ww-3.tif,40.34,83.10,3087.11,1,3,59.8842
1777,60-18-col-ww-3.tif,40.13,81.04,3237.18,1,3,60.6969
1778,60-18-col-ww-3.tif,40.96,88.16,3392.88,1,3,57.4848
1779,60-18-col-ww-3.tif,41.55,75.53,3538.49,1,3,55.2015
1780,60-18-col-ww-3.tif,42.03,73.77,3693.36,1,3,53.3439
1781,60-18-col-ww-3.tif,41.01,78.30,3845.26,1,3,57.2913
1782,60-18-col-ww-3.tif,43.2,86.91,3976.17,1,3,48.816
1783,60-18-col-ww-3.tif,52.76,243.26,74.20,1,3,11.8188
1784,60-18-col-ww-3.tif,32.99,226.90,240.86,1,3,88.3287
1785,60-18-col-ww-3.tif,33.57,225.93,383.04,1,3,86.0841
1786,60-18-col-ww-3.tif,35.82,236.17,534.83,1,3,77.3766
1787,60-18-col-ww-3.tif,35.52,239.26,701.78,1,3,78.5376
1788,60-18-col-ww-3.tif,37.39,248.60,828.45,1,3,71.3007
1789,60-18-col-ww-3.tif,35.83,233.30,977.80,1,3,77.3379
1790,60-18-col-ww-3.tif,36.55,234.18,1147.21,1,3,74.5515
1791,60-18-col-ww-3.tif,36.77,235.39,1282.72,1,3,73.7001
1792,60-18-col-ww-3.tif,37.45,250.87,1452.39,1,3,71.0685
1793,60-18-col-ww-3.tif,37.43,243.68,1588.72,1,3,71.1459
1794,60-18-col-ww-3.tif,38.7,246.45,1749.34,1,3,66.231
1795,60-18-col-ww-3.tif,38.22,229.96,1896.91,1,3,68.0886
1796,60-18-col-ww-3.tif,38.48,247.10,2040.84,1,3,67.0824
1797,60-18-col-ww-3.tif,37.84,233.54,2199.86,1,3,69.5592
1798,60-18-col-ww-3.tif,38.01,247.48,2349.30,1,3,68.9013
1799,60-18-col-ww-3.tif,37.14,244.85,2498.74,1,3,72.2682
1800,60-18-col-ww-3.tif,37,242.27,2644.72,1,3,72.81
1801,60-18-col-ww-3.tif,37.4,252.52,2795.59,1,3,71.262
1802,60-18-col-ww-3.tif,38.49,240.03,2950.74,1,3,67.0437
1803,60-18-col-ww-3.tif,37.59,239.07,3099.33,1,3,70.5267
1804,60-18-col-ww-3.tif,39.23,252.33,3234.18,1,3,64.1799
1805,60-18-col-ww-3.tif,38.77,241.74,3401.21,1,3,65.9601
1806,60-18-col-ww-3.tif,40.45,240.44,3550.98,1,3,59.4585
1807,60-18-col-ww-3.tif,41.54,249.76,3693.15,1,3,55.2402
1808,60-18-col-ww-3.tif,42.26,252.86,3831.67,1,3,52.4538
1809,60-18-col-ww-3.tif,41.51,253.27,3997.89,1,3,55.3563
1810,60-18-col-ww-3.tif,45.85,396.19,82.09,1,3,38.5605
1811,60-18-col-ww-3.tif,34.78,383.38,250.54,1,3,81.4014
1812,60-18-col-ww-3.tif,35.71,380.63,380.25,1,3,77.8023
1813,60-18-col-ww-3.tif,36.84,379.09,552.64,1,3,73.4292
1814,60-18-col-ww-3.tif,34.6,397.41,695.83,1,3,82.098
1815,60-18-col-ww-3.tif,36.97,381.59,830.13,1,3,72.9261
1816,60-18-col-ww-3.tif,37,391.52,978.94,1,3,72.81
1817,60-18-col-ww-3.tif,37.2,384.83,1143.81,1,3,72.036
1818,60-18-col-ww-3.tif,37.83,383.18,1279.23,1,3,69.5979
1819,60-18-col-ww-3.tif,37.37,386.59,1424.25,1,3,71.3781
1820,60-18-col-ww-3.tif,37.71,399.59,1577.61,1,3,70.0623
1821,60-18-col-ww-3.tif,36.37,392.69,1725.52,1,3,75.2481
1822,60-18-col-ww-3.tif,37.87,393.02,1883.85,1,3,69.4431
1823,60-18-col-ww-3.tif,39.18,391.97,2035.61,1,3,64.3734
1824,60-18-col-ww-3.tif,38.69,387.80,2184.12,1,3,66.2697
1825,60-18-col-ww-3.tif,38.6,395.02,2334.91,1,3,66.618
1826,60-18-col-ww-3.tif,38.5,381.49,2480.28,1,3,67.005
1827,60-18-col-ww-3.tif,38.65,399.97,2648.30,1,3,66.4245
1828,60-18-col-ww-3.tif,38,389.62,2789.62,1,3,68.94
1829,60-18-col-ww-3.tif,39.66,383.96,2948.64,1,3,62.5158
1830,60-18-col-ww-3.tif,39.76,383.08,3088.63,1,3,62.1288
1831,60-18-col-ww-3.tif,40.63,396.36,3226.50,1,3,58.7619
1832,60-18-col-ww-3.tif,41.63,392.02,3394.50,1,3,54.8919
1833,60-18-col-ww-3.tif,43.33,378.88,3534.24,1,3,48.3129
1834,60-18-col-ww-3.tif,40.59,394.17,3701.98,1,3,58.9167
1835,60-18-col-ww-3.tif,41.77,397.22,3838.49,1,3,54.3501
1836,60-18-col-ww-3.tif,41.42,402.49,3980.61,1,3,55.7046
1837,60-18-col-ww-3.tif,48.14,529.13,80.15,1,3,29.6982
1838,60-18-col-ww-3.tif,36.51,536.19,252.01,1,3,74.7063
1839,60-18-col-ww-3.tif,37.07,542.48,373.30,1,3,72.5391
1840,60-18-col-ww-3.tif,37.03,538.61,552.56,1,3,72.6939
1841,60-18-col-ww-3.tif,34.87,539.89,681.30,1,3,81.0531
1842,60-18-col-ww-3.tif,36.35,533.67,843.96,1,3,75.3255
1843,60-18-col-ww-3.tif,35.89,546.03,997.78,1,3,77.1057
1844,60-18-col-ww-3.tif,37.45,533.06,1146.71,1,3,71.0685
1845,60-18-col-ww-3.tif,38.05,529.91,1294.78,1,3,68.7465
1846,60-18-col-ww-3.tif,36.64,532.92,1434.85,1,3,74.2032
1847,60-18-col-ww-3.tif,38.34,532.73,1584.44,1,3,67.6242
1848,60-18-col-ww-3.tif,38.52,554.18,1745.17,1,3,66.9276
1849,60-18-col-ww-3.tif,38.45,543.62,1897.48,1,3,67.1985
1850,60-18-col-ww-3.tif,37.93,530.92,2034.64,1,3,69.2109
1851,60-18-col-ww-3.tif,41.19,551.95,2179.84,1,3,56.5947
1852,60-18-col-ww-3.tif,40.73,539.93,2323.67,1,3,58.3749
1853,60-18-col-ww-3.tif,39.28,531.79,2478.90,1,3,63.9864
1854,60-18-col-ww-3.tif,38.39,541.29,2645.47,1,3,67.4307
1855,60-18-col-ww-3.tif,39.65,552.31,2788.80,1,3,62.5545
1856,60-18-col-ww-3.tif,39.01,549.13,2948.28,1,3,65.0313
1857,60-18-col-ww-3.tif,40.81,526.78,3101.24,1,3,58.0653
1858,60-18-col-ww-3.tif,41.43,529.72,3243.82,1,3,55.6659
1859,60-18-col-ww-3.tif,42.06,554.30,3397.03,1,3,53.2278
1860,60-18-col-ww-3.tif,42.83,543.99,3525.79,1,3,50.2479
1861,60-18-col-ww-3.tif,42.79,529.98,3700.89,1,3,50.4027
1862,60-18-col-ww-3.tif,42.86,549.64,3842.96,1,3,50.1318
1863,60-18-col-ww-3.tif,43.57,532.27,4004.68,1,3,47.3841
1864,60-18-col-ww-3.tif,39.35,680.80,99.39,1,3,63.7155
1865,60-18-col-ww-3.tif,36.93,698.25,244.00,1,3,73.0809
1866,60-18-col-ww-3.tif,37.45,680.63,401.64,1,3,71.0685
1867,60-18-col-ww-3.tif,37.24,703.83,550.05,1,3,71.8812
1868,60-18-col-ww-3.tif,36.49,690.97,683.29,1,3,74.7837
1869,60-18-col-ww-3.tif,36.51,675.90,852.69,1,3,74.7063
1870,60-18-col-ww-3.tif,35.33,697.33,992.04,1,3,79.2729
1871,60-18-col-ww-3.tif,36.66,696.00,1130.13,1,3,74.1258
1872,60-18-col-ww-3.tif,37.49,699.20,1277.42,1,3,70.9137
1873,60-18-col-ww-3.tif,38.12,684.97,1451.93,1,3,68.4756
1874,60-18-col-ww-3.tif,38.6,678.74,1604.15,1,3,66.618
1875,60-18-col-ww-3.tif,38.91,692.32,1727.78,1,3,65.4183
1876,60-18-col-ww-3.tif,37.56,678.63,1893.89,1,3,70.6428
1877,60-18-col-ww-3.tif,38.33,704.34,2041.22,1,3,67.6629
1878,60-18-col-ww-3.tif,38.97,685.39,2177.94,1,3,65.1861
1879,60-18-col-ww-3.tif,39.46,693.52,2331.98,1,3,63.2898
1880,60-18-col-ww-3.tif,38.44,690.85,2484.92,1,3,67.2372
1881,60-18-col-ww-3.tif,38.44,691.66,2649.42,1,3,67.2372
1882,60-18-col-ww-3.tif,39.49,680.99,2797.30,1,3,63.1737
1883,60-18-col-ww-3.tif,38.92,690.98,2930.15,1,3,65.3796
1884,60-18-col-ww-3.tif,41.18,702.56,3094.19,1,3,56.6334
1885,60-18-col-ww-3.tif,42.8,694.22,3226.25,1,3,50.364
1886,60-18-col-ww-3.tif,42.24,676.24,3401.56,1,3,52.5312
1887,60-18-col-ww-3.tif,43.51,673.55,3551.18,1,3,47.6163
1888,60-18-col-ww-3.tif,41.51,699.81,3698.82,1,3,55.3563
1889,60-18-col-ww-3.tif,42.97,704.33,3855.32,1,3,49.7061
1890,60-18-col-ww-3.tif,41.89,690.31,3985.40,1,3,53.8857
1891,60-18-col-ww-3.tif,44.97,825.94,77.20,1,3,41.9661
1892,60-18-col-ww-3.tif,33.76,843.64,239.44,1,3,85.3488
1893,60-18-col-ww-3.tif,37.45,827.25,402.70,1,3,71.0685
1894,60-18-col-ww-3.tif,37.83,826.11,532.54,1,3,69.5979
1895,60-18-col-ww-3.tif,37.63,836.17,684.88,1,3,70.3719
1896,60-18-col-ww-3.tif,35.95,843.78,853.05,1,3,76.8735
1897,60-18-col-ww-3.tif,37.56,834.32,996.51,1,3,70.6428
1898,60-18-col-ww-3.tif,36.93,824.06,1129.14,1,3,73.0809
1899,60-18-col-ww-3.tif,36.71,829.09,1276.18,1,3,73.9323
1900,60-18-col-ww-3.tif,36.98,825.74,1430.12,1,3,72.8874
1901,60-18-col-ww-3.tif,37.67,831.55,1589.30,1,3,70.2171
1902,60-18-col-ww-3.tif,38.85,841.59,1747.54,1,3,65.6505
1903,60-18-col-ww-3.tif,37.49,843.37,1878.16,1,3,70.9137
1904,60-18-col-ww-3.tif,37.67,846.17,2053.07,1,3,70.2171
1905,60-18-col-ww-3.tif,37.41,848.57,2177.31,1,3,71.2233
1906,60-18-col-ww-3.tif,36.93,834.13,2333.64,1,3,73.0809
1907,60-18-col-ww-3.tif,38.62,837.22,2503.24,1,3,66.5406
1908,60-18-col-ww-3.tif,37.08,844.12,2644.92,1,3,72.5004
1909,60-18-col-ww-3.tif,38.04,838.69,2797.07,1,3,68.7852
1910,60-18-col-ww-3.tif,38.65,836.39,2939.97,1,3,66.4245
1911,60-18-col-ww-3.tif,39.12,828.21,3085.44,1,3,64.6056
1912,60-18-col-ww-3.tif,40.97,845.56,3246.64,1,3,57.4461
1913,60-18-col-ww-3.tif,41.54,833.33,3383.35,1,3,55.2402
1914,60-18-col-ww-3.tif,40.99,828.75,3526.36,1,3,57.3687
1915,60-18-col-ww-3.tif,41.62,852.33,3698.83,1,3,54.9306
1916,60-18-col-ww-3.tif,40.78,823.15,3825.77,1,3,58.1814
1917,60-18-col-ww-3.tif,41.04,828.40,3984.12,1,3,57.1752
1918,60-18-col-ww-3.tif,43.24,983.84,73.69,1,3,48.6612
1919,60-18-col-ww-3.tif,34.61,987.08,226.79,1,3,82.0593
1920,60-18-col-ww-3.tif,35.74,1002.43,402.64,1,3,77.6862
1921,60-18-col-ww-3.tif,36.68,993.99,550.57,1,3,74.0484
1922,60-18-col-ww-3.tif,37.24,995.19,700.88,1,3,71.8812
