"","experiment","plant","das","angle","count"
"337","9","10","14",42,0.639352917671204
"338","9","10","14",44,0.891321778297424
"339","9","10","14",46,0.897781312465668
"340","9","10","14",48,0.956864416599274
"341","9","10","14",50,0.749018967151642
"342","9","10","14",52,0.775847196578979
"343","9","10","14",54,0.864789664745331
"344","9","10","14",56,0.907478153705597
"345","9","10","14",58,0.833821296691895
"346","9","10","14",60,0.852410852909088
"347","9","10","14",62,0.82710063457489
"348","9","10","14",64,0.777954339981079
"349","9","10","14",66,0.848413646221161
"350","9","10","14",68,0.915687203407288
"351","9","10","14",70,0.935591161251068
"352","9","10","14",72,1.07846975326538
"353","9","10","14",74,0.926112234592438
"354","9","10","14",76,1.02339839935303
"355","9","10","14",78,0.708293080329895
"356","9","10","14",80,0.993448674678802
"357","9","10","14",82,0.805647790431976
"358","9","10","14",84,0.886935472488403
"359","9","10","14",86,0.935012698173523
"360","9","10","14",88,0.810811221599579
"361","9","10","15",90,0.795409917831421
"362","9","10","15",88,0.602490961551666
"363","9","10","15",86,0.704858899116516
"364","9","10","15",84,0.588806867599487
"365","9","10","15",82,0.688889145851135
"366","9","10","15",80,0.638951182365417
"367","9","10","15",78,0.769524693489075
"368","9","10","15",76,0.754131078720093
"369","9","10","15",74,1.10852646827698
"370","9","10","15",72,0.952706694602966
"371","9","10","15",70,1.11262130737305
"372","9","10","15",68,0.814109981060028
"373","9","10","15",66,0.834820449352264
"374","9","10","15",64,1.03450810909271
"375","9","10","15",62,1.0507150888443
"376","9","10","15",60,1.19197309017181
"377","9","10","15",58,1.10732901096344
"378","9","10","15",56,1.02157330513
"379","9","10","15",54,1.07276332378387
"380","9","10","15",52,1.10542285442352
"381","9","10","15",50,1.02504348754883
"382","9","10","15",48,0.894393444061279
"383","9","10","15",46,1.03828167915344
"384","9","10","15",44,0.903651714324951
"385","9","10","15",42,0.845016419887543
"386","9","10","15",40,0.826134383678436
"387","9","10","15",38,1.01952171325684
"388","9","10","15",36,0.978281915187836
"389","9","10","15",34,0.842030644416809
"390","9","10","15",32,1.01168596744537
"391","9","10","15",30,0.907349586486816
"392","9","10","15",28,0.922938406467438
"393","9","10","15",26,1.24765014648438
"394","9","10","15",24,1.32294988632202
"395","9","10","15",22,1.64758694171906
"396","9","10","15",20,1.15580403804779
"397","9","10","15",18,1.53078246116638
"398","9","10","15",16,1.38087975978851
"399","9","10","15",14,2.21720194816589
"400","9","10","15",12,1.5195699930191
"401","9","10","15",10,2.01629757881165
"402","9","10","15",8,1.36996042728424
"403","9","10","15",6,1.7618236541748
"404","9","10","15",4,1.28437423706055
"405","9","10","15",2,1.52644550800323
"406","9","10","15",1.27222193825778e-13,1.662348985672
"407","9","10","15",2,1.31729876995087
"408","9","10","15",4,2.0654411315918
"409","9","10","15",6,1.32644259929657
"410","9","10","15",8,1.6998518705368
"411","9","10","15",10,1.52243196964264
"412","9","10","15",12,1.53820466995239
"413","9","10","15",14,1.03520166873932
"414","9","10","15",16,1.14284324645996
"415","9","10","15",18,0.871401906013489
"416","9","10","15",20,0.987067878246307
"417","9","10","15",22,0.928076386451721
"418","9","10","15",24,1.08034157752991
"419","9","10","15",26,1.03308320045471
"420","9","10","15",28,1.23433566093445
"421","9","10","15",30,1.06239414215088
"422","9","10","15",32,0.917558908462524
"423","9","10","15",34,1.25925385951996
"424","9","10","15",36,1.00281751155853
"425","9","10","15",38,0.653322398662567
"426","9","10","15",40,0.969286203384399
"427","9","10","15",42,0.783073842525482
"428","9","10","15",44,0.92320591211319
"429","9","10","15",46,0.991967082023621
"430","9","10","15",48,1.1916446685791
"431","9","10","15",50,1.03024911880493
"432","9","10","15",52,0.863741219043732
"433","9","10","15",54,1.17382061481476
"434","9","10","15",56,1.40957057476044
"435","9","10","15",58,1.29944682121277
"436","9","10","15",60,1.60189723968506
"437","9","10","15",62,1.2705090045929
"438","9","10","15",64,1.24319982528687
"439","9","10","15",66,1.45434772968292
"440","9","10","15",68,1.28164446353912
"441","9","10","15",70,1.1888667345047
"442","9","10","15",72,1.26448929309845
"443","9","10","15",74,1.10283768177032
"444","9","10","15",76,1.39757597446442
"445","9","10","15",78,0.744936287403107
"446","9","10","15",80,0.690988123416901
"447","9","10","15",82,0.609610855579376
"448","9","10","15",84,0.747250914573669
"449","9","10","15",86,0.638009965419769
"450","9","10","15",88,0.642322838306427
"451","9","10","16",90,1.17294657230377
"452","9","10","16",88,0.799834370613098
"453","9","10","16",86,1.01236402988434
"454","9","10","16",84,0.832084715366364
"455","9","10","16",82,1.03254401683807
"456","9","10","16",80,1.18424332141876
"457","9","10","16",78,1.6334456205368
"458","9","10","16",76,1.35976231098175
"459","9","10","16",74,1.17408013343811
"460","9","10","16",72,1.15477097034454
"461","9","10","16",70,0.940657556056976
"462","9","10","16",68,1.21066558361053
"463","9","10","16",66,1.21663928031921
"464","9","10","16",64,1.23519134521484
"465","9","10","16",62,1.22116041183472
"466","9","10","16",60,1.37629687786102
"467","9","10","16",58,1.6891964673996
"468","9","10","16",56,1.28626728057861
"469","9","10","16",54,1.66681230068207
"470","9","10","16",52,1.36199629306793
"471","9","10","16",50,1.39680564403534
"472","9","10","16",48,0.989745438098907
"473","9","10","16",46,1.19040167331696
"474","9","10","16",44,0.977620124816895
"475","9","10","16",42,1.0293675661087
"476","9","10","16",40,0.880212843418121
"477","9","10","16",38,0.846004366874695
"478","9","10","16",36,0.749471664428711
"479","9","10","16",34,0.765936315059662
"480","9","10","16",32,0.909132957458496
"481","9","10","16",30,1.05227398872375
"482","9","10","16",28,1.00365936756134
"483","9","10","16",26,0.981447219848633
"484","9","10","16",24,1.09043550491333
"485","9","10","16",22,1.1850620508194
"486","9","10","16",20,1.19884991645813
"487","9","10","16",18,1.559779047966
"488","9","10","16",16,1.16055512428284
"489","9","10","16",14,1.58679044246674
"490","9","10","16",12,1.39727818965912
"491","9","10","16",10,1.41178119182587
"492","9","10","16",8,1.08713936805725
"493","9","10","16",6,1.12259292602539
"494","9","10","16",4,1.1702800989151
"495","9","10","16",2,1.40260994434357
"496","9","10","16",1.27222193825778e-13,1.53133499622345
"497","9","10","16",2,1.28026914596558
"498","9","10","16",4,1.21062195301056
"499","9","10","16",6,0.964602291584015
"500","9","10","16",8,1.46646952629089
"501","9","10","16",10,1.35198771953583
"502","9","10","16",12,1.67438650131226
"503","9","10","16",14,1.1407744884491
"504","9","10","16",16,1.07487797737122
"505","9","10","16",18,0.877143919467926
"506","9","10","16",20,0.962916135787964
"507","9","10","16",22,0.997384607791901
"508","9","10","16",24,0.960678458213806
"509","9","10","16",26,0.896043658256531
"510","9","10","16",28,0.737486600875854
"511","9","10","16",30,0.725075483322144
"512","9","10","16",32,0.892179429531097
"513","9","10","16",34,0.884771645069122
"514","9","10","16",36,0.887371838092804
"515","9","10","16",38,0.801272332668304
"516","9","10","16",40,0.80999630689621
"517","9","10","16",42,0.773175418376923
"518","9","10","16",44,1.13511991500854
"519","9","10","16",46,0.842163383960724
"520","9","10","16",48,0.779018998146057
"521","9","10","16",50,0.783644795417786
"522","9","10","16",52,0.821819007396698
"523","9","10","16",54,1.24568951129913
"524","9","10","16",56,1.2093939781189
"525","9","10","16",58,1.13601112365723
"526","9","10","16",60,1.15016889572144
"527","9","10","16",62,1.2873398065567
"528","9","10","16",64,1.29971551895142
"529","9","10","16",66,1.24360585212708
"530","9","10","16",68,1.24950516223907
"531","9","10","16",70,1.19204699993134
"532","9","10","16",72,1.20227706432343
"533","9","10","16",74,1.1751434803009
"534","9","10","16",76,1.28376984596252
"535","9","10","16",78,0.959929287433624
"536","9","10","16",80,1.02839660644531
"537","9","10","16",82,0.696474075317383
"538","9","10","16",84,1.06709456443787
"539","9","10","16",86,0.783917725086212
"540","9","10","16",88,0.820742011070251
"541","9","10","17",90,0.981137990951538
"542","9","10","17",88,0.730305016040802
"543","9","10","17",86,0.753284931182861
"544","9","10","17",84,0.887729048728943
"545","9","10","17",82,0.883767902851105
"546","9","10","17",80,1.03019821643829
"547","9","10","17",78,0.937354862689972
"548","9","10","17",76,0.905696749687195
"549","9","10","17",74,1.00298750400543
"550","9","10","17",72,1.04268455505371
"551","9","10","17",70,1.2399605512619
"552","9","10","17",68,1.28545713424683
"553","9","10","17",66,1.32353842258453
"554","9","10","17",64,1.54253077507019
"555","9","10","17",62,1.53608167171478
"556","9","10","17",60,1.50660884380341
"557","9","10","17",58,1.68553912639618
"558","9","10","17",56,1.79833781719208
"559","9","10","17",54,1.64310050010681
"560","9","10","17",52,1.40792953968048
"561","9","10","17",50,1.40143024921417
"562","9","10","17",48,1.26398992538452
"563","9","10","17",46,1.43082964420319
"564","9","10","17",44,1.10270869731903
"565","9","10","17",42,1.33015716075897
"566","9","10","17",40,1.18267238140106
"567","9","10","17",38,1.2399742603302
"568","9","10","17",36,1.14398741722107
"569","9","10","17",34,0.983619630336761
"570","9","10","17",32,1.02921772003174
"571","9","10","17",30,1.20507478713989
"572","9","10","17",28,1.10450530052185
"573","9","10","17",26,1.36454617977142
"574","9","10","17",24,1.08047759532928
"575","9","10","17",22,1.14134812355042
"576","9","10","17",20,1.19809508323669
"577","9","10","17",18,1.33352732658386
"578","9","10","17",16,1.47018158435822
"579","9","10","17",14,1.61392939090729
"580","9","10","17",12,1.34864890575409
"581","9","10","17",10,1.39579653739929
"582","9","10","17",8,1.18754458427429
"583","9","10","17",6,1.19698572158813
"584","9","10","17",4,1.24540221691132
"585","9","10","17",2,1.31810772418976
"586","9","10","17",1.27222193825778e-13,1.32043385505676
"587","9","10","17",2,0.876269221305847
"588","9","10","17",4,1.24659895896912
"589","9","10","17",6,1.03030848503113
"590","9","10","17",8,1.39189493656158
"591","9","10","17",10,1.22404551506042
"592","9","10","17",12,1.41276943683624
"593","9","10","17",14,1.11014354228973
"594","9","10","17",16,1.11641371250153
"595","9","10","17",18,1.12412714958191
"596","9","10","17",20,0.906251847743988
"597","9","10","17",22,1.01473200321198
"598","9","10","17",24,1.0356228351593
"599","9","10","17",26,0.837745487689972
"600","9","10","17",28,0.704292178153992
"601","9","10","17",30,0.769731879234314
"602","9","10","17",32,0.777470290660858
"603","9","10","17",34,0.807056307792664
"604","9","10","17",36,0.709701240062714
"605","9","10","17",38,0.757936298847198
"606","9","10","17",40,0.999700009822845
"607","9","10","17",42,0.861393630504608
"608","9","10","17",44,0.847851514816284
"609","9","10","17",46,0.785541892051697
"610","9","10","17",48,0.969979345798492
"611","9","10","17",50,0.770502805709839
"612","9","10","17",52,0.841234147548676
"613","9","10","17",54,0.939719915390015
"614","9","10","17",56,1.18093705177307
"615","9","10","17",58,1.1774308681488
"616","9","10","17",60,1.13179922103882
"617","9","10","17",62,0.974678039550781
"618","9","10","17",64,1.15032255649567
"619","9","10","17",66,0.989097237586975
"620","9","10","17",68,1.06512784957886
"621","9","10","17",70,0.942346751689911
"622","9","10","17",72,1.11662828922272
"623","9","10","17",74,1.19066631793976
"624","9","10","17",76,1.17372059822083
"625","9","10","17",78,0.886217951774597
"626","9","10","17",80,0.904123306274414
"627","9","10","17",82,0.957860052585602
"628","9","10","17",84,0.919711291790009
"629","9","10","17",86,0.753744423389435
"630","9","10","17",88,0.859130203723907
"631","9","10","18",90,0.806849718093872
"632","9","10","18",88,0.515746116638184
"633","9","10","18",86,0.596964657306671
"634","9","10","18",84,0.553025186061859
"635","9","10","18",82,0.6318359375
"636","9","10","18",80,0.741892278194427
"637","9","10","18",78,0.918211936950684
"638","9","10","18",76,0.981863737106323
"639","9","10","18",74,1.11421167850494
"640","9","10","18",72,1.07079803943634
"641","9","10","18",70,1.24754858016968
"642","9","10","18",68,1.45018720626831
"643","9","10","18",66,1.43732941150665
"644","9","10","18",64,1.15359652042389
"645","9","10","18",62,1.63424110412598
"646","9","10","18",60,1.39598989486694
"647","9","10","18",58,1.87352657318115
"648","9","10","18",56,1.64617466926575
"649","9","10","18",54,1.64798939228058
"650","9","10","18",52,1.33632338047028
"651","9","10","18",50,1.3320426940918
"652","9","10","18",48,1.37551784515381
"653","9","10","18",46,1.57487714290619
"654","9","10","18",44,1.12721037864685
"655","9","10","18",42,1.20663213729858
"656","9","10","18",40,1.0194593667984
"657","9","10","18",38,1.2713463306427
"658","9","10","18",36,1.27795708179474
"659","9","10","18",34,1.10949838161469
"660","9","10","18",32,1.0496484041214
"661","9","10","18",30,1.01220428943634
"662","9","10","18",28,1.17663967609406
"663","9","10","18",26,1.22585260868073
"664","9","10","18",24,1.25948524475098
"665","9","10","18",22,1.10451626777649
"666","9","10","18",20,1.37717592716217
"667","9","10","18",18,1.56057679653168
"668","9","10","18",16,1.45058012008667
"669","9","10","18",14,1.58298850059509
"670","9","10","18",12,1.31410336494446
"671","9","10","18",10,1.32892596721649
"672","9","10","18",8,1.36185467243195
"673","9","10","18",6,1.36973929405212
"674","9","10","18",4,1.62410581111908
"675","9","10","18",2,1.68034029006958
"676","9","10","18",1.27222193825778e-13,1.62111377716064
"677","9","10","18",2,1.07249391078949
"678","9","10","18",4,1.13041424751282
"679","9","10","18",6,0.960554599761963
"680","9","10","18",8,1.0895893573761
"681","9","10","18",10,0.99676114320755
"682","9","10","18",12,1.34723794460297
"683","9","10","18",14,1.13793420791626
"684","9","10","18",16,1.10326325893402
"685","9","10","18",18,1.06074810028076
"686","9","10","18",20,1.00296807289124
"687","9","10","18",22,1.07445168495178
"688","9","10","18",24,1.20936584472656
"689","9","10","18",26,1.08060526847839
"690","9","10","18",28,0.947070181369781
"691","9","10","18",30,0.905604362487793
"692","9","10","18",32,1.152468085289
"693","9","10","18",34,1.15262091159821
"694","9","10","18",36,1.01759612560272
"695","9","10","18",38,0.806443572044373
"696","9","10","18",40,0.95060408115387
"697","9","10","18",42,0.955779731273651
"698","9","10","18",44,1.02302229404449
"699","9","10","18",46,0.806250691413879
"700","9","10","18",48,0.888837277889252
"701","9","10","18",50,0.803410530090332
"702","9","10","18",52,1.101518034935
"703","9","10","18",54,1.2534556388855
"704","9","10","18",56,1.17428874969482
"705","9","10","18",58,0.99866646528244
"706","9","10","18",60,1.06052982807159
"707","9","10","18",62,1.15157997608185
"708","9","10","18",64,1.24789750576019
"709","9","10","18",66,0.775828242301941
"710","9","10","18",68,1.0991222858429
"711","9","10","18",70,0.919803142547607
"712","9","10","18",72,0.720282912254333
"713","9","10","18",74,0.835563480854034
"714","9","10","18",76,0.738577485084534
"715","9","10","18",78,0.712698936462402
"716","9","10","18",80,0.761876404285431
"717","9","10","18",82,0.599720299243927
"718","9","10","18",84,0.727770507335663
"719","9","10","18",86,0.775989055633545
"720","9","10","18",88,0.52003687620163
"721","9","10","19",90,0.572192490100861
"722","9","10","19",88,0.469321012496948
"723","9","10","19",86,0.576567590236664
"724","9","10","19",84,0.667876482009888
"725","9","10","19",82,0.715521812438965
"726","9","10","19",80,0.647995471954346
"727","9","10","19",78,1.07411432266235
"728","9","10","19",76,0.890960454940796
"729","9","10","19",74,0.946156561374664
"730","9","10","19",72,1.02969861030579
