"","experiment","plant","das","angle","count"
"731","9","10","19",70,1.44716429710388
"732","9","10","19",68,1.4953019618988
"733","9","10","19",66,1.4084300994873
"734","9","10","19",64,1.19448792934418
"735","9","10","19",62,1.40176928043365
"736","9","10","19",60,1.29439115524292
"737","9","10","19",58,1.48072350025177
"738","9","10","19",56,1.54509222507477
"739","9","10","19",54,1.32809400558472
"740","9","10","19",52,1.1991161108017
"741","9","10","19",50,1.27338254451752
"742","9","10","19",48,1.24766993522644
"743","9","10","19",46,1.7305189371109
"744","9","10","19",44,1.24022102355957
"745","9","10","19",42,1.31310153007507
"746","9","10","19",40,1.21216011047363
"747","9","10","19",38,1.18697094917297
"748","9","10","19",36,1.44157314300537
"749","9","10","19",34,1.23188984394073
"750","9","10","19",32,1.27116906642914
"751","9","10","19",30,1.3152437210083
"752","9","10","19",28,1.18826270103455
"753","9","10","19",26,1.23454177379608
"754","9","10","19",24,1.1992427110672
"755","9","10","19",22,1.34273386001587
"756","9","10","19",20,1.24714696407318
"757","9","10","19",18,1.25695562362671
"758","9","10","19",16,1.2631801366806
"759","9","10","19",14,1.41524136066437
"760","9","10","19",12,1.00722515583038
"761","9","10","19",10,1.19849503040314
"762","9","10","19",8,0.971643626689911
"763","9","10","19",6,0.90688943862915
"764","9","10","19",4,1.10164773464203
"765","9","10","19",2,1.23958814144135
"766","9","10","19",1.27222193825778e-13,1.54885005950928
"767","9","10","19",2,1.22584700584412
"768","9","10","19",4,1.18813991546631
"769","9","10","19",6,0.937300443649292
"770","9","10","19",8,1.27704060077667
"771","9","10","19",10,1.08679115772247
"772","9","10","19",12,1.28484082221985
"773","9","10","19",14,1.17504215240479
"774","9","10","19",16,1.30342161655426
"775","9","10","19",18,1.25606000423431
"776","9","10","19",20,1.05414366722107
"777","9","10","19",22,1.20483255386353
"778","9","10","19",24,1.0619705915451
"779","9","10","19",26,1.01692008972168
"780","9","10","19",28,1.02598810195923
"781","9","10","19",30,0.965582251548767
"782","9","10","19",32,0.947205305099487
"783","9","10","19",34,0.956203460693359
"784","9","10","19",36,0.895305216312408
"785","9","10","19",38,0.869027078151703
"786","9","10","19",40,0.984159052371979
"787","9","10","19",42,1.11723029613495
"788","9","10","19",44,1.67311418056488
"789","9","10","19",46,1.26857686042786
"790","9","10","19",48,1.19513344764709
"791","9","10","19",50,1.12153124809265
"792","9","10","19",52,1.11253070831299
"793","9","10","19",54,1.3373771905899
"794","9","10","19",56,1.3184357881546
"795","9","10","19",58,1.05772936344147
"796","9","10","19",60,1.04028284549713
"797","9","10","19",62,1.0315945148468
"798","9","10","19",64,1.21925699710846
"799","9","10","19",66,1.02862274646759
"800","9","10","19",68,1.16950130462646
"801","9","10","19",70,1.02164733409882
"802","9","10","19",72,0.970776498317719
"803","9","10","19",74,0.821881234645844
"804","9","10","19",76,0.709765255451202
"805","9","10","19",78,0.747809946537018
"806","9","10","19",80,0.778235137462616
"807","9","10","19",82,0.550671756267548
"808","9","10","19",84,0.703602313995361
"809","9","10","19",86,0.663498938083649
"810","9","10","19",88,0.654852449893951
"811","9","10","20",90,0.740590810775757
"812","9","10","20",88,0.575604736804962
"813","9","10","20",86,0.57472813129425
"814","9","10","20",84,0.676466941833496
"815","9","10","20",82,0.979945719242096
"816","9","10","20",80,0.892621159553528
"817","9","10","20",78,1.2279599905014
"818","9","10","20",76,1.06678879261017
"819","9","10","20",74,1.13872480392456
"820","9","10","20",72,1.27856230735779
"821","9","10","20",70,1.24339747428894
"822","9","10","20",68,1.20376372337341
"823","9","10","20",66,1.68007779121399
"824","9","10","20",64,1.52679514884949
"825","9","10","20",62,1.60032963752747
"826","9","10","20",60,1.19565713405609
"827","9","10","20",58,1.64674985408783
"828","9","10","20",56,1.59059262275696
"829","9","10","20",54,1.46418297290802
"830","9","10","20",52,1.4350471496582
"831","9","10","20",50,1.38079369068146
"832","9","10","20",48,1.38210713863373
"833","9","10","20",46,1.99791598320007
"834","9","10","20",44,1.21326184272766
"835","9","10","20",42,1.17583000659943
"836","9","10","20",40,0.993518888950348
"837","9","10","20",38,1.19827282428741
"838","9","10","20",36,1.22953939437866
"839","9","10","20",34,1.40249133110046
"840","9","10","20",32,1.46495962142944
"841","9","10","20",30,1.26769948005676
"842","9","10","20",28,1.27167820930481
"843","9","10","20",26,1.58513867855072
"844","9","10","20",24,1.46421480178833
"845","9","10","20",22,1.20911979675293
"846","9","10","20",20,1.33959782123566
"847","9","10","20",18,1.27977359294891
"848","9","10","20",16,1.48330414295197
"849","9","10","20",14,1.63316226005554
"850","9","10","20",12,1.22161304950714
"851","9","10","20",10,1.13603127002716
"852","9","10","20",8,1.07840073108673
"853","9","10","20",6,0.989316463470459
"854","9","10","20",4,1.27941083908081
"855","9","10","20",2,1.52239513397217
"856","9","10","20",1.27222193825778e-13,2.32924699783325
"857","9","10","20",2,1.04887175559998
"858","9","10","20",4,0.903194665908813
"859","9","10","20",6,0.882678389549255
"860","9","10","20",8,0.981445014476776
"861","9","10","20",10,0.775898218154907
"862","9","10","20",12,1.08350324630737
"863","9","10","20",14,0.811725378036499
"864","9","10","20",16,1.09169173240662
"865","9","10","20",18,0.915808618068695
"866","9","10","20",20,1.12715113162994
"867","9","10","20",22,1.15795981884003
"868","9","10","20",24,1.35555970668793
"869","9","10","20",26,1.22225046157837
"870","9","10","20",28,1.29866909980774
"871","9","10","20",30,1.17831790447235
"872","9","10","20",32,1.22907435894012
"873","9","10","20",34,1.30581200122833
"874","9","10","20",36,1.21991658210754
"875","9","10","20",38,0.96502411365509
"876","9","10","20",40,1.21682703495026
"877","9","10","20",42,1.15548479557037
"878","9","10","20",44,1.80335605144501
"879","9","10","20",46,1.03376650810242
"880","9","10","20",48,0.868851721286774
"881","9","10","20",50,0.921525835990906
"882","9","10","20",52,0.894191980361938
"883","9","10","20",54,0.84617555141449
"884","9","10","20",56,0.899562001228333
"885","9","10","20",58,0.884763062000275
"886","9","10","20",60,0.954580843448639
"887","9","10","20",62,0.66974264383316
"888","9","10","20",64,0.737823665142059
"889","9","10","20",66,0.699224710464478
"890","9","10","20",68,0.488128632307053
"891","9","10","20",70,0.649294555187225
"892","9","10","20",72,0.667367219924927
"893","9","10","20",74,0.522120893001556
"894","9","10","20",76,0.774085521697998
"895","9","10","20",78,0.638255655765533
"896","9","10","20",80,0.578690707683563
"897","9","10","20",82,0.626389145851135
"898","9","10","20",84,0.566917717456818
"899","9","10","20",86,0.577683448791504
"900","9","10","20",88,0.503257513046265
"901","9","10","21",90,0.583103895187378
"902","9","10","21",88,0.411331743001938
"903","9","10","21",86,0.426047176122665
"904","9","10","21",84,0.512007296085358
"905","9","10","21",82,0.640502452850342
"906","9","10","21",80,0.750468611717224
"907","9","10","21",78,0.638826251029968
"908","9","10","21",76,0.790728867053986
"909","9","10","21",74,0.72823166847229
"910","9","10","21",72,0.785619020462036
"911","9","10","21",70,0.893409132957458
"912","9","10","21",68,0.911279141902924
"913","9","10","21",66,1.01302778720856
"914","9","10","21",64,1.1398720741272
"915","9","10","21",62,1.07990682125092
"916","9","10","21",60,1.10589671134949
"917","9","10","21",58,1.40742480754852
"918","9","10","21",56,1.29728627204895
"919","9","10","21",54,1.16938126087189
"920","9","10","21",52,1.12868189811707
"921","9","10","21",50,1.24663937091827
"922","9","10","21",48,1.43035125732422
"923","9","10","21",46,1.59946382045746
"924","9","10","21",44,1.31408548355103
"925","9","10","21",42,1.07357168197632
"926","9","10","21",40,1.07639682292938
"927","9","10","21",38,1.26318979263306
"928","9","10","21",36,1.44979190826416
"929","9","10","21",34,1.27638828754425
"930","9","10","21",32,1.33261704444885
"931","9","10","21",30,1.31879019737244
"932","9","10","21",28,1.48681151866913
"933","9","10","21",26,1.65202963352203
"934","9","10","21",24,1.31759417057037
"935","9","10","21",22,1.36648321151733
"936","9","10","21",20,1.21839106082916
"937","9","10","21",18,1.48133814334869
"938","9","10","21",16,1.59701752662659
"939","9","10","21",14,1.8503669500351
"940","9","10","21",12,1.69413423538208
"941","9","10","21",10,1.32982158660889
"942","9","10","21",8,1.15486741065979
"943","9","10","21",6,1.40236234664917
"944","9","10","21",4,1.40640306472778
"945","9","10","21",2,1.68264162540436
"946","9","10","21",1.27222193825778e-13,2.44936752319336
"947","9","10","21",2,1.52761125564575
"948","9","10","21",4,1.41999995708466
"949","9","10","21",6,1.45965242385864
"950","9","10","21",8,1.43419253826141
"951","9","10","21",10,1.51742017269135
"952","9","10","21",12,2.12292003631592
"953","9","10","21",14,1.68425190448761
"954","9","10","21",16,1.58167541027069
"955","9","10","21",18,1.39678418636322
"956","9","10","21",20,1.33842039108276
"957","9","10","21",22,1.31926167011261
"958","9","10","21",24,1.62529587745667
"959","9","10","21",26,1.28921341896057
"960","9","10","21",28,1.29773652553558
"961","9","10","21",30,1.27701210975647
"962","9","10","21",32,1.38284575939178
"963","9","10","21",34,1.1291561126709
"964","9","10","21",36,0.949255406856537
"965","9","10","21",38,0.999344944953918
"966","9","10","21",40,0.850668728351593
"967","9","10","21",42,0.963659763336182
"968","9","10","21",44,1.35964214801788
"969","9","10","21",46,0.923455059528351
"970","9","10","21",48,0.763128161430359
"971","9","10","21",50,0.859061539173126
"972","9","10","21",52,0.721420645713806
"973","9","10","21",54,0.766809701919556
"974","9","10","21",56,0.7969970703125
"975","9","10","21",58,0.649529993534088
"976","9","10","21",60,0.876411080360413
"977","9","10","21",62,0.835080087184906
"978","9","10","21",64,0.753013789653778
"979","9","10","21",66,0.820146322250366
"980","9","10","21",68,0.782774209976196
"981","9","10","21",70,0.665375590324402
"982","9","10","21",72,0.84624719619751
"983","9","10","21",74,0.643943548202515
"984","9","10","21",76,0.590453326702118
"985","9","10","21",78,0.582786440849304
"986","9","10","21",80,0.495812207460403
"987","9","10","21",82,0.404470860958099
"988","9","10","21",84,0.459078311920166
"989","9","10","21",86,0.460840851068497
"990","9","10","21",88,0.493194729089737
"991","9","6","11",90,0.346197515726089
"992","9","6","11",88,0.382867395877838
"993","9","6","11",86,0.487062811851501
"994","9","6","11",84,0.260605484247208
"995","9","6","11",82,0.36042708158493
"996","9","6","11",80,0.360250353813171
"997","9","6","11",78,0.228972434997559
"998","9","6","11",76,0.350677251815796
"999","9","6","11",74,0.410069167613983
"1000","9","6","11",72,0.465859830379486
"1001","9","6","11",70,0.259785443544388
"1002","9","6","11",68,0.215882241725922
"1003","9","6","11",66,0.593747913837433
"1004","9","6","11",64,0.612053692340851
"1005","9","6","11",62,0.485743492841721
"1006","9","6","11",60,0.512422263622284
"1007","9","6","11",58,0.424498975276947
"1008","9","6","11",56,0.565979361534119
"1009","9","6","11",54,0.417790293693542
"1010","9","6","11",52,0.285314172506332
"1011","9","6","11",50,0.496677786111832
"1012","9","6","11",48,0.41226914525032
"1013","9","6","11",46,0.764944553375244
"1014","9","6","11",44,0.572353005409241
"1015","9","6","11",42,0.739235520362854
"1016","9","6","11",40,0.836972534656525
"1017","9","6","11",38,0.807833969593048
"1018","9","6","11",36,0.856362819671631
"1019","9","6","11",34,0.78874009847641
"1020","9","6","11",32,1.06135237216949
"1021","9","6","11",30,1.04768168926239
"1022","9","6","11",28,0.820889294147491
"1023","9","6","11",26,0.712252497673035
"1024","9","6","11",24,0.992688953876495
"1025","9","6","11",22,1.56764793395996
"1026","9","6","11",20,1.1077698469162
"1027","9","6","11",18,1.81804633140564
"1028","9","6","11",16,1.59728264808655
"1029","9","6","11",14,1.84290289878845
"1030","9","6","11",12,1.70634078979492
"1031","9","6","11",10,2.47080874443054
"1032","9","6","11",8,1.54346776008606
"1033","9","6","11",6,2.97617173194885
"1034","9","6","11",4,2.86506295204163
"1035","9","6","11",2,3.38942766189575
"1036","9","6","11",1.27222193825778e-13,4.43103218078613
"1037","9","6","11",2,3.13131713867188
"1038","9","6","11",4,3.4265604019165
"1039","9","6","11",6,2.76140165328979
"1040","9","6","11",8,3.12979578971863
"1041","9","6","11",10,2.45192170143127
"1042","9","6","11",12,3.04781532287598
"1043","9","6","11",14,2.29425764083862
"1044","9","6","11",16,1.85647892951965
"1045","9","6","11",18,2.13950085639954
"1046","9","6","11",20,1.88965475559235
"1047","9","6","11",22,1.76326441764832
"1048","9","6","11",24,1.94762790203094
"1049","9","6","11",26,1.57441747188568
"1050","9","6","11",28,1.45446705818176
"1051","9","6","11",30,1.4233363866806
"1052","9","6","11",32,1.37741661071777
"1053","9","6","11",34,1.42630743980408
"1054","9","6","11",36,0.839303433895111
"1055","9","6","11",38,0.835545837879181
"1056","9","6","11",40,0.672246694564819
"1057","9","6","11",42,0.761393845081329
"1058","9","6","11",44,1.2052561044693
"1059","9","6","11",46,0.552787661552429
"1060","9","6","11",48,1.02765738964081
"1061","9","6","11",50,0.615419089794159
"1062","9","6","11",52,1.04791569709778
"1063","9","6","11",54,1.01859819889069
"1064","9","6","11",56,0.908847212791443
"1065","9","6","11",58,0.784951329231262
"1066","9","6","11",60,0.69753509759903
"1067","9","6","11",62,0.76338928937912
"1068","9","6","11",64,0.414093464612961
"1069","9","6","11",66,0.47679814696312
"1070","9","6","11",68,0.273308426141739
"1071","9","6","11",70,0.446879178285599
"1072","9","6","11",72,0.523608505725861
"1073","9","6","11",74,0.628419458866119
"1074","9","6","11",76,0.374330699443817
"1075","9","6","11",78,0.322784602642059
"1076","9","6","11",80,0.40809565782547
"1077","9","6","11",82,0.25217992067337
"1078","9","6","11",84,0.180781692266464
"1079","9","6","11",86,0.30320143699646
"1080","9","6","11",88,0.316708117723465
"1081","9","6","12",90,0.379485458135605
"1082","9","6","12",88,0.359588146209717
"1083","9","6","12",86,0.548898875713348
"1084","9","6","12",84,0.452880173921585
"1085","9","6","12",82,0.444821685552597
"1086","9","6","12",80,0.657085239887238
"1087","9","6","12",78,0.829227328300476
"1088","9","6","12",76,0.703641951084137
"1089","9","6","12",74,0.67370867729187
"1090","9","6","12",72,0.666646897792816
"1091","9","6","12",70,0.642238259315491
"1092","9","6","12",68,0.578462362289429
"1093","9","6","12",66,0.71312016248703
"1094","9","6","12",64,0.702690482139587
"1095","9","6","12",62,0.519309759140015
"1096","9","6","12",60,0.647926867008209
"1097","9","6","12",58,0.782068729400635
"1098","9","6","12",56,0.687909066677094
"1099","9","6","12",54,0.883153975009918
"1100","9","6","12",52,0.542920708656311
"1101","9","6","12",50,0.698565244674683
"1102","9","6","12",48,0.750438928604126
"1103","9","6","12",46,0.769346654415131
"1104","9","6","12",44,0.607846856117249
"1105","9","6","12",42,0.52358204126358
"1106","9","6","12",40,0.996889770030975
"1107","9","6","12",38,0.790719211101532
"1108","9","6","12",36,0.645247220993042
"1109","9","6","12",34,0.80085015296936
"1110","9","6","12",32,0.74858170747757
"1111","9","6","12",30,0.927247047424316
"1112","9","6","12",28,1.34350919723511
"1113","9","6","12",26,2.00431871414185
"1114","9","6","12",24,1.15859663486481
"1115","9","6","12",22,1.51312708854675
"1116","9","6","12",20,1.91658222675323
"1117","9","6","12",18,1.67178356647491
"1118","9","6","12",16,1.32218027114868
"1119","9","6","12",14,1.90824937820435
"1120","9","6","12",12,1.76524555683136
"1121","9","6","12",10,2.45214819908142
"1122","9","6","12",8,1.81550645828247
"1123","9","6","12",6,2.84326505661011
"1124","9","6","12",4,2.4444568157196
"1125","9","6","12",2,1.90489101409912
"1126","9","6","12",1.27222193825778e-13,4.45407915115356
"1127","9","6","12",2,2.77246928215027
"1128","9","6","12",4,2.33717560768127
"1129","9","6","12",6,1.92628300189972
"1130","9","6","12",8,2.71083569526672
"1131","9","6","12",10,2.34623289108276
"1132","9","6","12",12,2.83464336395264
"1133","9","6","12",14,1.46001446247101
"1134","9","6","12",16,1.3411477804184
"1135","9","6","12",18,1.57905948162079
"1136","9","6","12",20,2.59329199790955
"1137","9","6","12",22,1.64377462863922
"1138","9","6","12",24,2.12157249450684
"1139","9","6","12",26,1.58605825901031
"1140","9","6","12",28,1.49806356430054
"1141","9","6","12",30,1.30567514896393
"1142","9","6","12",32,1.00600361824036
"1143","9","6","12",34,1.1412867307663
"1144","9","6","12",36,1.23111164569855
"1145","9","6","12",38,0.970741331577301
"1146","9","6","12",40,0.691032111644745
"1147","9","6","12",42,0.445565938949585
"1148","9","6","12",44,0.527865707874298
"1149","9","6","12",46,0.311874985694885
"1150","9","6","12",48,0.691716730594635
"1151","9","6","12",50,0.660933196544647
"1152","9","6","12",52,0.526646316051483
"1153","9","6","12",54,0.483734458684921
"1154","9","6","12",56,0.625005066394806
"1155","9","6","12",58,0.892557740211487
"1156","9","6","12",60,0.587918758392334
"1157","9","6","12",62,0.659090936183929
"1158","9","6","12",64,0.641583383083344
"1159","9","6","12",66,0.993216335773468
"1160","9","6","12",68,0.510741829872131
"1161","9","6","12",70,0.629654347896576
"1162","9","6","12",72,0.613146305084229
"1163","9","6","12",74,0.219721987843513
"1164","9","6","12",76,0.551828384399414
"1165","9","6","12",78,0.39304980635643
"1166","9","6","12",80,0.600629985332489
"1167","9","6","12",82,0.460008025169373
"1168","9","6","12",84,0.63080632686615
"1169","9","6","12",86,0.554128766059875
"1170","9","6","12",88,0.499062776565552
"1171","9","6","13",90,0.702750980854034
"1172","9","6","13",88,0.524879813194275
"1173","9","6","13",86,0.69244521856308
"1174","9","6","13",84,0.528833389282227
"1175","9","6","13",82,0.94051194190979
"1176","9","6","13",80,1.15968954563141
"1177","9","6","13",78,1.1210800409317
"1178","9","6","13",76,1.15916740894318
"1179","9","6","13",74,1.14316403865814
"1180","9","6","13",72,1.19833815097809
"1181","9","6","13",70,1.04638421535492
"1182","9","6","13",68,0.917729198932648
"1183","9","6","13",66,1.44489777088165
"1184","9","6","13",64,1.0307629108429
"1185","9","6","13",62,1.01497805118561
"1186","9","6","13",60,0.837036430835724
"1187","9","6","13",58,1.00257968902588
"1188","9","6","13",56,1.08131587505341
"1189","9","6","13",54,0.745653808116913
"1190","9","6","13",52,0.862870275974274
"1191","9","6","13",50,0.885443925857544
"1192","9","6","13",48,0.793963313102722
"1193","9","6","13",46,0.90732353925705
"1194","9","6","13",44,0.764429330825806
"1195","9","6","13",42,0.620681822299957
"1196","9","6","13",40,0.775827527046204
"1197","9","6","13",38,0.715630292892456
"1198","9","6","13",36,1.32655417919159
"1199","9","6","13",34,1.149041056633
"1200","9","6","13",32,1.07770228385925
"1201","9","6","13",30,0.948886752128601
"1202","9","6","13",28,0.955231308937073
"1203","9","6","13",26,1.06532168388367
"1204","9","6","13",24,1.18904626369476
"1205","9","6","13",22,1.23561203479767
"1206","9","6","13",20,1.1620979309082
"1207","9","6","13",18,1.48003351688385
"1208","9","6","13",16,1.43137562274933
"1209","9","6","13",14,2.25226092338562
"1210","9","6","13",12,1.83606243133545
"1211","9","6","13",10,2.04620981216431
"1212","9","6","13",8,1.56086230278015
"1213","9","6","13",6,1.70116591453552
"1214","9","6","13",4,1.75129163265228
"1215","9","6","13",2,1.91886484622955
"1216","9","6","13",1.27222193825778e-13,4.03660678863525
"1217","9","6","13",2,2.16505885124207
"1218","9","6","13",4,2.10857963562012
"1219","9","6","13",6,1.32800936698914
"1220","9","6","13",8,2.32149696350098
"1221","9","6","13",10,1.80961310863495
"1222","9","6","13",12,1.57637882232666
"1223","9","6","13",14,1.1538143157959
"1224","9","6","13",16,1.13843810558319
"1225","9","6","13",18,1.22305333614349
"1226","9","6","13",20,0.974239826202393
"1227","9","6","13",22,0.586655974388123
"1228","9","6","13",24,0.869550704956055
"1229","9","6","13",26,0.952303230762482
"1230","9","6","13",28,0.731570422649384
"1231","9","6","13",30,0.924970090389252
"1232","9","6","13",32,0.86906635761261
"1233","9","6","13",34,0.535869002342224
"1234","9","6","13",36,0.606129348278046
"1235","9","6","13",38,0.654265224933624
"1236","9","6","13",40,0.705884099006653
"1237","9","6","13",42,0.980285823345184
"1238","9","6","13",44,1.10760903358459
"1239","9","6","13",46,1.22135877609253
"1240","9","6","13",48,1.17997193336487
"1241","9","6","13",50,1.01786649227142
"1242","9","6","13",52,1.18091022968292
"1243","9","6","13",54,1.08240747451782
"1244","9","6","13",56,1.27913796901703
"1245","9","6","13",58,1.04733312129974
"1246","9","6","13",60,1.20959460735321
"1247","9","6","13",62,1.14893174171448
"1248","9","6","13",64,1.29089891910553
"1249","9","6","13",66,0.901908814907074
"1250","9","6","13",68,0.767578840255737
"1251","9","6","13",70,0.782312989234924
"1252","9","6","13",72,1.11676156520844
"1253","9","6","13",74,0.705307006835938
"1254","9","6","13",76,0.810760319232941
"1255","9","6","13",78,0.663425922393799
"1256","9","6","13",80,0.661502599716187
"1257","9","6","13",82,0.556552588939667
"1258","9","6","13",84,0.430872589349747
"1259","9","6","13",86,0.264386236667633
"1260","9","6","13",88,0.614782094955444
"1261","9","6","14",90,0.569761693477631
"1262","9","6","14",88,0.500370025634766
"1263","9","6","14",86,0.656535029411316
"1264","9","6","14",84,0.610017240047455
"1265","9","6","14",82,0.930077910423279
"1266","9","6","14",80,0.801283061504364
"1267","9","6","14",78,0.820081830024719
"1268","9","6","14",76,0.697173118591309
"1269","9","6","14",74,0.803887188434601
"1270","9","6","14",72,0.65554279088974
"1271","9","6","14",70,0.924624860286713
"1272","9","6","14",68,0.963858187198639
"1273","9","6","14",66,0.946774423122406
"1274","9","6","14",64,0.588787019252777
"1275","9","6","14",62,0.691835999488831
"1276","9","6","14",60,0.721925318241119
"1277","9","6","14",58,0.822503328323364
"1278","9","6","14",56,0.711049318313599
"1279","9","6","14",54,0.642994284629822
"1280","9","6","14",52,0.691789567470551
"1281","9","6","14",50,0.643881380558014
"1282","9","6","14",48,0.778624892234802
"1283","9","6","14",46,0.826766431331635
"1284","9","6","14",44,1.02724874019623
"1285","9","6","14",42,1.06816411018372
"1286","9","6","14",40,1.06107151508331
"1287","9","6","14",38,0.698967158794403
"1288","9","6","14",36,1.38401222229004
"1289","9","6","14",34,1.25810873508453
"1290","9","6","14",32,0.99005126953125
"1291","9","6","14",30,1.18541777133942
"1292","9","6","14",28,1.26356327533722
"1293","9","6","14",26,1.75851988792419
"1294","9","6","14",24,1.54756820201874
"1295","9","6","14",22,1.72152471542358
"1296","9","6","14",20,1.60699653625488
"1297","9","6","14",18,1.75424826145172
"1298","9","6","14",16,1.65076613426208
"1299","9","6","14",14,2.81356120109558
"1300","9","6","14",12,1.65824794769287
"1301","9","6","14",10,1.74745202064514
"1302","9","6","14",8,1.40781724452972
"1303","9","6","14",6,1.4113621711731
"1304","9","6","14",4,1.36200606822968
"1305","9","6","14",2,1.47951805591583
"1306","9","6","14",1.27222193825778e-13,1.7919510602951
"1307","9","6","14",2,1.50766611099243
"1308","9","6","14",4,1.3610748052597
"1309","9","6","14",6,1.73546373844147
"1310","9","6","14",8,2.15950179100037
"1311","9","6","14",10,1.65126919746399
"1312","9","6","14",12,1.4933534860611
"1313","9","6","14",14,1.06141352653503
"1314","9","6","14",16,1.14922285079956
"1315","9","6","14",18,1.21752560138702
"1316","9","6","14",20,1.98449468612671
"1317","9","6","14",22,1.31024706363678
"1318","9","6","14",24,1.11691451072693
"1319","9","6","14",26,0.961373746395111
"1320","9","6","14",28,0.976649940013885
"1321","9","6","14",30,0.88747638463974
"1322","9","6","14",32,1.18029987812042
"1323","9","6","14",34,0.796525359153748
"1324","9","6","14",36,0.950355350971222
"1325","9","6","14",38,0.79783421754837
"1326","9","6","14",40,1.06919419765472
"1327","9","6","14",42,0.99405425786972
"1328","9","6","14",44,0.746680676937103
"1329","9","6","14",46,0.868958234786987
"1330","9","6","14",48,0.959174394607544
"1331","9","6","14",50,1.11010491847992
"1332","9","6","14",52,1.1911848783493
"1333","9","6","14",54,1.17941272258759
"1334","9","6","14",56,1.23836863040924
"1335","9","6","14",58,1.17247557640076
"1336","9","6","14",60,1.2939190864563
"1337","9","6","14",62,1.19396257400513
"1338","9","6","14",64,1.2077225446701
"1339","9","6","14",66,1.07399022579193
"1340","9","6","14",68,1.25649738311768
"1341","9","6","14",70,0.982928574085236
"1342","9","6","14",72,0.946799457073212
"1343","9","6","14",74,0.977349877357483
"1344","9","6","14",76,1.14151132106781
"1345","9","6","14",78,0.965288579463959
"1346","9","6","14",80,0.813462793827057
"1347","9","6","14",82,0.655357480049133
"1348","9","6","14",84,0.670766770839691
"1349","9","6","14",86,0.659048855304718
"1350","9","6","14",88,0.684834659099579
"1351","9","6","15",90,0.818766951560974
"1352","9","6","15",88,0.689711213111877
"1353","9","6","15",86,0.650763273239136
"1354","9","6","15",84,0.592536687850952
"1355","9","6","15",82,0.736656546592712
"1356","9","6","15",80,0.871215581893921
"1357","9","6","15",78,1.30683267116547
"1358","9","6","15",76,1.08453738689423
"1359","9","6","15",74,0.953364431858063
"1360","9","6","15",72,0.833949208259583
"1361","9","6","15",70,1.00160038471222
"1362","9","6","15",68,0.866162419319153
"1363","9","6","15",66,1.03622150421143
"1364","9","6","15",64,0.836358308792114
"1365","9","6","15",62,0.997245311737061
"1366","9","6","15",60,0.901005387306213
"1367","9","6","15",58,1.158163189888
"1368","9","6","15",56,0.965450406074524
"1369","9","6","15",54,0.941501915454865
"1370","9","6","15",52,0.744132936000824
"1371","9","6","15",50,1.05902111530304
"1372","9","6","15",48,0.741835117340088
"1373","9","6","15",46,1.03573071956635
"1374","9","6","15",44,0.973125457763672
"1375","9","6","15",42,1.16449904441833
"1376","9","6","15",40,1.21833848953247
"1377","9","6","15",38,0.796145558357239
"1378","9","6","15",36,1.09747231006622
"1379","9","6","15",34,1.05254542827606
"1380","9","6","15",32,1.16127920150757
"1381","9","6","15",30,1.2760591506958
"1382","9","6","15",28,1.10537052154541
"1383","9","6","15",26,1.1389194726944
"1384","9","6","15",24,1.27036678791046
"1385","9","6","15",22,1.26741945743561
"1386","9","6","15",20,1.00793969631195
"1387","9","6","15",18,1.06754052639008
"1388","9","6","15",16,1.28696167469025
"1389","9","6","15",14,1.59878635406494
"1390","9","6","15",12,1.32244694232941
"1391","9","6","15",10,1.4033796787262
"1392","9","6","15",8,0.926256656646729
"1393","9","6","15",6,1.32119059562683
"1394","9","6","15",4,1.24722421169281
"1395","9","6","15",2,1.00890600681305
"1396","9","6","15",1.27222193825778e-13,1.8938695192337
"1397","9","6","15",2,1.51191914081573
"1398","9","6","15",4,1.54561305046082
"1399","9","6","15",6,1.28909814357758
"1400","9","6","15",8,1.55941033363342
"1401","9","6","15",10,1.41067576408386
"1402","9","6","15",12,1.70766508579254
"1403","9","6","15",14,1.06215274333954
"1404","9","6","15",16,1.19829225540161
"1405","9","6","15",18,1.12342965602875
"1406","9","6","15",20,1.36168694496155
"1407","9","6","15",22,1.18198239803314
"1408","9","6","15",24,1.20406889915466
"1409","9","6","15",26,0.926764249801636
"1410","9","6","15",28,1.22270357608795
"1411","9","6","15",30,1.2161055803299
"1412","9","6","15",32,1.26705038547516
"1413","9","6","15",34,1.21131014823914
"1414","9","6","15",36,1.34470307826996
"1415","9","6","15",38,1.19441533088684
"1416","9","6","15",40,1.11576461791992
"1417","9","6","15",42,1.04642713069916
"1418","9","6","15",44,1.25107097625732
"1419","9","6","15",46,0.992402255535126
"1420","9","6","15",48,1.33932054042816
"1421","9","6","15",50,1.16224586963654
"1422","9","6","15",52,1.41193103790283
"1423","9","6","15",54,1.44747722148895
"1424","9","6","15",56,1.2131472826004
"1425","9","6","15",58,1.51077628135681
"1426","9","6","15",60,1.83433067798615
"1427","9","6","15",62,1.53011620044708
"1428","9","6","15",64,1.34988117218018
"1429","9","6","15",66,1.38029277324677
"1430","9","6","15",68,1.04403126239777
"1431","9","6","15",70,1.02698123455048
"1432","9","6","15",72,0.8154217004776
"1433","9","6","15",74,0.96821653842926
"1434","9","6","15",76,0.962930381298065
"1435","9","6","15",78,0.806524455547333
"1436","9","6","15",80,0.579861342906952
"1437","9","6","15",82,0.589064121246338
"1438","9","6","15",84,0.66353452205658
"1439","9","6","15",86,0.511713266372681
