"","experiment","das","accession","plant","aq","x","y","angle","count"
"281","50","22","bay","4","1.tif",0,0,70,0.80120462179184
"282","50","22","bay","4","1.tif",0,0,68,0.859385788440704
"283","50","22","bay","4","1.tif",0,0,66,1.15540611743927
"284","50","22","bay","4","1.tif",0,0,64,1.07935214042664
"285","50","22","bay","4","1.tif",0,0,62,1.02098846435547
"286","50","22","bay","4","1.tif",0,0,60,1.03450679779053
"287","50","22","bay","4","1.tif",0,0,58,0.938176512718201
"288","50","22","bay","4","1.tif",0,0,56,1.12721979618073
"289","50","22","bay","4","1.tif",0,0,54,1.44583964347839
"290","50","22","bay","4","1.tif",0,0,52,2.24936842918396
"291","50","22","bay","4","1.tif",0,0,50,2.08818435668945
"292","50","22","bay","4","1.tif",0,0,48,1.54238224029541
"293","50","22","bay","4","1.tif",0,0,46,1.68696630001068
"294","50","22","bay","4","1.tif",0,0,44,1.86673080921173
"295","50","22","bay","4","1.tif",0,0,42,2.28029203414917
"296","50","22","bay","4","1.tif",0,0,40,2.44612717628479
"297","50","22","bay","4","1.tif",0,0,38,2.55492997169495
"298","50","22","bay","4","1.tif",0,0,36,2.60819458961487
"299","50","22","bay","4","1.tif",0,0,34,2.08696699142456
"300","50","22","bay","4","1.tif",0,0,32,1.95255708694458
"301","50","22","bay","4","1.tif",0,0,30,1.93410277366638
"302","50","22","bay","4","1.tif",0,0,28,2.12755513191223
"303","50","22","bay","4","1.tif",0,0,26,2.15011835098267
"304","50","22","bay","4","1.tif",0,0,24,2.25346493721008
"305","50","22","bay","4","1.tif",0,0,22,2.23200249671936
"306","50","22","bay","4","1.tif",0,0,20,1.7889392375946
"307","50","22","bay","4","1.tif",0,0,18,2.47654485702515
"308","50","22","bay","4","1.tif",0,0,16,2.32391262054443
"309","50","22","bay","4","1.tif",0,0,14,1.84293127059937
"310","50","22","bay","4","1.tif",0,0,12,1.68195974826813
"311","50","22","bay","4","1.tif",0,0,10,1.5721560716629
"312","50","22","bay","4","1.tif",0,0,8,1.61243891716003
"313","50","22","bay","4","1.tif",0,0,6,1.77463960647583
"314","50","22","bay","4","1.tif",0,0,4,1.46795260906219
"315","50","22","bay","4","1.tif",0,0,2,1.1248574256897
"316","50","22","bay","4","1.tif",0,0,1.27222193825778e-13,1.29126191139221
"317","50","22","bay","4","1.tif",0,0,2,1.12418043613434
"318","50","22","bay","4","1.tif",0,0,4,0.795794308185577
"319","50","22","bay","4","1.tif",0,0,6,0.695480346679688
"320","50","22","bay","4","1.tif",0,0,8,0.786840200424194
"321","50","22","bay","4","1.tif",0,0,10,0.617588341236115
"322","50","22","bay","4","1.tif",0,0,12,0.690452098846436
"323","50","22","bay","4","1.tif",0,0,14,0.678649127483368
"324","50","22","bay","4","1.tif",0,0,16,0.855343043804169
"325","50","22","bay","4","1.tif",0,0,18,0.834454417228699
"326","50","22","bay","4","1.tif",0,0,20,0.905946731567383
"327","50","22","bay","4","1.tif",0,0,22,0.879190444946289
"328","50","22","bay","4","1.tif",0,0,24,0.897419810295105
"329","50","22","bay","4","1.tif",0,0,26,0.929347276687622
"330","50","22","bay","4","1.tif",0,0,28,0.748800158500671
"331","50","22","bay","4","1.tif",0,0,30,0.961969375610352
"332","50","22","bay","4","1.tif",0,0,32,1.03509747982025
"333","50","22","bay","4","1.tif",0,0,34,1.02340543270111
"334","50","22","bay","4","1.tif",0,0,36,0.909916579723358
"335","50","22","bay","4","1.tif",0,0,38,0.936325132846832
"336","50","22","bay","4","1.tif",0,0,40,1.16260385513306
"337","50","22","bay","4","1.tif",0,0,42,1.02901220321655
"338","50","22","bay","4","1.tif",0,0,44,0.874931633472443
"339","50","22","bay","4","1.tif",0,0,46,0.887826383113861
"340","50","22","bay","4","1.tif",0,0,48,0.703605771064758
"341","50","22","bay","4","1.tif",0,0,50,0.62553083896637
"342","50","22","bay","4","1.tif",0,0,52,0.663763225078583
"343","50","22","bay","4","1.tif",0,0,54,0.616353929042816
"344","50","22","bay","4","1.tif",0,0,56,0.643988311290741
"345","50","22","bay","4","1.tif",0,0,58,0.601938009262085
"346","50","22","bay","4","1.tif",0,0,60,0.50095671415329
"347","50","22","bay","4","1.tif",0,0,62,0.532874047756195
"348","50","22","bay","4","1.tif",0,0,64,0.581227242946625
"349","50","22","bay","4","1.tif",0,0,66,0.606092870235443
"350","50","22","bay","4","1.tif",0,0,68,0.53537380695343
"351","50","22","bay","4","1.tif",0,0,70,0.454733282327652
"352","50","22","bay","4","1.tif",0,0,72,0.483914822340012
"353","50","22","bay","4","1.tif",0,0,74,0.493375509977341
"354","50","22","bay","4","1.tif",0,0,76,0.430511862039566
"355","50","22","bay","4","1.tif",0,0,78,0.443336129188538
"356","50","22","bay","4","1.tif",0,0,80,0.414176851511002
"357","50","22","bay","4","1.tif",0,0,82,0.467129945755005
"358","50","22","bay","4","1.tif",0,0,84,0.473570019006729
"359","50","22","bay","4","1.tif",0,0,86,0.550888240337372
"360","50","22","bay","4","1.tif",0,0,88,0.508188486099243
"361","50","22","bay","5","2.tif",0,0,90,0.525390386581421
"362","50","22","bay","5","2.tif",0,0,88,0.407599449157715
"363","50","22","bay","5","2.tif",0,0,86,0.471962660551071
"364","50","22","bay","5","2.tif",0,0,84,0.571561813354492
"365","50","22","bay","5","2.tif",0,0,82,0.430492520332336
"366","50","22","bay","5","2.tif",0,0,80,0.396466344594955
"367","50","22","bay","5","2.tif",0,0,78,0.456152737140656
"368","50","22","bay","5","2.tif",0,0,76,0.512575149536133
"369","50","22","bay","5","2.tif",0,0,74,0.565728783607483
"370","50","22","bay","5","2.tif",0,0,72,0.709894061088562
"371","50","22","bay","5","2.tif",0,0,70,0.630135834217072
"372","50","22","bay","5","2.tif",0,0,68,0.637297391891479
"373","50","22","bay","5","2.tif",0,0,66,0.571614682674408
"374","50","22","bay","5","2.tif",0,0,64,0.775654971599579
"375","50","22","bay","5","2.tif",0,0,62,1.06439924240112
"376","50","22","bay","5","2.tif",0,0,60,1.1184219121933
"377","50","22","bay","5","2.tif",0,0,58,0.982047319412231
"378","50","22","bay","5","2.tif",0,0,56,1.27138447761536
"379","50","22","bay","5","2.tif",0,0,54,1.13346755504608
"380","50","22","bay","5","2.tif",0,0,52,1.05059671401978
"381","50","22","bay","5","2.tif",0,0,50,1.37387561798096
"382","50","22","bay","5","2.tif",0,0,48,1.23362624645233
"383","50","22","bay","5","2.tif",0,0,46,1.10791003704071
"384","50","22","bay","5","2.tif",0,0,44,1.24656283855438
"385","50","22","bay","5","2.tif",0,0,42,0.916124939918518
"386","50","22","bay","5","2.tif",0,0,40,1.00470948219299
"387","50","22","bay","5","2.tif",0,0,38,1.00660717487335
"388","50","22","bay","5","2.tif",0,0,36,1.26217043399811
"389","50","22","bay","5","2.tif",0,0,34,1.15047228336334
"390","50","22","bay","5","2.tif",0,0,32,1.42485189437866
"391","50","22","bay","5","2.tif",0,0,30,1.48531639575958
"392","50","22","bay","5","2.tif",0,0,28,1.4729505777359
"393","50","22","bay","5","2.tif",0,0,26,1.68941962718964
"394","50","22","bay","5","2.tif",0,0,24,1.88263070583344
"395","50","22","bay","5","2.tif",0,0,22,1.49210071563721
"396","50","22","bay","5","2.tif",0,0,20,1.5895209312439
"397","50","22","bay","5","2.tif",0,0,18,1.83086121082306
"398","50","22","bay","5","2.tif",0,0,16,1.57771933078766
"399","50","22","bay","5","2.tif",0,0,14,2.21121525764465
"400","50","22","bay","5","2.tif",0,0,12,2.52438879013062
"401","50","22","bay","5","2.tif",0,0,10,2.43590903282166
"402","50","22","bay","5","2.tif",0,0,8,2.38364219665527
"403","50","22","bay","5","2.tif",0,0,6,2.40784573554993
"404","50","22","bay","5","2.tif",0,0,4,2.29398846626282
"405","50","22","bay","5","2.tif",0,0,2,2.61045932769775
"406","50","22","bay","5","2.tif",0,0,1.27222193825778e-13,2.43623185157776
"407","50","22","bay","5","2.tif",0,0,2,1.5964070558548
"408","50","22","bay","5","2.tif",0,0,4,1.78330087661743
"409","50","22","bay","5","2.tif",0,0,6,1.93961501121521
"410","50","22","bay","5","2.tif",0,0,8,2.01252484321594
"411","50","22","bay","5","2.tif",0,0,10,1.89784681797028
"412","50","22","bay","5","2.tif",0,0,12,1.38573181629181
"413","50","22","bay","5","2.tif",0,0,14,1.33322548866272
"414","50","22","bay","5","2.tif",0,0,16,1.29820144176483
"415","50","22","bay","5","2.tif",0,0,18,1.3949887752533
"416","50","22","bay","5","2.tif",0,0,20,1.53185427188873
"417","50","22","bay","5","2.tif",0,0,22,1.31656277179718
"418","50","22","bay","5","2.tif",0,0,24,1.29021036624908
"419","50","22","bay","5","2.tif",0,0,26,1.13670027256012
"420","50","22","bay","5","2.tif",0,0,28,0.950406491756439
"421","50","22","bay","5","2.tif",0,0,30,0.924478888511658
"422","50","22","bay","5","2.tif",0,0,32,0.962191224098206
"423","50","22","bay","5","2.tif",0,0,34,0.868560612201691
"424","50","22","bay","5","2.tif",0,0,36,0.841820001602173
"425","50","22","bay","5","2.tif",0,0,38,0.735288918018341
"426","50","22","bay","5","2.tif",0,0,40,0.687195003032684
"427","50","22","bay","5","2.tif",0,0,42,0.639668166637421
"428","50","22","bay","5","2.tif",0,0,44,0.7785484790802
"429","50","22","bay","5","2.tif",0,0,46,0.705867886543274
"430","50","22","bay","5","2.tif",0,0,48,0.865310192108154
"431","50","22","bay","5","2.tif",0,0,50,0.835447013378143
"432","50","22","bay","5","2.tif",0,0,52,0.86033308506012
"433","50","22","bay","5","2.tif",0,0,54,0.795056045055389
"434","50","22","bay","5","2.tif",0,0,56,0.853629171848297
"435","50","22","bay","5","2.tif",0,0,58,0.897530853748322
"436","50","22","bay","5","2.tif",0,0,60,0.848525881767273
"437","50","22","bay","5","2.tif",0,0,62,0.796181619167328
"438","50","22","bay","5","2.tif",0,0,64,0.620173990726471
"439","50","22","bay","5","2.tif",0,0,66,0.557742893695831
"440","50","22","bay","5","2.tif",0,0,68,0.679666817188263
"441","50","22","bay","5","2.tif",0,0,70,0.587098240852356
"442","50","22","bay","5","2.tif",0,0,72,0.592966139316559
"443","50","22","bay","5","2.tif",0,0,74,0.540727078914642
"444","50","22","bay","5","2.tif",0,0,76,0.520683526992798
"445","50","22","bay","5","2.tif",0,0,78,0.431347966194153
"446","50","22","bay","5","2.tif",0,0,80,0.443211704492569
"447","50","22","bay","5","2.tif",0,0,82,0.523304343223572
"448","50","22","bay","5","2.tif",0,0,84,0.531881630420685
