"","experiment","das","phosphorus","plant","aq","x","y","angle","count"
"478","53","22","low","1","1.tif",0,0,36,2.421602726
"479","53","22","low","1","1.tif",0,0,34,2.544074297
"480","53","22","low","1","1.tif",0,0,32,2.6114971638
"481","53","22","low","1","1.tif",0,0,30,2.4168925285
"482","53","22","low","1","1.tif",0,0,28,2.5092768669
"483","53","22","low","1","1.tif",0,0,26,2.2302041054
"484","53","22","low","1","1.tif",0,0,24,2.0822658539
"485","53","22","low","1","1.tif",0,0,22,2.1573777199
"486","53","22","low","1","1.tif",0,0,20,2.2320153713
"487","53","22","low","1","1.tif",0,0,18,2.6840503216
"488","53","22","low","1","1.tif",0,0,16,2.1600370407
"489","53","22","low","1","1.tif",0,0,14,1.6065311432
"490","53","22","low","1","1.tif",0,0,12,1.6037862301
"491","53","22","low","1","1.tif",0,0,10,1.6012547016
"492","53","22","low","1","1.tif",0,0,8,1.3738974333
"493","53","22","low","1","1.tif",0,0,6,1.6227382421
"494","53","22","low","1","1.tif",0,0,4,1.5901169777
"495","53","22","low","1","1.tif",0,0,2,1.4460783005
"496","53","22","low","1","1.tif",0,0,1.27222193825778e-13,1.8929629326
"497","53","22","low","1","1.tif",0,0,2,1.5686802864
"498","53","22","low","1","1.tif",0,0,4,1.5949367285
"499","53","22","low","1","1.tif",0,0,6,1.6098189354
"500","53","22","low","1","1.tif",0,0,8,1.2881197929
"501","53","22","low","1","1.tif",0,0,10,1.1019567251
"502","53","22","low","1","1.tif",0,0,12,1.0888332129
"503","53","22","low","1","1.tif",0,0,14,0.8627476096
"504","53","22","low","1","1.tif",0,0,16,1.010168314
"505","53","22","low","1","1.tif",0,0,18,0.7768313289
"506","53","22","low","1","1.tif",0,0,20,0.7717515826
"507","53","22","low","1","1.tif",0,0,22,0.7495610118
"508","53","22","low","1","1.tif",0,0,24,0.6910532713
"509","53","22","low","1","1.tif",0,0,26,0.693849206
"510","53","22","low","1","1.tif",0,0,28,0.9052260518
"511","53","22","low","1","1.tif",0,0,30,0.9699323773
"512","53","22","low","1","1.tif",0,0,32,1.0148988962
"513","53","22","low","1","1.tif",0,0,34,0.8287162185
"514","53","22","low","1","1.tif",0,0,36,0.8712800741
"515","53","22","low","1","1.tif",0,0,38,0.8045017123
"516","53","22","low","1","1.tif",0,0,40,0.9370840788
"517","53","22","low","1","1.tif",0,0,42,0.9832605124
"518","53","22","low","1","1.tif",0,0,44,0.8425346613
"519","53","22","low","1","1.tif",0,0,46,0.8588406444
"520","53","22","low","1","1.tif",0,0,48,0.8639095426
"521","53","22","low","1","1.tif",0,0,50,0.8417730927
"522","53","22","low","1","1.tif",0,0,52,0.7014475465
"523","53","22","low","1","1.tif",0,0,54,0.7147107124
"524","53","22","low","1","1.tif",0,0,56,0.7136827707
"525","53","22","low","1","1.tif",0,0,58,0.5636817217
"526","53","22","low","1","1.tif",0,0,60,0.4743585587
"527","53","22","low","1","1.tif",0,0,62,0.4928096831
"528","53","22","low","1","1.tif",0,0,64,0.4523191452
"529","53","22","low","1","1.tif",0,0,66,0.3231818378
"530","53","22","low","1","1.tif",0,0,68,0.3559406996
"531","53","22","low","1","1.tif",0,0,70,0.3968844712
"532","53","22","low","1","1.tif",0,0,72,0.386403501
"533","53","22","low","1","1.tif",0,0,74,0.3767867684
"534","53","22","low","1","1.tif",0,0,76,0.3280051053
"535","53","22","low","1","1.tif",0,0,78,0.337487042
"536","53","22","low","1","1.tif",0,0,80,0.3455147147
"537","53","22","low","1","1.tif",0,0,82,0.322578162
"538","53","22","low","1","1.tif",0,0,84,0.2929104865
"539","53","22","low","1","1.tif",0,0,86,0.3139541745
"540","53","22","low","1","1.tif",0,0,88,0.2956550419
"541","53","22","low","2","2.tif",0,0,90,0.7070081234
"542","53","22","low","2","2.tif",0,0,88,0.5790267587
"543","53","22","low","2","2.tif",0,0,86,0.6717583537
"544","53","22","low","2","2.tif",0,0,84,0.7419744134
"545","53","22","low","2","2.tif",0,0,82,0.6892849207
"546","53","22","low","2","2.tif",0,0,80,0.6943594813
"547","53","22","low","2","2.tif",0,0,78,0.7697057128
"548","53","22","low","2","2.tif",0,0,76,0.7523434758
"549","53","22","low","2","2.tif",0,0,74,0.6440212727
"550","53","22","low","2","2.tif",0,0,72,0.8440474272
"551","53","22","low","2","2.tif",0,0,70,0.8982943296
"552","53","22","low","2","2.tif",0,0,68,1.0826673508
"553","53","22","low","2","2.tif",0,0,66,1.2384091616
"554","53","22","low","2","2.tif",0,0,64,1.1069538593
"555","53","22","low","2","2.tif",0,0,62,1.0072544813
"556","53","22","low","2","2.tif",0,0,60,1.0406424999
"557","53","22","low","2","2.tif",0,0,58,0.9742343426
"558","53","22","low","2","2.tif",0,0,56,1.0435899496
"559","53","22","low","2","2.tif",0,0,54,0.9179883003
"560","53","22","low","2","2.tif",0,0,52,0.8528904319
"561","53","22","low","2","2.tif",0,0,50,1.085909605
"562","53","22","low","2","2.tif",0,0,48,1.561122179
"563","53","22","low","2","2.tif",0,0,46,1.5510926247
"564","53","22","low","2","2.tif",0,0,44,1.673214674
"565","53","22","low","2","2.tif",0,0,42,2.2773113251
"566","53","22","low","2","2.tif",0,0,40,1.8896840811
"567","53","22","low","2","2.tif",0,0,38,1.2735105753
"568","53","22","low","2","2.tif",0,0,36,1.6906837225
"569","53","22","low","2","2.tif",0,0,34,1.6038042307
"570","53","22","low","2","2.tif",0,0,32,1.5564409494
"571","53","22","low","2","2.tif",0,0,30,2.0650925636
"572","53","22","low","2","2.tif",0,0,28,1.5244489908
"573","53","22","low","2","2.tif",0,0,26,1.4501223564
"574","53","22","low","2","2.tif",0,0,24,1.2541983128
"575","53","22","low","2","2.tif",0,0,22,1.2077931166
"576","53","22","low","2","2.tif",0,0,20,1.3485475779
"577","53","22","low","2","2.tif",0,0,18,1.8312300444
"578","53","22","low","2","2.tif",0,0,16,1.5292211771
"579","53","22","low","2","2.tif",0,0,14,1.2608420849
"580","53","22","low","2","2.tif",0,0,12,1.1705590487
"581","53","22","low","2","2.tif",0,0,10,1.2738972902
"582","53","22","low","2","2.tif",0,0,8,1.1777223349
"583","53","22","low","2","2.tif",0,0,6,1.3527957201
"584","53","22","low","2","2.tif",0,0,4,1.2637480497
"585","53","22","low","2","2.tif",0,0,2,1.1753172874
"586","53","22","low","2","2.tif",0,0,1.27222193825778e-13,1.2838689089
"587","53","22","low","2","2.tif",0,0,2,1.1473838091
"588","53","22","low","2","2.tif",0,0,4,1.0006246567
"589","53","22","low","2","2.tif",0,0,6,0.963378191
"590","53","22","low","2","2.tif",0,0,8,0.8865297437
"591","53","22","low","2","2.tif",0,0,10,0.9100536108
"592","53","22","low","2","2.tif",0,0,12,1.1232700348
"593","53","22","low","2","2.tif",0,0,14,1.1422067881
"594","53","22","low","2","2.tif",0,0,16,1.1213260889
"595","53","22","low","2","2.tif",0,0,18,1.1271733046
"596","53","22","low","2","2.tif",0,0,20,0.8429005146
"597","53","22","low","2","2.tif",0,0,22,0.8300677538
"598","53","22","low","2","2.tif",0,0,24,0.7204365134
"599","53","22","low","2","2.tif",0,0,26,0.6508538723
"600","53","22","low","2","2.tif",0,0,28,0.665058434
"601","53","22","low","2","2.tif",0,0,30,1.2935495377
"602","53","22","low","2","2.tif",0,0,32,1.4630842209
"603","53","22","low","2","2.tif",0,0,34,1.5918607712
"604","53","22","low","2","2.tif",0,0,36,1.2858458757
"605","53","22","low","2","2.tif",0,0,38,1.070712924
"606","53","22","low","2","2.tif",0,0,40,1.3300421238
"607","53","22","low","2","2.tif",0,0,42,1.464430213
"608","53","22","low","2","2.tif",0,0,44,1.3628759384
"609","53","22","low","2","2.tif",0,0,46,1.243940115
"610","53","22","low","2","2.tif",0,0,48,1.4073621035
"611","53","22","low","2","2.tif",0,0,50,1.4373347759
"612","53","22","low","2","2.tif",0,0,52,1.1580103636
"613","53","22","low","2","2.tif",0,0,54,1.2619529963
"614","53","22","low","2","2.tif",0,0,56,1.0355564356
"615","53","22","low","2","2.tif",0,0,58,0.883954525
"616","53","22","low","2","2.tif",0,0,60,1.0056265593
"617","53","22","low","2","2.tif",0,0,62,0.8633736372
"618","53","22","low","2","2.tif",0,0,64,0.8211507201
"619","53","22","low","2","2.tif",0,0,66,0.7968151569
"620","53","22","low","2","2.tif",0,0,68,0.7864192724
"621","53","22","low","2","2.tif",0,0,70,0.8233883381
"622","53","22","low","2","2.tif",0,0,72,0.7784664035
"623","53","22","low","2","2.tif",0,0,74,0.7484868765
"624","53","22","low","2","2.tif",0,0,76,0.8170320392
"625","53","22","low","2","2.tif",0,0,78,0.955753088
"626","53","22","low","2","2.tif",0,0,80,0.8705514073
"627","53","22","low","2","2.tif",0,0,82,0.7461332083
"628","53","22","low","2","2.tif",0,0,84,0.6750938892
"629","53","22","low","2","2.tif",0,0,86,0.6586310863
"630","53","22","low","2","2.tif",0,0,88,0.6426682472
"631","53","22","low","3","3.tif",0,0,90,0.5342450738
"632","53","22","low","3","3.tif",0,0,88,0.4222897887
"633","53","22","low","3","3.tif",0,0,86,0.5361827016
"634","53","22","low","3","3.tif",0,0,84,0.5157576203
"635","53","22","low","3","3.tif",0,0,82,0.5379958153
"636","53","22","low","3","3.tif",0,0,80,0.5646953583
"637","53","22","low","3","3.tif",0,0,78,0.6603850722
"638","53","22","low","3","3.tif",0,0,76,0.6500399113
"639","53","22","low","3","3.tif",0,0,74,0.7273025513
"640","53","22","low","3","3.tif",0,0,72,0.7810899019
"641","53","22","low","3","3.tif",0,0,70,0.8264486194
"642","53","22","low","3","3.tif",0,0,68,0.8415178657
"643","53","22","low","3","3.tif",0,0,66,0.9486341476
"644","53","22","low","3","3.tif",0,0,64,1.181787014
"645","53","22","low","3","3.tif",0,0,62,1.2470827103
"646","53","22","low","3","3.tif",0,0,60,1.3458957672
"647","53","22","low","3","3.tif",0,0,58,1.3067935705
"648","53","22","low","3","3.tif",0,0,56,1.1618605852
"649","53","22","low","3","3.tif",0,0,54,1.7566103935
"650","53","22","low","3","3.tif",0,0,52,1.8134285212
"651","53","22","low","3","3.tif",0,0,50,1.3951702118
"652","53","22","low","3","3.tif",0,0,48,1.6049909592
"653","53","22","low","3","3.tif",0,0,46,1.318074584
"654","53","22","low","3","3.tif",0,0,44,1.4882996082
"655","53","22","low","3","3.tif",0,0,42,1.4586291313
"656","53","22","low","3","3.tif",0,0,40,1.3376036882
"657","53","22","low","3","3.tif",0,0,38,1.1249946356
"658","53","22","low","3","3.tif",0,0,36,1.1274886131
"659","53","22","low","3","3.tif",0,0,34,1.2611129284
"660","53","22","low","3","3.tif",0,0,32,2.0685553551
"661","53","22","low","3","3.tif",0,0,30,1.7814576626
"662","53","22","low","3","3.tif",0,0,28,1.8279923201
"663","53","22","low","3","3.tif",0,0,26,1.4995318651
"664","53","22","low","3","3.tif",0,0,24,1.6261074543
"665","53","22","low","3","3.tif",0,0,22,1.6942985058
"666","53","22","low","3","3.tif",0,0,20,2.0579662323
"667","53","22","low","3","3.tif",0,0,18,1.7929316759
"668","53","22","low","3","3.tif",0,0,16,2.0110254288
"669","53","22","low","3","3.tif",0,0,14,2.0788428783
"670","53","22","low","3","3.tif",0,0,12,2.445909977
"671","53","22","low","3","3.tif",0,0,10,2.7312464714
"672","53","22","low","3","3.tif",0,0,8,2.4701321125
"673","53","22","low","3","3.tif",0,0,6,2.1446075439
"674","53","22","low","3","3.tif",0,0,4,2.2846088409
"675","53","22","low","3","3.tif",0,0,2,2.2354421616
"676","53","22","low","3","3.tif",0,0,1.27222193825778e-13,2.3149712086
"677","53","22","low","3","3.tif",0,0,2,1.3979337215
"678","53","22","low","3","3.tif",0,0,4,1.0237252712
"679","53","22","low","3","3.tif",0,0,6,0.9880605936
"680","53","22","low","3","3.tif",0,0,8,1.0330789089
"681","53","22","low","3","3.tif",0,0,10,1.0524903536
"682","53","22","low","3","3.tif",0,0,12,1.0473002195
"683","53","22","low","3","3.tif",0,0,14,0.8154065013
"684","53","22","low","3","3.tif",0,0,16,0.8036786914
"685","53","22","low","3","3.tif",0,0,18,0.738040328
"686","53","22","low","3","3.tif",0,0,20,0.8275473118
"687","53","22","low","3","3.tif",0,0,22,0.8004726768
"688","53","22","low","3","3.tif",0,0,24,0.9541674256
"689","53","22","low","3","3.tif",0,0,26,0.7797852159
"690","53","22","low","3","3.tif",0,0,28,0.7430983782
"691","53","22","low","3","3.tif",0,0,30,0.7901713252
"692","53","22","low","3","3.tif",0,0,32,1.0059444904
"693","53","22","low","3","3.tif",0,0,34,1.1193686724
"694","53","22","low","3","3.tif",0,0,36,1.0289055109
"695","53","22","low","3","3.tif",0,0,38,0.984336555
"696","53","22","low","3","3.tif",0,0,40,0.8970004916
"697","53","22","low","3","3.tif",0,0,42,0.8541237712
"698","53","22","low","3","3.tif",0,0,44,0.8119474649
"699","53","22","low","3","3.tif",0,0,46,0.7287377119
"700","53","22","low","3","3.tif",0,0,48,0.8016313314
"701","53","22","low","3","3.tif",0,0,50,0.711619556
"702","53","22","low","3","3.tif",0,0,52,0.7999458909
"703","53","22","low","3","3.tif",0,0,54,0.826059401
"704","53","22","low","3","3.tif",0,0,56,0.6762647629
"705","53","22","low","3","3.tif",0,0,58,0.7564489245
"706","53","22","low","3","3.tif",0,0,60,0.7078842521
"707","53","22","low","3","3.tif",0,0,62,0.7557787299
"708","53","22","low","3","3.tif",0,0,64,0.8182339668
"709","53","22","low","3","3.tif",0,0,66,0.7489822507
"710","53","22","low","3","3.tif",0,0,68,0.6724019647
"711","53","22","low","3","3.tif",0,0,70,0.6583312154
"712","53","22","low","3","3.tif",0,0,72,0.6299227476
"713","53","22","low","3","3.tif",0,0,74,0.6096909642
"714","53","22","low","3","3.tif",0,0,76,0.5408815145
"715","53","22","low","3","3.tif",0,0,78,0.5672434568
"716","53","22","low","3","3.tif",0,0,80,0.4116000235
"717","53","22","low","3","3.tif",0,0,82,0.3654612303
"718","53","22","low","3","3.tif",0,0,84,0.3598062694
"719","53","22","low","3","3.tif",0,0,86,0.3977290392
"720","53","22","low","3","3.tif",0,0,88,0.4167252481
"721","53","22","low","4","4.tif",0,0,90,0.5908797979
"722","53","22","low","4","4.tif",0,0,88,0.3600369394
"723","53","22","low","4","4.tif",0,0,86,0.3380369544
"724","53","22","low","4","4.tif",0,0,84,0.3591307104
"725","53","22","low","4","4.tif",0,0,82,0.4374476671
"726","53","22","low","4","4.tif",0,0,80,0.5259148479
"727","53","22","low","4","4.tif",0,0,78,0.506359756
"728","53","22","low","4","4.tif",0,0,76,0.4343959093
"729","53","22","low","4","4.tif",0,0,74,0.6304439902
"730","53","22","low","4","4.tif",0,0,72,0.5829978585
"731","53","22","low","4","4.tif",0,0,70,0.6154868007
"732","53","22","low","4","4.tif",0,0,68,0.7184182405
"733","53","22","low","4","4.tif",0,0,66,0.7538486719
"734","53","22","low","4","4.tif",0,0,64,0.6661785841
"735","53","22","low","4","4.tif",0,0,62,0.7335690856
"736","53","22","low","4","4.tif",0,0,60,0.83670789
"737","53","22","low","4","4.tif",0,0,58,0.7754988074
"738","53","22","low","4","4.tif",0,0,56,0.8181092739
"739","53","22","low","4","4.tif",0,0,54,0.9051278234
"740","53","22","low","4","4.tif",0,0,52,1.193116188
"741","53","22","low","4","4.tif",0,0,50,1.2777559757
"742","53","22","low","4","4.tif",0,0,48,1.2858548164
"743","53","22","low","4","4.tif",0,0,46,1.3426042795
"744","53","22","low","4","4.tif",0,0,44,1.4273896217
"745","53","22","low","4","4.tif",0,0,42,1.4935050011
"746","53","22","low","4","4.tif",0,0,40,1.5332829952
"747","53","22","low","4","4.tif",0,0,38,1.5140887499
"748","53","22","low","4","4.tif",0,0,36,1.5886269808
"749","53","22","low","4","4.tif",0,0,34,1.7865952253
"750","53","22","low","4","4.tif",0,0,32,1.8287296295
"751","53","22","low","4","4.tif",0,0,30,1.6979417801
"752","53","22","low","4","4.tif",0,0,28,1.7665560246
"753","53","22","low","4","4.tif",0,0,26,1.5624688864
"754","53","22","low","4","4.tif",0,0,24,1.7570238113
"755","53","22","low","4","4.tif",0,0,22,1.8536485434
"756","53","22","low","4","4.tif",0,0,20,1.787561059
"757","53","22","low","4","4.tif",0,0,18,1.8301873207
"758","53","22","low","4","4.tif",0,0,16,1.682669878
"759","53","22","low","4","4.tif",0,0,14,1.7052505016
"760","53","22","low","4","4.tif",0,0,12,1.8216229677
"761","53","22","low","4","4.tif",0,0,10,1.6170985699
"762","53","22","low","4","4.tif",0,0,8,1.8468111753
"763","53","22","low","4","4.tif",0,0,6,1.7465639114
"764","53","22","low","4","4.tif",0,0,4,1.8662446737
"765","53","22","low","4","4.tif",0,0,2,1.8699496984
"766","53","22","low","4","4.tif",0,0,1.27222193825778e-13,1.8333491087
"767","53","22","low","4","4.tif",0,0,2,1.5988684893
"768","53","22","low","4","4.tif",0,0,4,1.1802188158
"769","53","22","low","4","4.tif",0,0,6,1.1458843946
"770","53","22","low","4","4.tif",0,0,8,1.023748517
"771","53","22","low","4","4.tif",0,0,10,0.9044882059
"772","53","22","low","4","4.tif",0,0,12,1.1414673328
"773","53","22","low","4","4.tif",0,0,14,1.266746521
"774","53","22","low","4","4.tif",0,0,16,1.3433527946
"775","53","22","low","4","4.tif",0,0,18,1.1226108074
"776","53","22","low","4","4.tif",0,0,20,1.1600794792
"777","53","22","low","4","4.tif",0,0,22,1.0530724525
"778","53","22","low","4","4.tif",0,0,24,0.9743128419
"779","53","22","low","4","4.tif",0,0,26,1.171790719
"780","53","22","low","4","4.tif",0,0,28,1.497137785
"781","53","22","low","4","4.tif",0,0,30,1.9002252817
"782","53","22","low","4","4.tif",0,0,32,2.0841157436
"783","53","22","low","4","4.tif",0,0,34,1.5037462711
"784","53","22","low","4","4.tif",0,0,36,1.2971094847
"785","53","22","low","4","4.tif",0,0,38,1.2677055597
"786","53","22","low","4","4.tif",0,0,40,1.2637070417
"787","53","22","low","4","4.tif",0,0,42,1.242005229
"788","53","22","low","4","4.tif",0,0,44,1.1954826117
"789","53","22","low","4","4.tif",0,0,46,1.0797790289
"790","53","22","low","4","4.tif",0,0,48,1.0532693863
"791","53","22","low","4","4.tif",0,0,50,1.066557765
"792","53","22","low","4","4.tif",0,0,52,1.0488607883
"793","53","22","low","4","4.tif",0,0,54,1.084179759
"794","53","22","low","4","4.tif",0,0,56,1.0051187277
"795","53","22","low","4","4.tif",0,0,58,0.9567162991
"796","53","22","low","4","4.tif",0,0,60,0.8496658206
"797","53","22","low","4","4.tif",0,0,62,0.7174472809
"798","53","22","low","4","4.tif",0,0,64,0.7123928666
"799","53","22","low","4","4.tif",0,0,66,0.6889583468
"800","53","22","low","4","4.tif",0,0,68,0.5998324752
"801","53","22","low","4","4.tif",0,0,70,0.5961287022
"802","53","22","low","4","4.tif",0,0,72,0.5984950066
"803","53","22","low","4","4.tif",0,0,74,0.548247695
"804","53","22","low","4","4.tif",0,0,76,0.4537113607
"805","53","22","low","4","4.tif",0,0,78,0.5045751929
"806","53","22","low","4","4.tif",0,0,80,0.4570301771
"807","53","22","low","4","4.tif",0,0,82,0.4401941001
"808","53","22","low","4","4.tif",0,0,84,0.3662443459
"809","53","22","low","4","4.tif",0,0,86,0.3639087677
"810","53","22","low","4","4.tif",0,0,88,0.3657229245
"811","53","22","low","5","5.tif",0,0,90,0.6886096597
"812","53","22","low","5","5.tif",0,0,88,0.4771955013
"813","53","22","low","5","5.tif",0,0,86,0.448425591
"814","53","22","low","5","5.tif",0,0,84,0.4440241456
"815","53","22","low","5","5.tif",0,0,82,0.4336312711
"816","53","22","low","5","5.tif",0,0,80,0.4897251427
"817","53","22","low","5","5.tif",0,0,78,0.6146886349
"818","53","22","low","5","5.tif",0,0,76,0.4925171733
"819","53","22","low","5","5.tif",0,0,74,0.5947707891
"820","53","22","low","5","5.tif",0,0,72,0.5999411345
"821","53","22","low","5","5.tif",0,0,70,0.6526432633
"822","53","22","low","5","5.tif",0,0,68,0.7223622203
"823","53","22","low","5","5.tif",0,0,66,0.7461157441
"824","53","22","low","5","5.tif",0,0,64,0.8328062296
"825","53","22","low","5","5.tif",0,0,62,0.877559185
"826","53","22","low","5","5.tif",0,0,60,0.9650517106
"827","53","22","low","5","5.tif",0,0,58,1.0050317049
"828","53","22","low","5","5.tif",0,0,56,0.9709910154
"829","53","22","low","5","5.tif",0,0,54,0.9786739349
"830","53","22","low","5","5.tif",0,0,52,1.1243622303
"831","53","22","low","5","5.tif",0,0,50,1.2265443802
"832","53","22","low","5","5.tif",0,0,48,1.3975994587
"833","53","22","low","5","5.tif",0,0,46,1.1144653559
"834","53","22","low","5","5.tif",0,0,44,1.1437706947
"835","53","22","low","5","5.tif",0,0,42,1.3653453588
"836","53","22","low","5","5.tif",0,0,40,1.129783988
"837","53","22","low","5","5.tif",0,0,38,1.12799716
"838","53","22","low","5","5.tif",0,0,36,1.3308628798
"839","53","22","low","5","5.tif",0,0,34,1.3400626183
"840","53","22","low","5","5.tif",0,0,32,1.1615914106
"841","53","22","low","5","5.tif",0,0,30,1.077216506
"842","53","22","low","5","5.tif",0,0,28,1.3201502562
"843","53","22","low","5","5.tif",0,0,26,1.6163730621
"844","53","22","low","5","5.tif",0,0,24,1.8963583708
"845","53","22","low","5","5.tif",0,0,22,1.996203661
"846","53","22","low","5","5.tif",0,0,20,2.0540642738
"847","53","22","low","5","5.tif",0,0,18,1.7841937542
"848","53","22","low","5","5.tif",0,0,16,1.599366188
"849","53","22","low","5","5.tif",0,0,14,1.4150472879
"850","53","22","low","5","5.tif",0,0,12,1.4442510605
"851","53","22","low","5","5.tif",0,0,10,1.3676085472
"852","53","22","low","5","5.tif",0,0,8,1.1392849684
"853","53","22","low","5","5.tif",0,0,6,1.1065275669
"854","53","22","low","5","5.tif",0,0,4,1.3550801277
"855","53","22","low","5","5.tif",0,0,2,1.8688179255
"856","53","22","low","5","5.tif",0,0,1.27222193825778e-13,2.9608995914
"857","53","22","low","5","5.tif",0,0,2,2.8825829029
"858","53","22","low","5","5.tif",0,0,4,2.6397283077
"859","53","22","low","5","5.tif",0,0,6,1.6023616791
"860","53","22","low","5","5.tif",0,0,8,1.3219519854
"861","53","22","low","5","5.tif",0,0,10,1.2798779011
"862","53","22","low","5","5.tif",0,0,12,1.1694071293
"863","53","22","low","5","5.tif",0,0,14,0.9743826389
"864","53","22","low","5","5.tif",0,0,16,0.8059954643
"865","53","22","low","5","5.tif",0,0,18,0.9259647727
"866","53","22","low","5","5.tif",0,0,20,1.0509088039
"867","53","22","low","5","5.tif",0,0,22,1.0382584333
"868","53","22","low","5","5.tif",0,0,24,0.9890106916
"869","53","22","low","5","5.tif",0,0,26,1.1750153303
"870","53","22","low","5","5.tif",0,0,28,1.2806829214
"871","53","22","low","5","5.tif",0,0,30,1.37362957
"872","53","22","low","5","5.tif",0,0,32,1.3016463518
"873","53","22","low","5","5.tif",0,0,34,1.904935956
"874","53","22","low","5","5.tif",0,0,36,1.9896125793
"875","53","22","low","5","5.tif",0,0,38,1.5233660936
"876","53","22","low","5","5.tif",0,0,40,1.2419390678
"877","53","22","low","5","5.tif",0,0,42,1.0407332182
"878","53","22","low","5","5.tif",0,0,44,0.9209798574
"879","53","22","low","5","5.tif",0,0,46,0.9314486384
"880","53","22","low","5","5.tif",0,0,48,1.125228405
"881","53","22","low","5","5.tif",0,0,50,1.1300837994
"882","53","22","low","5","5.tif",0,0,52,0.9706879258
"883","53","22","low","5","5.tif",0,0,54,1.0786218643
"884","53","22","low","5","5.tif",0,0,56,1.2156386375
"885","53","22","low","5","5.tif",0,0,58,1.3032915592
"886","53","22","low","5","5.tif",0,0,60,1.117808342
"887","53","22","low","5","5.tif",0,0,62,0.9416936636
"888","53","22","low","5","5.tif",0,0,64,0.8511983752
"889","53","22","low","5","5.tif",0,0,66,0.7865583301
"890","53","22","low","5","5.tif",0,0,68,0.6490772963
"891","53","22","low","5","5.tif",0,0,70,0.5851657987
"892","53","22","low","5","5.tif",0,0,72,0.5521733165
"893","53","22","low","5","5.tif",0,0,74,0.4406321943
"894","53","22","low","5","5.tif",0,0,76,0.5187823772
"895","53","22","low","5","5.tif",0,0,78,0.6005942822
"896","53","22","low","5","5.tif",0,0,80,0.509898603
"897","53","22","low","5","5.tif",0,0,82,0.4543220401
"898","53","22","low","5","5.tif",0,0,84,0.4203006923
"899","53","22","low","5","5.tif",0,0,86,0.4771486223
"900","53","22","low","5","5.tif",0,0,88,0.4080808461
"901","53","22","low","6","6.tif",0,0,90,0.6621998549
"902","53","22","low","6","6.tif",0,0,88,0.3991164267
"903","53","22","low","6","6.tif",0,0,86,0.43379426
"904","53","22","low","6","6.tif",0,0,84,0.4970731139
"905","53","22","low","6","6.tif",0,0,82,0.5620199442
"906","53","22","low","6","6.tif",0,0,80,0.5886030197
"907","53","22","low","6","6.tif",0,0,78,0.595487535
"908","53","22","low","6","6.tif",0,0,76,0.5321377516
"909","53","22","low","6","6.tif",0,0,74,0.5725717545
"910","53","22","low","6","6.tif",0,0,72,0.6083624363
"911","53","22","low","6","6.tif",0,0,70,0.6488426924
"912","53","22","low","6","6.tif",0,0,68,0.6519575119
"913","53","22","low","6","6.tif",0,0,66,0.7336181998
"914","53","22","low","6","6.tif",0,0,64,0.6200045943
"915","53","22","low","6","6.tif",0,0,62,0.594455421
"916","53","22","low","6","6.tif",0,0,60,0.5393400788
"917","53","22","low","6","6.tif",0,0,58,0.6494703293
"918","53","22","low","6","6.tif",0,0,56,0.7070543766
"919","53","22","low","6","6.tif",0,0,54,0.8439623117
"920","53","22","low","6","6.tif",0,0,52,0.7922939062
"921","53","22","low","6","6.tif",0,0,50,0.6352970004
"922","53","22","low","6","6.tif",0,0,48,0.7617165446
"923","53","22","low","6","6.tif",0,0,46,0.842851162
"924","53","22","low","6","6.tif",0,0,44,0.8938784003
"925","53","22","low","6","6.tif",0,0,42,0.9926538467
"926","53","22","low","6","6.tif",0,0,40,0.9191850424
"927","53","22","low","6","6.tif",0,0,38,1.1603707075
"928","53","22","low","6","6.tif",0,0,36,1.0069284439
"929","53","22","low","6","6.tif",0,0,34,1.0076501369
"930","53","22","low","6","6.tif",0,0,32,0.9848127365
"931","53","22","low","6","6.tif",0,0,30,0.9450885653
"932","53","22","low","6","6.tif",0,0,28,1.1054733992
"933","53","22","low","6","6.tif",0,0,26,1.1001563072
"934","53","22","low","6","6.tif",0,0,24,0.9838482738
"935","53","22","low","6","6.tif",0,0,22,1.0365788937
"936","53","22","low","6","6.tif",0,0,20,0.6976134181
"937","53","22","low","6","6.tif",0,0,18,0.8415331841
"938","53","22","low","6","6.tif",0,0,16,0.771590054
"939","53","22","low","6","6.tif",0,0,14,0.7877933979
"940","53","22","low","6","6.tif",0,0,12,1.0439181328
"941","53","22","low","6","6.tif",0,0,10,1.3299928904
"942","53","22","low","6","6.tif",0,0,8,1.8157826662
"943","53","22","low","6","6.tif",0,0,6,1.4834508896
"944","53","22","low","6","6.tif",0,0,4,1.1273384094
"945","53","22","low","6","6.tif",0,0,2,1.0678874254
"946","53","22","low","6","6.tif",0,0,1.27222193825778e-13,1.7133752108
"947","53","22","low","6","6.tif",0,0,2,1.5158652067
"948","53","22","low","6","6.tif",0,0,4,1.3612231016
"949","53","22","low","6","6.tif",0,0,6,1.2743132114
"950","53","22","low","6","6.tif",0,0,8,1.3107862473
"951","53","22","low","6","6.tif",0,0,10,1.1371901035
"952","53","22","low","6","6.tif",0,0,12,0.9757877588
"953","53","22","low","6","6.tif",0,0,14,0.9117845297
"954","53","22","low","6","6.tif",0,0,16,0.9594124556
"955","53","22","low","6","6.tif",0,0,18,0.9418578148
"956","53","22","low","6","6.tif",0,0,20,0.8229653239
"957","53","22","low","6","6.tif",0,0,22,0.851128459
"958","53","22","low","6","6.tif",0,0,24,1.101984024
