"","image","time_in_serie","rep_id","intensity","intensity_ratio","diameter","rep_x","rep_y","growth","growth.x","growth.y","depth","width","6"
"162","57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif",3,"41e455e0-9a14-4caa-adc8-4729513e9456",8.129555,1.9198207,45.88028,1484,1361,19.6977156035922,18,8,9.81962481962482,10.7536231884058,6
"163","57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif",3,"5477efe3-9eab-4e34-a9e4-e2082f119831",8.494949,2.4262784,33.30165,579,1362,2.23606797749979,1,2,9.82683982683983,4.19565217391304,6
"164","57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif",3,"b7399b8b-8ed5-4da2-81ab-55ca51707abe",7.933921,2.1774013,80.280754,1523,1385,0,0,0,9.99278499278499,11.036231884058,6
"165","57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif",3,"9e3b4d23-1113-4abd-8a0a-47e4ebc0db70",9.837838,2.054945,45.617977,1395,1388,4,0,4,10.01443001443,10.1086956521739,6
"166","57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif",3,"b0a9875b-52d7-41fa-996b-2842439332d4",5.2357144,1.6166439,42.047592,513,1403,0,0,0,10.1226551226551,3.71739130434783,6
"167","57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif",3,"4c2a7a9d-ac94-49b6-849f-e3d87ed3389f",8.831819,2.9104476,39.849716,797,1479,7.28010988928052,2,7,10.6709956709957,5.77536231884058,6
"168","57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif",3,"215a6957-7af1-408e-9b3d-d44ffc10360b",6.931937,1.6918429,40.311287,653,1493,9.21954445729289,9,2,10.7720057720058,4.73188405797101,6
"169","57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif",3,"cad56bb3-e5c4-4ba0-b888-57bd63455185",7.256,2.3980153,23.021729,754,1508,4.12310562561766,1,4,10.8802308802309,5.46376811594203,6
"170","57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif",3,"0f126333-791a-445a-b7f8-04a61cabf8c4",6.809816,2.0093093,90.27181,705,1589,1,1,0,11.4646464646465,5.10869565217391,6
"171","57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif",3,"e1586f67-d2a7-4285-a518-f51dd6e7ed15",9.313901,2.619644,33.06055,980,1636,1,1,0,11.8037518037518,7.10144927536232,6
"172","57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif",3,"2c77ab12-869c-4fd4-bed9-688d6d015e0f",8.372694,2.2393124,38.27532,743,1690,2,0,2,12.1933621933622,5.38405797101449,6
"173","57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif",3,"1055a0c4-a0e5-41a2-899b-aaa412c674a7",11.039344,2.960796,40.311287,812,1713,0,0,0,12.3593073593074,5.88405797101449,6
"174","57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif",3,"d9c8323f-9ccd-4765-a713-83ca0e72e4bf",5.7217393,1.586626,28.42534,1337,1717,1.4142135623731,1,1,12.3881673881674,9.68840579710145,6
"175","57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif",3,"597cabc7-0e97-41c2-ad73-a86183990662",10.7378645,3.1808317,18.027756,979,1745,2.82842712474619,2,2,12.5901875901876,7.09420289855072,6
"176","57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif",3,"d782d94e-33b0-4cc5-ab28-5e494160e2b9",8.1470585,2.697473,31.304953,1093,1813,2.23606797749979,1,2,13.0808080808081,7.92028985507246,6
"177","57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif",3,"1e7fcefe-ed16-46a7-a099-29c6adeb9f5f",5.965909,2.030476,25.298222,817,1902,0,0,0,13.7229437229437,5.92028985507246,6
"178","57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif",3,"6d9bd9e8-0874-4088-89db-be1e9afba620",9.077114,2.4456017,62.425957,791,1931,1,1,0,13.9321789321789,5.73188405797101,6
"179","57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif",3,"74640aac-0c55-42ce-b35c-389161385eb8",6.326389,1.8232712,25.059929,1193,1909,13.8924439894498,12,7,13.7734487734488,8.64492753623188,6
"180","57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif",3,"b797f3fb-ec60-4561-a2ca-f3ecc129e7c0",7.101124,2.2689874,17.492855,796,1959,2.82842712474619,2,2,14.1341991341991,5.76811594202899,6
"181","57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif",3,"9ed9132c-2067-4f3f-adbf-a537a718a211",5.755319,1.8743069,13.601471,906,2246,3.16227766016838,3,1,16.2049062049062,6.56521739130435,6
"182","57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif",3,"066fd8ca-9952-4081-afaa-0816ae86cbbd",5.7427983,1.9699033,77.27872,877,2590,3.60555127546399,2,3,18.6868686868687,6.35507246376812,6
"183","57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif",4,"e360b37b-79d9-46c1-9742-2d3b3de142fc",5.9363637,1.9831547,22.671568,853,528,0,0,0,3.80952380952381,6.18115942028986,6
"184","57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif",4,"5d7bb5a0-7656-4a93-b98a-05ed33d54aeb",5.758929,1.8124031,34.20526,932,1075,0,0,0,7.75613275613276,6.7536231884058,6
"185","57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif",4,"c4d89a40-88be-46e5-8fd5-743efbfa5b9c",8.281879,2.3225284,32.38827,1018,1247,2.82842712474619,2,2,8.997113997114,7.3768115942029,6
"186","57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif",4,"dadc047a-d578-462a-a3f0-72c87c94e8cd",6.0795455,1.5906543,23.086792,1428,1290,4.12310562561766,1,4,9.30735930735931,10.3478260869565,6
"187","57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif",4,"5477efe3-9eab-4e34-a9e4-e2082f119831",6.95098,2.1551483,21.633308,576,1365,4.24264068711928,3,3,9.84848484848485,4.17391304347826,6
"188","57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif",4,"9e3b4d23-1113-4abd-8a0a-47e4ebc0db70",6.106383,1.5418118,23.021729,1396,1391,3.16227766016838,1,3,10.036075036075,10.1159420289855,6
"189","57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif",4,"b7399b8b-8ed5-4da2-81ab-55ca51707abe",5.3854165,1.622824,29.068884,1536,1395,16.4012194668567,13,10,10.0649350649351,11.1304347826087,6
"190","57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif",4,"215a6957-7af1-408e-9b3d-d44ffc10360b",5.1546392,1.574,31.906113,647,1496,6.70820393249937,6,3,10.7936507936508,4.68840579710145,6
"191","57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif",4,"0f126333-791a-445a-b7f8-04a61cabf8c4",5.6153846,1.7513171,44.28318,692,1602,18.3847763108502,13,13,11.5584415584416,5.01449275362319,6
"192","57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif",4,"e1586f67-d2a7-4285-a518-f51dd6e7ed15",5.4078946,3.1435523,23.086792,982,1644,8.24621125123532,2,8,11.8614718614719,7.11594202898551,6
"193","57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif",4,"2c77ab12-869c-4fd4-bed9-688d6d015e0f",6.395238,1.8741623,42.190044,744,1684,6.08276253029822,1,6,12.1500721500722,5.39130434782609,6
"194","57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif",4,"1055a0c4-a0e5-41a2-899b-aaa412c674a7",7.737805,2.5208826,26.925823,810,1719,6.32455532033676,2,6,12.4025974025974,5.8695652173913,6
"195","57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif",4,"d782d94e-33b0-4cc5-ab28-5e494160e2b9",8.8109455,2.5584414,35.468296,1094,1810,3.16227766016838,1,3,13.0591630591631,7.92753623188406,6
"196","57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif",4,"74640aac-0c55-42ce-b35c-389161385eb8",6.0620155,1.7161126,23.259407,1199,1912,6.70820393249937,6,3,13.7950937950938,8.68840579710145,6
"197","57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif",4,"e47d2583-d13a-468f-bd2f-7af41b7f2356",5.328125,1.6891496,16.155495,1114,1932,0,0,0,13.9393939393939,8.07246376811594,6
"198","57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif",4,"6d9bd9e8-0874-4088-89db-be1e9afba620",6.7218046,2.2326622,24.207438,784,1945,15.6524758424985,7,14,14.033189033189,5.68115942028986,6
"199","57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif",4,"849ca402-8e99-4ba6-86c5-6924385569ec",5.9210525,1.7266667,17.691807,870,2040,0,0,0,14.7186147186147,6.30434782608696,6
"200","57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif",4,"12602528-3005-48b2-b1cb-f6ce8776b7f0",6.9117646,1.9744681,13.453624,846,2072,0,0,0,14.9494949494949,6.1304347826087,6
"201","57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif",4,"9ed9132c-2067-4f3f-adbf-a537a718a211",5.6707315,1.9376343,17.720045,903,2253,7.61577310586391,3,7,16.2554112554113,6.54347826086957,6
"202","57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif",4,"da88e70f-0fa1-451d-866f-b9d6baea227e",5.378788,1.9549296,14.422205,956,2308,0,0,0,16.6522366522367,6.92753623188406,6
"203","57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif",4,"61938b04-4fa6-48ac-825b-cf47a044af78",6.4925375,2.0712643,15.264338,892,2335,0,0,0,16.8470418470418,6.46376811594203,6
"204","57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif",4,"066fd8ca-9952-4081-afaa-0816ae86cbbd",5,1.8100001,14.764823,877,2603,13,0,13,18.7806637806638,6.35507246376812,6
"205","57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif",5,"b5c7ebb0-312f-4b9c-874e-255ad8573253",6.720588,2.4945295,11.18034,411,623,0,0,0,4.49494949494949,2.97826086956522,6
"206","57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif",5,"d48b0807-f67d-42d9-b647-981ed2e48743",6.4714284,1.9315674,14.56022,577,855,0,0,0,6.16883116883117,4.18115942028986,6
"207","57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif",5,"ddb15516-14f8-439b-9f1b-a832c07a86dc",5.717949,1.9237667,17.088007,616,863,0,0,0,6.22655122655123,4.46376811594203,6
"208","57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif",5,"56077c11-890e-41f7-960e-6f3cebe772c7",6.6805553,2.1247401,17.20465,731,1066,0,0,0,7.69119769119769,5.29710144927536,6
"209","57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif",5,"e6d95ad1-f8f8-4e33-9992-d2cb78affc4e",6.411111,2.3795495,17.492855,726,1219,0,0,0,8.79509379509379,5.26086956521739,6
"210","57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif",5,"c4d89a40-88be-46e5-8fd5-743efbfa5b9c",5.8125,1.9193548,18.439089,1017,1250,3.16227766016838,1,3,9.01875901875902,7.3695652173913,6
"211","57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif",5,"2c77ab12-869c-4fd4-bed9-688d6d015e0f",5.575949,1.8036323,34.98571,743,1676,8.06225774829855,1,8,12.0923520923521,5.38405797101449,6
"212","57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif",5,"1055a0c4-a0e5-41a2-899b-aaa412c674a7",10.949495,2.8053505,16.643316,804,1725,8.48528137423857,6,6,12.4458874458874,5.82608695652174,6
"213","57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif",5,"d782d94e-33b0-4cc5-ab28-5e494160e2b9",6.2077923,1.960251,15.524175,1096,1811,2.23606797749979,2,1,13.0663780663781,7.94202898550725,6
"214","57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif",5,"6d9bd9e8-0874-4088-89db-be1e9afba620",7.6185565,2.775372,15.652476,776,1954,12.0415945787923,8,9,14.0981240981241,5.6231884057971,6
"215","57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif",5,"e9b17b60-f785-40ee-8b33-2654279f7a48",7.0491805,2.3255813,10.770329,785,1963,0,0,0,14.1630591630592,5.68840579710145,6
"216","57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif",5,"849ca402-8e99-4ba6-86c5-6924385569ec",8.130769,2.0690634,20.615528,855,2054,20.5182845286832,15,14,14.8196248196248,6.19565217391304,6
"217","57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif",5,"b95f4eb0-9061-42d0-95eb-d7c034c07c32",6.6555557,1.8130217,14.764823,834,2163,0,0,0,15.6060606060606,6.04347826086957,6
"218","57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif",5,"6427438e-4c66-498c-999c-762dad7319b0",7.027397,2.0409358,12.806249,1046,2163,0,0,0,15.6060606060606,7.57971014492754,6
"219","57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif",5,"e9084301-f4c8-484c-8968-3aed4f3074ac",7.4,1.7675675,11.401754,877,2165,0,0,0,15.6204906204906,6.35507246376812,6
"220","57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif",5,"9ed9132c-2067-4f3f-adbf-a537a718a211",6.7222223,1.9690082,13.038404,891,2256,12.369316876853,12,3,16.2770562770563,6.45652173913043,6
"221","57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif",5,"da88e70f-0fa1-451d-866f-b9d6baea227e",6.584615,1.932243,13.928389,958,2316,8.24621125123532,2,8,16.7099567099567,6.94202898550725,6
"222","57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif",5,"61938b04-4fa6-48ac-825b-cf47a044af78",7.0865383,2.0420625,17.20465,880,2339,12.6491106406735,12,4,16.8759018759019,6.3768115942029,6
"223","57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif",5,"7b143b76-da49-495b-9291-47d4ded38db5",6.125,1.9475219,11.7046995,872,2417,0,0,0,17.4386724386724,6.31884057971014,6
"224","57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif",5,"69a962a5-2555-4905-8352-2ebf6202b561",6.219178,1.9273127,12.529964,935,2424,0,0,0,17.4891774891775,6.77536231884058,6
