"","experiment","das","accession","water","temp","transfer","plant","x","y","angle","count"
"1","42","21","bay","wd","c","9d","1.tif",0,0,90,0.380810707807541
"2","42","21","bay","wd","c","9d","1.tif",0,0,88,0.259045153856277
"3","42","21","bay","wd","c","9d","1.tif",0,0,86,0.295171916484833
"4","42","21","bay","wd","c","9d","1.tif",0,0,84,0.271490693092346
"5","42","21","bay","wd","c","9d","1.tif",0,0,82,0.269760012626648
"6","42","21","bay","wd","c","9d","1.tif",0,0,80,0.265377163887024
"7","42","21","bay","wd","c","9d","1.tif",0,0,78,0.304102569818497
"8","42","21","bay","wd","c","9d","1.tif",0,0,76,0.341942459344864
"9","42","21","bay","wd","c","9d","1.tif",0,0,74,0.327799409627914
"10","42","21","bay","wd","c","9d","1.tif",0,0,72,0.320939213037491
"11","42","21","bay","wd","c","9d","1.tif",0,0,70,0.393095761537552
"12","42","21","bay","wd","c","9d","1.tif",0,0,68,0.434424430131912
"13","42","21","bay","wd","c","9d","1.tif",0,0,66,0.453074246644974
"14","42","21","bay","wd","c","9d","1.tif",0,0,64,0.449470818042755
"15","42","21","bay","wd","c","9d","1.tif",0,0,62,0.520747244358063
"16","42","21","bay","wd","c","9d","1.tif",0,0,60,0.578735053539276
"17","42","21","bay","wd","c","9d","1.tif",0,0,58,0.747786343097687
"18","42","21","bay","wd","c","9d","1.tif",0,0,56,0.787240922451019
"19","42","21","bay","wd","c","9d","1.tif",0,0,54,0.789493143558502
"20","42","21","bay","wd","c","9d","1.tif",0,0,52,0.813182532787323
"21","42","21","bay","wd","c","9d","1.tif",0,0,50,0.881214022636414
"22","42","21","bay","wd","c","9d","1.tif",0,0,48,1.01352477073669
"23","42","21","bay","wd","c","9d","1.tif",0,0,46,1.48375701904297
"24","42","21","bay","wd","c","9d","1.tif",0,0,44,1.10179674625397
"25","42","21","bay","wd","c","9d","1.tif",0,0,42,1.18489265441895
"26","42","21","bay","wd","c","9d","1.tif",0,0,40,1.1497368812561
"27","42","21","bay","wd","c","9d","1.tif",0,0,38,1.26351475715637
"28","42","21","bay","wd","c","9d","1.tif",0,0,36,1.46446990966797
"29","42","21","bay","wd","c","9d","1.tif",0,0,34,1.51306784152985
"30","42","21","bay","wd","c","9d","1.tif",0,0,32,1.51350200176239
"31","42","21","bay","wd","c","9d","1.tif",0,0,30,1.46699786186218
"32","42","21","bay","wd","c","9d","1.tif",0,0,28,1.66928350925446
"33","42","21","bay","wd","c","9d","1.tif",0,0,26,1.90711688995361
"34","42","21","bay","wd","c","9d","1.tif",0,0,24,1.7578307390213
"35","42","21","bay","wd","c","9d","1.tif",0,0,22,1.5038902759552
"36","42","21","bay","wd","c","9d","1.tif",0,0,20,1.80984449386597
"37","42","21","bay","wd","c","9d","1.tif",0,0,18,1.92989242076874
"38","42","21","bay","wd","c","9d","1.tif",0,0,16,1.94779515266418
"39","42","21","bay","wd","c","9d","1.tif",0,0,14,1.90909957885742
"40","42","21","bay","wd","c","9d","1.tif",0,0,12,1.70280015468597
"41","42","21","bay","wd","c","9d","1.tif",0,0,10,1.8148580789566
"42","42","21","bay","wd","c","9d","1.tif",0,0,8,1.72126734256744
"43","42","21","bay","wd","c","9d","1.tif",0,0,6,1.73888468742371
"44","42","21","bay","wd","c","9d","1.tif",0,0,4,1.91469883918762
"45","42","21","bay","wd","c","9d","1.tif",0,0,2,2.42629718780518
"46","42","21","bay","wd","c","9d","1.tif",0,0,1.27222193825778e-13,3.47198534011841
"47","42","21","bay","wd","c","9d","1.tif",0,0,2,2.01841926574707
"48","42","21","bay","wd","c","9d","1.tif",0,0,4,1.89897525310516
"49","42","21","bay","wd","c","9d","1.tif",0,0,6,1.75438511371613
"50","42","21","bay","wd","c","9d","1.tif",0,0,8,1.97960472106934
"51","42","21","bay","wd","c","9d","1.tif",0,0,10,1.81796300411224
"52","42","21","bay","wd","c","9d","1.tif",0,0,12,2.40846490859985
"53","42","21","bay","wd","c","9d","1.tif",0,0,14,1.94975543022156
"54","42","21","bay","wd","c","9d","1.tif",0,0,16,2.00432300567627
"55","42","21","bay","wd","c","9d","1.tif",0,0,18,2.07602477073669
"56","42","21","bay","wd","c","9d","1.tif",0,0,20,1.91210150718689
"57","42","21","bay","wd","c","9d","1.tif",0,0,22,2.09070086479187
"58","42","21","bay","wd","c","9d","1.tif",0,0,24,1.99105966091156
"59","42","21","bay","wd","c","9d","1.tif",0,0,26,1.78615772724152
"60","42","21","bay","wd","c","9d","1.tif",0,0,28,1.60774958133698
"61","42","21","bay","wd","c","9d","1.tif",0,0,30,1.4928560256958
"62","42","21","bay","wd","c","9d","1.tif",0,0,32,1.40309524536133
"63","42","21","bay","wd","c","9d","1.tif",0,0,34,1.26229524612427
"64","42","21","bay","wd","c","9d","1.tif",0,0,36,1.18224382400513
"65","42","21","bay","wd","c","9d","1.tif",0,0,38,1.19317245483398
"66","42","21","bay","wd","c","9d","1.tif",0,0,40,1.09009766578674
"67","42","21","bay","wd","c","9d","1.tif",0,0,42,1.02756643295288
"68","42","21","bay","wd","c","9d","1.tif",0,0,44,1.43774259090424
"69","42","21","bay","wd","c","9d","1.tif",0,0,46,0.829735279083252
"70","42","21","bay","wd","c","9d","1.tif",0,0,48,0.863782227039337
"71","42","21","bay","wd","c","9d","1.tif",0,0,50,0.796862304210663
"72","42","21","bay","wd","c","9d","1.tif",0,0,52,0.742978513240814
"73","42","21","bay","wd","c","9d","1.tif",0,0,54,0.769986987113953
"74","42","21","bay","wd","c","9d","1.tif",0,0,56,0.60748690366745
"75","42","21","bay","wd","c","9d","1.tif",0,0,58,0.533772528171539
"76","42","21","bay","wd","c","9d","1.tif",0,0,60,0.476319283246994
"77","42","21","bay","wd","c","9d","1.tif",0,0,62,0.436654925346375
"78","42","21","bay","wd","c","9d","1.tif",0,0,64,0.422356218099594
"79","42","21","bay","wd","c","9d","1.tif",0,0,66,0.474112004041672
"80","42","21","bay","wd","c","9d","1.tif",0,0,68,0.391944766044617
"81","42","21","bay","wd","c","9d","1.tif",0,0,70,0.378799080848694
"82","42","21","bay","wd","c","9d","1.tif",0,0,72,0.400676310062408
"83","42","21","bay","wd","c","9d","1.tif",0,0,74,0.338824599981308
"84","42","21","bay","wd","c","9d","1.tif",0,0,76,0.282684117555618
"85","42","21","bay","wd","c","9d","1.tif",0,0,78,0.284326583147049
"86","42","21","bay","wd","c","9d","1.tif",0,0,80,0.252729207277298
"87","42","21","bay","wd","c","9d","1.tif",0,0,82,0.254091054201126
"88","42","21","bay","wd","c","9d","1.tif",0,0,84,0.24011355638504
"89","42","21","bay","wd","c","9d","1.tif",0,0,86,0.282519638538361
"90","42","21","bay","wd","c","9d","1.tif",0,0,88,0.288780570030212
"91","42","21","bay","wd","c","9d","2.tif",0,0,90,0.838109195232391
"92","42","21","bay","wd","c","9d","2.tif",0,0,88,0.68528950214386
"93","42","21","bay","wd","c","9d","2.tif",0,0,86,0.67744255065918
"94","42","21","bay","wd","c","9d","2.tif",0,0,84,0.714955985546112
"95","42","21","bay","wd","c","9d","2.tif",0,0,82,0.747964084148407
"96","42","21","bay","wd","c","9d","2.tif",0,0,80,0.737842500209808
"97","42","21","bay","wd","c","9d","2.tif",0,0,78,0.779698729515076
"98","42","21","bay","wd","c","9d","2.tif",0,0,76,0.763438880443573
"99","42","21","bay","wd","c","9d","2.tif",0,0,74,0.774935781955719
"100","42","21","bay","wd","c","9d","2.tif",0,0,72,0.838140845298767
"101","42","21","bay","wd","c","9d","2.tif",0,0,70,0.799965739250183
"102","42","21","bay","wd","c","9d","2.tif",0,0,68,0.804880976676941
"103","42","21","bay","wd","c","9d","2.tif",0,0,66,0.806648313999176
"104","42","21","bay","wd","c","9d","2.tif",0,0,64,0.904412567615509
"105","42","21","bay","wd","c","9d","2.tif",0,0,62,0.90239280462265
"106","42","21","bay","wd","c","9d","2.tif",0,0,60,0.917589962482452
"107","42","21","bay","wd","c","9d","2.tif",0,0,58,0.919143736362457
"108","42","21","bay","wd","c","9d","2.tif",0,0,56,0.985147774219513
"109","42","21","bay","wd","c","9d","2.tif",0,0,54,0.975929856300354
"110","42","21","bay","wd","c","9d","2.tif",0,0,52,0.981179654598236
"111","42","21","bay","wd","c","9d","2.tif",0,0,50,1.06608474254608
"112","42","21","bay","wd","c","9d","2.tif",0,0,48,1.0549613237381
"113","42","21","bay","wd","c","9d","2.tif",0,0,46,1.1234393119812
"114","42","21","bay","wd","c","9d","2.tif",0,0,44,1.08588123321533
"115","42","21","bay","wd","c","9d","2.tif",0,0,42,1.15949487686157
"116","42","21","bay","wd","c","9d","2.tif",0,0,40,1.2103910446167
"117","42","21","bay","wd","c","9d","2.tif",0,0,38,1.09920608997345
"118","42","21","bay","wd","c","9d","2.tif",0,0,36,1.20851409435272
"119","42","21","bay","wd","c","9d","2.tif",0,0,34,1.16005969047546
"120","42","21","bay","wd","c","9d","2.tif",0,0,32,1.27819263935089
"121","42","21","bay","wd","c","9d","2.tif",0,0,30,1.2339483499527
"122","42","21","bay","wd","c","9d","2.tif",0,0,28,1.34527587890625
"123","42","21","bay","wd","c","9d","2.tif",0,0,26,1.29672527313232
"124","42","21","bay","wd","c","9d","2.tif",0,0,24,1.24024295806885
"125","42","21","bay","wd","c","9d","2.tif",0,0,22,1.2924884557724
"126","42","21","bay","wd","c","9d","2.tif",0,0,20,1.30056512355804
"127","42","21","bay","wd","c","9d","2.tif",0,0,18,1.21596467494965
"128","42","21","bay","wd","c","9d","2.tif",0,0,16,1.37500011920929
"129","42","21","bay","wd","c","9d","2.tif",0,0,14,1.40036499500275
"130","42","21","bay","wd","c","9d","2.tif",0,0,12,1.40516686439514
"131","42","21","bay","wd","c","9d","2.tif",0,0,10,1.44842422008514
"132","42","21","bay","wd","c","9d","2.tif",0,0,8,1.5003787279129
"133","42","21","bay","wd","c","9d","2.tif",0,0,6,1.47006785869598
"134","42","21","bay","wd","c","9d","2.tif",0,0,4,1.52933859825134
"135","42","21","bay","wd","c","9d","2.tif",0,0,2,1.45652091503143
"136","42","21","bay","wd","c","9d","2.tif",0,0,1.27222193825778e-13,1.57511651515961
"137","42","21","bay","wd","c","9d","2.tif",0,0,2,1.4613264799118
"138","42","21","bay","wd","c","9d","2.tif",0,0,4,1.51776468753815
"139","42","21","bay","wd","c","9d","2.tif",0,0,6,1.56942939758301
"140","42","21","bay","wd","c","9d","2.tif",0,0,8,1.50653254985809
"141","42","21","bay","wd","c","9d","2.tif",0,0,10,1.51146018505096
"142","42","21","bay","wd","c","9d","2.tif",0,0,12,1.55787718296051
"143","42","21","bay","wd","c","9d","2.tif",0,0,14,1.51699793338776
"144","42","21","bay","wd","c","9d","2.tif",0,0,16,1.51859474182129
"145","42","21","bay","wd","c","9d","2.tif",0,0,18,1.50714468955994
"146","42","21","bay","wd","c","9d","2.tif",0,0,20,1.48631680011749
"147","42","21","bay","wd","c","9d","2.tif",0,0,22,1.41590595245361
"148","42","21","bay","wd","c","9d","2.tif",0,0,24,1.51107275485992
"149","42","21","bay","wd","c","9d","2.tif",0,0,26,1.48932301998138
"150","42","21","bay","wd","c","9d","2.tif",0,0,28,1.35180950164795
"151","42","21","bay","wd","c","9d","2.tif",0,0,30,1.35650169849396
"152","42","21","bay","wd","c","9d","2.tif",0,0,32,1.41254937648773
"153","42","21","bay","wd","c","9d","2.tif",0,0,34,1.40928769111633
"154","42","21","bay","wd","c","9d","2.tif",0,0,36,1.30682265758514
"155","42","21","bay","wd","c","9d","2.tif",0,0,38,1.26494526863098
"156","42","21","bay","wd","c","9d","2.tif",0,0,40,1.21907806396484
"157","42","21","bay","wd","c","9d","2.tif",0,0,42,1.21510243415833
"158","42","21","bay","wd","c","9d","2.tif",0,0,44,1.12280309200287
"159","42","21","bay","wd","c","9d","2.tif",0,0,46,1.1909681558609
"160","42","21","bay","wd","c","9d","2.tif",0,0,48,1.09249830245972
"161","42","21","bay","wd","c","9d","2.tif",0,0,50,1.06884610652924
"162","42","21","bay","wd","c","9d","2.tif",0,0,52,1.05098628997803
"163","42","21","bay","wd","c","9d","2.tif",0,0,54,0.979993402957916
"164","42","21","bay","wd","c","9d","2.tif",0,0,56,0.884217739105225
"165","42","21","bay","wd","c","9d","2.tif",0,0,58,0.948075652122498
"166","42","21","bay","wd","c","9d","2.tif",0,0,60,0.930911004543304
"167","42","21","bay","wd","c","9d","2.tif",0,0,62,0.870904803276062
"168","42","21","bay","wd","c","9d","2.tif",0,0,64,0.836106300354004
"169","42","21","bay","wd","c","9d","2.tif",0,0,66,0.857630252838135
"170","42","21","bay","wd","c","9d","2.tif",0,0,68,0.797467529773712
"171","42","21","bay","wd","c","9d","2.tif",0,0,70,0.80267858505249
"172","42","21","bay","wd","c","9d","2.tif",0,0,72,0.723055422306061
"173","42","21","bay","wd","c","9d","2.tif",0,0,74,0.72788393497467
"174","42","21","bay","wd","c","9d","2.tif",0,0,76,0.701483249664307
"175","42","21","bay","wd","c","9d","2.tif",0,0,78,0.706309378147125
"176","42","21","bay","wd","c","9d","2.tif",0,0,80,0.675313115119934
"177","42","21","bay","wd","c","9d","2.tif",0,0,82,0.70681756734848
"178","42","21","bay","wd","c","9d","2.tif",0,0,84,0.688691973686218
"179","42","21","bay","wd","c","9d","2.tif",0,0,86,0.718350768089294
"180","42","21","bay","wd","c","9d","2.tif",0,0,88,0.725240409374237
"181","42","21","bay","wd","c","9d","3.tif",0,0,90,0.687830805778503
"182","42","21","bay","wd","c","9d","3.tif",0,0,88,0.556560635566711
"183","42","21","bay","wd","c","9d","3.tif",0,0,86,0.577100396156311
"184","42","21","bay","wd","c","9d","3.tif",0,0,84,0.558132767677307
"185","42","21","bay","wd","c","9d","3.tif",0,0,82,0.590169012546539
"186","42","21","bay","wd","c","9d","3.tif",0,0,80,0.623786151409149
"187","42","21","bay","wd","c","9d","3.tif",0,0,78,0.647255301475525
"188","42","21","bay","wd","c","9d","3.tif",0,0,76,0.792070984840393
"189","42","21","bay","wd","c","9d","3.tif",0,0,74,0.687338471412659
"190","42","21","bay","wd","c","9d","3.tif",0,0,72,0.792223274707794
"191","42","21","bay","wd","c","9d","3.tif",0,0,70,0.860651552677155
"192","42","21","bay","wd","c","9d","3.tif",0,0,68,0.867400825023651
"193","42","21","bay","wd","c","9d","3.tif",0,0,66,0.881948113441467
"194","42","21","bay","wd","c","9d","3.tif",0,0,64,1.01444458961487
"195","42","21","bay","wd","c","9d","3.tif",0,0,62,0.950405538082123
"196","42","21","bay","wd","c","9d","3.tif",0,0,60,0.922379910945892
"197","42","21","bay","wd","c","9d","3.tif",0,0,58,0.998413324356079
"198","42","21","bay","wd","c","9d","3.tif",0,0,56,1.01429867744446
"199","42","21","bay","wd","c","9d","3.tif",0,0,54,0.949104905128479
"200","42","21","bay","wd","c","9d","3.tif",0,0,52,1.11557042598724
"201","42","21","bay","wd","c","9d","3.tif",0,0,50,1.17509913444519
"202","42","21","bay","wd","c","9d","3.tif",0,0,48,1.18792486190796
"203","42","21","bay","wd","c","9d","3.tif",0,0,46,1.36826920509338
"204","42","21","bay","wd","c","9d","3.tif",0,0,44,1.17938256263733
"205","42","21","bay","wd","c","9d","3.tif",0,0,42,1.18760442733765
"206","42","21","bay","wd","c","9d","3.tif",0,0,40,1.21654188632965
"207","42","21","bay","wd","c","9d","3.tif",0,0,38,1.26376295089722
"208","42","21","bay","wd","c","9d","3.tif",0,0,36,1.31959664821625
"209","42","21","bay","wd","c","9d","3.tif",0,0,34,1.23172760009766
"210","42","21","bay","wd","c","9d","3.tif",0,0,32,1.33142924308777
"211","42","21","bay","wd","c","9d","3.tif",0,0,30,1.15955412387848
"212","42","21","bay","wd","c","9d","3.tif",0,0,28,1.36800837516785
"213","42","21","bay","wd","c","9d","3.tif",0,0,26,1.36997544765472
"214","42","21","bay","wd","c","9d","3.tif",0,0,24,1.23449194431305
"215","42","21","bay","wd","c","9d","3.tif",0,0,22,1.29083037376404
"216","42","21","bay","wd","c","9d","3.tif",0,0,20,1.34059691429138
"217","42","21","bay","wd","c","9d","3.tif",0,0,18,1.22617936134338
"218","42","21","bay","wd","c","9d","3.tif",0,0,16,1.27090215682983
"219","42","21","bay","wd","c","9d","3.tif",0,0,14,1.53656709194183
"220","42","21","bay","wd","c","9d","3.tif",0,0,12,1.35178852081299
"221","42","21","bay","wd","c","9d","3.tif",0,0,10,1.45257961750031
"222","42","21","bay","wd","c","9d","3.tif",0,0,8,1.33520746231079
"223","42","21","bay","wd","c","9d","3.tif",0,0,6,1.30487525463104
"224","42","21","bay","wd","c","9d","3.tif",0,0,4,1.54260492324829
"225","42","21","bay","wd","c","9d","3.tif",0,0,2,2.06734275817871
"226","42","21","bay","wd","c","9d","3.tif",0,0,1.27222193825778e-13,2.48128056526184
"227","42","21","bay","wd","c","9d","3.tif",0,0,2,1.66600346565247
"228","42","21","bay","wd","c","9d","3.tif",0,0,4,1.29973888397217
"229","42","21","bay","wd","c","9d","3.tif",0,0,6,1.38888990879059
"230","42","21","bay","wd","c","9d","3.tif",0,0,8,1.54791879653931
"231","42","21","bay","wd","c","9d","3.tif",0,0,10,1.42811119556427
"232","42","21","bay","wd","c","9d","3.tif",0,0,12,1.69896924495697
"233","42","21","bay","wd","c","9d","3.tif",0,0,14,1.35915923118591
"234","42","21","bay","wd","c","9d","3.tif",0,0,16,1.31329417228699
"235","42","21","bay","wd","c","9d","3.tif",0,0,18,1.44237816333771
"236","42","21","bay","wd","c","9d","3.tif",0,0,20,1.41350412368774
"237","42","21","bay","wd","c","9d","3.tif",0,0,22,1.32686221599579
"238","42","21","bay","wd","c","9d","3.tif",0,0,24,1.39537727832794
"239","42","21","bay","wd","c","9d","3.tif",0,0,26,1.44606041908264
"240","42","21","bay","wd","c","9d","3.tif",0,0,28,1.31204569339752
"241","42","21","bay","wd","c","9d","3.tif",0,0,30,1.35783576965332
"242","42","21","bay","wd","c","9d","3.tif",0,0,32,1.38338100910187
"243","42","21","bay","wd","c","9d","3.tif",0,0,34,1.37239074707031
"244","42","21","bay","wd","c","9d","3.tif",0,0,36,1.28951454162598
"245","42","21","bay","wd","c","9d","3.tif",0,0,38,1.22591161727905
"246","42","21","bay","wd","c","9d","3.tif",0,0,40,1.05006659030914
"247","42","21","bay","wd","c","9d","3.tif",0,0,42,1.2683881521225
"248","42","21","bay","wd","c","9d","3.tif",0,0,44,1.66747510433197
"249","42","21","bay","wd","c","9d","3.tif",0,0,46,1.09841930866241
"250","42","21","bay","wd","c","9d","3.tif",0,0,48,1.04884159564972
"251","42","21","bay","wd","c","9d","3.tif",0,0,50,1.09711968898773
"252","42","21","bay","wd","c","9d","3.tif",0,0,52,1.04999005794525
"253","42","21","bay","wd","c","9d","3.tif",0,0,54,1.20086705684662
"254","42","21","bay","wd","c","9d","3.tif",0,0,56,0.980302333831787
"255","42","21","bay","wd","c","9d","3.tif",0,0,58,0.99854040145874
"256","42","21","bay","wd","c","9d","3.tif",0,0,60,0.837230861186981
"257","42","21","bay","wd","c","9d","3.tif",0,0,62,0.83964878320694
"258","42","21","bay","wd","c","9d","3.tif",0,0,64,0.82734477519989
"259","42","21","bay","wd","c","9d","3.tif",0,0,66,0.797815799713135
"260","42","21","bay","wd","c","9d","3.tif",0,0,68,0.759349942207336
"261","42","21","bay","wd","c","9d","3.tif",0,0,70,0.71570235490799
"262","42","21","bay","wd","c","9d","3.tif",0,0,72,0.707313776016235
"263","42","21","bay","wd","c","9d","3.tif",0,0,74,0.721365094184875
"264","42","21","bay","wd","c","9d","3.tif",0,0,76,0.704291701316833
"265","42","21","bay","wd","c","9d","3.tif",0,0,78,0.535873413085938
"266","42","21","bay","wd","c","9d","3.tif",0,0,80,0.5699462890625
"267","42","21","bay","wd","c","9d","3.tif",0,0,82,0.464083790779114
"268","42","21","bay","wd","c","9d","3.tif",0,0,84,0.499431520700455
"269","42","21","bay","wd","c","9d","3.tif",0,0,86,0.476217925548553
"270","42","21","bay","wd","c","9d","3.tif",0,0,88,0.53581839799881
"271","42","21","bay","wd","c","9d","4.tif",0,0,90,0.513857185840607
"272","42","21","bay","wd","c","9d","4.tif",0,0,88,0.32223916053772
"273","42","21","bay","wd","c","9d","4.tif",0,0,86,0.338306844234467
"274","42","21","bay","wd","c","9d","4.tif",0,0,84,0.364140391349792
"275","42","21","bay","wd","c","9d","4.tif",0,0,82,0.361588060855865
"276","42","21","bay","wd","c","9d","4.tif",0,0,80,0.349053144454956
"277","42","21","bay","wd","c","9d","4.tif",0,0,78,0.332818478345871
"278","42","21","bay","wd","c","9d","4.tif",0,0,76,0.445346981287003
"279","42","21","bay","wd","c","9d","4.tif",0,0,74,0.484240025281906
"280","42","21","bay","wd","c","9d","4.tif",0,0,72,0.567576587200165
"281","42","21","bay","wd","c","9d","4.tif",0,0,70,0.478008419275284
"282","42","21","bay","wd","c","9d","4.tif",0,0,68,0.538259387016296
"283","42","21","bay","wd","c","9d","4.tif",0,0,66,0.620555639266968
"284","42","21","bay","wd","c","9d","4.tif",0,0,64,0.537895858287811
"285","42","21","bay","wd","c","9d","4.tif",0,0,62,0.621779322624207
"286","42","21","bay","wd","c","9d","4.tif",0,0,60,0.63263076543808
"287","42","21","bay","wd","c","9d","4.tif",0,0,58,0.66462516784668
"288","42","21","bay","wd","c","9d","4.tif",0,0,56,0.747538030147552
"289","42","21","bay","wd","c","9d","4.tif",0,0,54,0.707345366477966
"290","42","21","bay","wd","c","9d","4.tif",0,0,52,0.750880420207977
"291","42","21","bay","wd","c","9d","4.tif",0,0,50,0.788892865180969
"292","42","21","bay","wd","c","9d","4.tif",0,0,48,0.875341773033142
"293","42","21","bay","wd","c","9d","4.tif",0,0,46,1.23564636707306
"294","42","21","bay","wd","c","9d","4.tif",0,0,44,1.03633975982666
"295","42","21","bay","wd","c","9d","4.tif",0,0,42,1.01820504665375
"296","42","21","bay","wd","c","9d","4.tif",0,0,40,1.1129390001297
"297","42","21","bay","wd","c","9d","4.tif",0,0,38,1.28142392635345
"298","42","21","bay","wd","c","9d","4.tif",0,0,36,1.39506804943085
"299","42","21","bay","wd","c","9d","4.tif",0,0,34,1.63176262378693
"300","42","21","bay","wd","c","9d","4.tif",0,0,32,1.35270869731903
"301","42","21","bay","wd","c","9d","4.tif",0,0,30,1.51725006103516
"302","42","21","bay","wd","c","9d","4.tif",0,0,28,1.52133750915527
"303","42","21","bay","wd","c","9d","4.tif",0,0,26,1.59346508979797
"304","42","21","bay","wd","c","9d","4.tif",0,0,24,1.57176244258881
"305","42","21","bay","wd","c","9d","4.tif",0,0,22,1.52226507663727
"306","42","21","bay","wd","c","9d","4.tif",0,0,20,1.82767140865326
"307","42","21","bay","wd","c","9d","4.tif",0,0,18,1.8455046415329
"308","42","21","bay","wd","c","9d","4.tif",0,0,16,1.9323982000351
"309","42","21","bay","wd","c","9d","4.tif",0,0,14,2.21400713920593
"310","42","21","bay","wd","c","9d","4.tif",0,0,12,1.56994533538818
"311","42","21","bay","wd","c","9d","4.tif",0,0,10,1.66376197338104
"312","42","21","bay","wd","c","9d","4.tif",0,0,8,1.53088617324829
"313","42","21","bay","wd","c","9d","4.tif",0,0,6,1.62773525714874
"314","42","21","bay","wd","c","9d","4.tif",0,0,4,1.8767923116684
"315","42","21","bay","wd","c","9d","4.tif",0,0,2,2.25080847740173
"316","42","21","bay","wd","c","9d","4.tif",0,0,1.27222193825778e-13,3.36219954490662
"317","42","21","bay","wd","c","9d","4.tif",0,0,2,2.09859991073608
"318","42","21","bay","wd","c","9d","4.tif",0,0,4,1.92660045623779
"319","42","21","bay","wd","c","9d","4.tif",0,0,6,1.8875972032547
"320","42","21","bay","wd","c","9d","4.tif",0,0,8,1.95468473434448
"321","42","21","bay","wd","c","9d","4.tif",0,0,10,1.99832546710968
"322","42","21","bay","wd","c","9d","4.tif",0,0,12,2.36672782897949
"323","42","21","bay","wd","c","9d","4.tif",0,0,14,1.87760376930237
"324","42","21","bay","wd","c","9d","4.tif",0,0,16,1.76502990722656
"325","42","21","bay","wd","c","9d","4.tif",0,0,18,1.60765898227692
"326","42","21","bay","wd","c","9d","4.tif",0,0,20,1.43842613697052
"327","42","21","bay","wd","c","9d","4.tif",0,0,22,1.39938831329346
"328","42","21","bay","wd","c","9d","4.tif",0,0,24,1.46940958499908
"329","42","21","bay","wd","c","9d","4.tif",0,0,26,1.3519651889801
"330","42","21","bay","wd","c","9d","4.tif",0,0,28,1.25470638275146
"331","42","21","bay","wd","c","9d","4.tif",0,0,30,1.18791341781616
"332","42","21","bay","wd","c","9d","4.tif",0,0,32,1.42513573169708
"333","42","21","bay","wd","c","9d","4.tif",0,0,34,1.41224849224091
"334","42","21","bay","wd","c","9d","4.tif",0,0,36,1.372722864151
"335","42","21","bay","wd","c","9d","4.tif",0,0,38,1.23711109161377
"336","42","21","bay","wd","c","9d","4.tif",0,0,40,1.18886053562164
"337","42","21","bay","wd","c","9d","4.tif",0,0,42,1.2122962474823
"338","42","21","bay","wd","c","9d","4.tif",0,0,44,1.19132459163666
"339","42","21","bay","wd","c","9d","4.tif",0,0,46,0.969391584396362
"340","42","21","bay","wd","c","9d","4.tif",0,0,48,1.02443647384644
"341","42","21","bay","wd","c","9d","4.tif",0,0,50,0.871060490608215
"342","42","21","bay","wd","c","9d","4.tif",0,0,52,0.935696423053741
"343","42","21","bay","wd","c","9d","4.tif",0,0,54,0.838798999786377
"344","42","21","bay","wd","c","9d","4.tif",0,0,56,0.739388108253479
"345","42","21","bay","wd","c","9d","4.tif",0,0,58,0.710661053657532
"346","42","21","bay","wd","c","9d","4.tif",0,0,60,0.713949680328369
"347","42","21","bay","wd","c","9d","4.tif",0,0,62,0.695602059364319
"348","42","21","bay","wd","c","9d","4.tif",0,0,64,0.712238311767578
"349","42","21","bay","wd","c","9d","4.tif",0,0,66,0.692588210105896
"350","42","21","bay","wd","c","9d","4.tif",0,0,68,0.636282026767731
"351","42","21","bay","wd","c","9d","4.tif",0,0,70,0.623024821281433
"352","42","21","bay","wd","c","9d","4.tif",0,0,72,0.511378526687622
"353","42","21","bay","wd","c","9d","4.tif",0,0,74,0.479267209768295
"354","42","21","bay","wd","c","9d","4.tif",0,0,76,0.430585473775864
"355","42","21","bay","wd","c","9d","4.tif",0,0,78,0.400068640708923
"356","42","21","bay","wd","c","9d","4.tif",0,0,80,0.426097571849823
"357","42","21","bay","wd","c","9d","4.tif",0,0,82,0.38470846414566
"358","42","21","bay","wd","c","9d","4.tif",0,0,84,0.346040636301041
"359","42","21","bay","wd","c","9d","4.tif",0,0,86,0.348324686288834
"360","42","21","bay","wd","c","9d","4.tif",0,0,88,0.35126981139183
"361","42","21","bay","wd","c","9d","6.tif",0,0,90,0.490531772375107
"362","42","21","bay","wd","c","9d","6.tif",0,0,88,0.28426867723465
"363","42","21","bay","wd","c","9d","6.tif",0,0,86,0.316749066114426
"364","42","21","bay","wd","c","9d","6.tif",0,0,84,0.216695994138718
"365","42","21","bay","wd","c","9d","6.tif",0,0,82,0.270426243543625
"366","42","21","bay","wd","c","9d","6.tif",0,0,80,0.308815658092499
"367","42","21","bay","wd","c","9d","6.tif",0,0,78,0.382523715496063
"368","42","21","bay","wd","c","9d","6.tif",0,0,76,0.378330022096634
"369","42","21","bay","wd","c","9d","6.tif",0,0,74,0.360810518264771
"370","42","21","bay","wd","c","9d","6.tif",0,0,72,0.44088688492775
"371","42","21","bay","wd","c","9d","6.tif",0,0,70,0.363775432109833
"372","42","21","bay","wd","c","9d","6.tif",0,0,68,0.407739609479904
"373","42","21","bay","wd","c","9d","6.tif",0,0,66,0.387710243463516
"374","42","21","bay","wd","c","9d","6.tif",0,0,64,0.542415916919708
"375","42","21","bay","wd","c","9d","6.tif",0,0,62,0.497668534517288
"376","42","21","bay","wd","c","9d","6.tif",0,0,60,0.531710684299469
